dispositif,volet,nombre_aides,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET2,286,1010539.92,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET2,1412,6930416.29,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,624,5729846.20,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET2,225,2909177.37,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET2,72,1191921.05,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET2,27,784634.29,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET2,72,153188.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,89,327730.09,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET2,480,2604112.26,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,215,1713851.35,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET2,62,774841.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET2,19,398076.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET2,30,83163.21,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,137,763392.38,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET2,526,2650081.59,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,242,2543766.45,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET2,99,1934104.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET2,37,759566.50,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET2,6,165141.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET2,25,54083.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,69,236167.00,24,Centre-Val de Loire,00,0 salarié
