dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,10.00,157744.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-02-04
Reports d'échéances fiscales,1091.00,75540732.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-02-04
Reports d'échéances fiscales,14.00,1324825.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-02-04
Reports d'échéances fiscales,36.00,2864114.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-02-04
Reports d'échéances fiscales,1022.00,25409895.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-02-04
Reports d'échéances fiscales,2498.00,90970996.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-02-04
Reports d'échéances fiscales,293.00,12530289.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-02-04
Reports d'échéances fiscales,1860.00,20619703.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-02-04
Reports d'échéances fiscales,279.00,13758270.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-02-04
Reports d'échéances fiscales,467.00,19946976.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-02-04
Reports d'échéances fiscales,825.00,13320983.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-02-04
Reports d'échéances fiscales,1139.00,45224333.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-02-04
Reports d'échéances fiscales,456.00,15197063.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-02-04
Reports d'échéances fiscales,174.00,2206765.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-02-04
Reports d'échéances fiscales,349.00,10381513.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-02-04
Reports d'échéances fiscales,255.00,13358158.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-02-04
Reports d'échéances fiscales,351.00,3344190.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-02-04
Reports d'échéances fiscales,59.00,690505.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-02-04
Reports d'échéances fiscales,31.00,606784.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-02-04
Reports d'échéances fiscales,356.00,33094143.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-02-04
Reports d'échéances fiscales,7.00,122085.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-02-04
Reports d'échéances fiscales,206.00,2658260.00,27,Bourgogne-Franche-Comté,F,Construction,2021-02-04
Reports d'échéances fiscales,674.00,17118971.00,27,Bourgogne-Franche-Comté,G,Commerce,2021-02-04
Reports d'échéances fiscales,88.00,2408521.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2021-02-04
Reports d'échéances fiscales,544.00,2792162.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2021-02-04
Reports d'échéances fiscales,26.00,743491.00,27,Bourgogne-Franche-Comté,J,Information et communication,2021-02-04
Reports d'échéances fiscales,71.00,2841802.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2021-02-04
Reports d'échéances fiscales,220.00,3244677.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2021-02-04
Reports d'échéances fiscales,212.00,2995966.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2021-02-04
Reports d'échéances fiscales,80.00,2117570.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2021-02-04
Reports d'échéances fiscales,25.00,63158.00,27,Bourgogne-Franche-Comté,P,Enseignement,2021-02-04
Reports d'échéances fiscales,94.00,2996810.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2021-02-04
Reports d'échéances fiscales,78.00,5115233.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2021-02-04
Reports d'échéances fiscales,93.00,297880.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2021-02-04
Reports d'échéances fiscales,30.00,255691.00,27,Bourgogne-Franche-Comté,Z,Non connu,2021-02-04
Reports d'échéances fiscales,28.00,337826.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2021-02-04
Reports d'échéances fiscales,350.00,23523917.00,53,Bretagne,C,Industrie manufacturière,2021-02-04
Reports d'échéances fiscales,4.00,76610.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-02-04
Reports d'échéances fiscales,366.00,13782938.00,53,Bretagne,F,Construction,2021-02-04
Reports d'échéances fiscales,858.00,30126222.00,53,Bretagne,G,Commerce,2021-02-04
Reports d'échéances fiscales,97.00,4949912.00,53,Bretagne,H,Transports et entreposage,2021-02-04
Reports d'échéances fiscales,787.00,9722417.00,53,Bretagne,I,Hébergement et restauration,2021-02-04
Reports d'échéances fiscales,72.00,3419959.00,53,Bretagne,J,Information et communication,2021-02-04
Reports d'échéances fiscales,198.00,7139713.00,53,Bretagne,K,Activités financières et d'assurance,2021-02-04
Reports d'échéances fiscales,295.00,3848900.00,53,Bretagne,L,Activités immobilières,2021-02-04
Reports d'échéances fiscales,328.00,5921960.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2021-02-04
Reports d'échéances fiscales,134.00,3019880.00,53,Bretagne,N,Activités de services administratifs et de soutien,2021-02-04
Reports d'échéances fiscales,44.00,501744.00,53,Bretagne,P,Enseignement,2021-02-04
Reports d'échéances fiscales,114.00,6244387.00,53,Bretagne,Q,Santé humaine et action sociale,2021-02-04
Reports d'échéances fiscales,68.00,1095256.00,53,Bretagne,R,"Arts, spectacles et activités récréatives",2021-02-04
Reports d'échéances fiscales,101.00,255188.00,53,Bretagne,S,Autres activités de services,2021-02-04
Reports d'échéances fiscales,18.00,418245.00,53,Bretagne,Z,Non connu,2021-02-04
Reports d'échéances fiscales,16.00,539012.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche",2021-02-04
Reports d'échéances fiscales,283.00,12746052.00,24,Centre-Val de Loire,C,Industrie manufacturière,2021-02-04
Reports d'échéances fiscales,10.00,256877.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-02-04
Reports d'échéances fiscales,229.00,3774765.00,24,Centre-Val de Loire,F,Construction,2021-02-04
Reports d'échéances fiscales,598.00,14046569.00,24,Centre-Val de Loire,G,Commerce,2021-02-04
Reports d'échéances fiscales,104.00,1948404.00,24,Centre-Val de Loire,H,Transports et entreposage,2021-02-04
Reports d'échéances fiscales,409.00,2532054.00,24,Centre-Val de Loire,I,Hébergement et restauration,2021-02-04
Reports d'échéances fiscales,46.00,935629.00,24,Centre-Val de Loire,J,Information et communication,2021-02-04
Reports d'échéances fiscales,109.00,1790446.00,24,Centre-Val de Loire,K,Activités financières et d'assurance,2021-02-04
