dispositif,volet,nombre_aides,nombre_entreprises,montant_total,reg,libelle_region,code_categorie_juridique,libelle_categorie_juridique
Fonds de solidarité,VOLET1,628311,154631,1104678962.00,84,Auvergne-Rhône-Alpes,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,546,153,1292746.00,84,Auvergne-Rhône-Alpes,21,Indivision
Fonds de solidarité,VOLET1,835,174,3320998.00,84,Auvergne-Rhône-Alpes,22,Société créée de fait
Fonds de solidarité,VOLET1,10,3,13788.00,84,Auvergne-Rhône-Alpes,23,Société en participation
Fonds de solidarité,VOLET1,24,5,46028.00,84,Auvergne-Rhône-Alpes,29,Autre groupement de droit privé non doté de la personnalité morale
Fonds de solidarité,VOLET1,28,8,914046.00,84,Auvergne-Rhône-Alpes,41,Etablissement public ou régie à caractère industriel ou commercial
Fonds de solidarité,VOLET1,3005,609,18638543.00,84,Auvergne-Rhône-Alpes,52,Société en nom collectif
Fonds de solidarité,VOLET1,70,15,1167610.00,84,Auvergne-Rhône-Alpes,53,Société en commandite
Fonds de solidarité,VOLET1,266573,63387,1201641154.00,84,Auvergne-Rhône-Alpes,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,794,234,21601312.00,84,Auvergne-Rhône-Alpes,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,49,17,2690736.00,84,Auvergne-Rhône-Alpes,56,Société anonyme à directoire
Fonds de solidarité,VOLET1,142936,32501,696167606.00,84,Auvergne-Rhône-Alpes,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,112,32,577434.00,84,Auvergne-Rhône-Alpes,62,Groupement d'intérêt économique
Fonds de solidarité,VOLET1,18,4,198962.00,84,Auvergne-Rhône-Alpes,63,Société coopérative agricole
Fonds de solidarité,VOLET1,8048,2893,19298125.00,84,Auvergne-Rhône-Alpes,65,Société civile
Fonds de solidarité,VOLET1,13,3,74056.00,84,Auvergne-Rhône-Alpes,69,Autre personne morale de droit privé inscrite au registre du commerce et des sociétés
Fonds de solidarité,VOLET1,219,67,1233273.00,84,Auvergne-Rhône-Alpes,84,Organisme professionnel
Fonds de solidarité,VOLET1,19668,4066,74770478.00,84,Auvergne-Rhône-Alpes,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,16,4,74421.00,84,Auvergne-Rhône-Alpes,93,Fondation
Fonds de solidarité,VOLET1,145094,37710,251966660.00,27,Bourgogne-Franche-Comté,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,96,23,247135.00,27,Bourgogne-Franche-Comté,21,Indivision
Fonds de solidarité,VOLET1,80,24,248257.00,27,Bourgogne-Franche-Comté,22,Société créée de fait
Fonds de solidarité,VOLET1,17,4,29977.00,27,Bourgogne-Franche-Comté,23,Société en participation
Fonds de solidarité,VOLET1,21,5,72908.00,27,Bourgogne-Franche-Comté,41,Etablissement public ou régie à caractère industriel ou commercial
Fonds de solidarité,VOLET1,909,168,4399533.00,27,Bourgogne-Franche-Comté,52,Société en nom collectif
Fonds de solidarité,VOLET1,70278,17373,295871817.00,27,Bourgogne-Franche-Comté,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,197,54,3556323.00,27,Bourgogne-Franche-Comté,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,17,4,255269.00,27,Bourgogne-Franche-Comté,56,Société anonyme à directoire
Fonds de solidarité,VOLET1,27071,6406,122168825.00,27,Bourgogne-Franche-Comté,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,41,10,139934.00,27,Bourgogne-Franche-Comté,62,Groupement d'intérêt économique
Fonds de solidarité,VOLET1,17,6,189167.00,27,Bourgogne-Franche-Comté,63,Société coopérative agricole
Fonds de solidarité,VOLET1,3472,1260,12259639.00,27,Bourgogne-Franche-Comté,65,Société civile
Fonds de solidarité,VOLET1,31,8,61391.00,27,Bourgogne-Franche-Comté,84,Organisme professionnel
Fonds de solidarité,VOLET1,5083,1059,18880039.00,27,Bourgogne-Franche-Comté,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,175691,47793,320043659.00,53,Bretagne,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,93,31,169069.00,53,Bretagne,21,Indivision
Fonds de solidarité,VOLET1,172,41,597939.00,53,Bretagne,22,Société créée de fait
Fonds de solidarité,VOLET1,3659,620,22884870.00,53,Bretagne,52,Société en nom collectif
Fonds de solidarité,VOLET1,15,4,122357.00,53,Bretagne,53,Société en commandite
Fonds de solidarité,VOLET1,99368,24009,448313477.00,53,Bretagne,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,180,47,3817427.00,53,Bretagne,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,14,6,467332.00,53,Bretagne,56,Société anonyme à directoire
Fonds de solidarité,VOLET1,22590,5402,124220448.00,53,Bretagne,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,21,6,278312.00,53,Bretagne,62,Groupement d'intérêt économique
Fonds de solidarité,VOLET1,2441,822,5916473.00,53,Bretagne,65,Société civile
Fonds de solidarité,VOLET1,6721,1416,26626238.00,53,Bretagne,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,125689,33255,219846360.00,24,Centre-Val de Loire,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,68,18,112210.00,24,Centre-Val de Loire,21,Indivision
Fonds de solidarité,VOLET1,103,19,371752.00,24,Centre-Val de Loire,22,Société créée de fait
Fonds de solidarité,VOLET1,9,3,13809.00,24,Centre-Val de Loire,23,Société en participation
Fonds de solidarité,VOLET1,1289,257,7083225.00,24,Centre-Val de Loire,52,Société en nom collectif
Fonds de solidarité,VOLET1,9,3,13494.00,24,Centre-Val de Loire,53,Société en commandite
Fonds de solidarité,VOLET1,59199,14758,240739461.00,24,Centre-Val de Loire,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,142,38,2532268.00,24,Centre-Val de Loire,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,23,8,989199.00,24,Centre-Val de Loire,56,Société anonyme à directoire
Fonds de solidarité,VOLET1,24656,5898,103647536.00,24,Centre-Val de Loire,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,4,3,147091.00,24,Centre-Val de Loire,63,Société coopérative agricole
Fonds de solidarité,VOLET1,2750,889,9001164.00,24,Centre-Val de Loire,65,Société civile
Fonds de solidarité,VOLET1,23,8,41778.00,24,Centre-Val de Loire,84,Organisme professionnel
Fonds de solidarité,VOLET1,4337,966,14837754.00,24,Centre-Val de Loire,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,8,4,29000.00,24,Centre-Val de Loire,99,Autre personne morale de droit privé
Fonds de solidarité,VOLET1,40278,9456,79554016.00,94,Corse,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,72,16,179805.00,94,Corse,21,Indivision
Fonds de solidarité,VOLET1,64,18,257454.00,94,Corse,22,Société créée de fait
Fonds de solidarité,VOLET1,182,36,1045551.00,94,Corse,52,Société en nom collectif
Fonds de solidarité,VOLET1,20624,4220,110143361.00,94,Corse,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,47,15,921693.00,94,Corse,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,13538,2840,65235925.00,94,Corse,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,1121,259,3034008.00,94,Corse,65,Société civile
Fonds de solidarité,VOLET1,804,153,2448552.00,94,Corse,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,272017,71027,497520899.00,44,Grand Est,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,323,99,1300297.00,44,Grand Est,21,Indivision
Fonds de solidarité,VOLET1,206,45,797182.00,44,Grand Est,22,Société créée de fait
Fonds de solidarité,VOLET1,50,12,188536.00,44,Grand Est,29,Autre groupement de droit privé non doté de la personnalité morale
Fonds de solidarité,VOLET1,1554,310,8750897.00,44,Grand Est,52,Société en nom collectif
Fonds de solidarité,VOLET1,39,8,192083.00,44,Grand Est,53,Société en commandite
Fonds de solidarité,VOLET1,138945,34366,589291504.00,44,Grand Est,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,405,119,8624757.00,44,Grand Est,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,72,24,2061452.00,44,Grand Est,56,Société anonyme à directoire
Fonds de solidarité,VOLET1,67816,16304,304078317.00,44,Grand Est,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,60,21,118429.00,44,Grand Est,62,Groupement d'intérêt économique
Fonds de solidarité,VOLET1,344,149,6052330.00,44,Grand Est,63,Société coopérative agricole
Fonds de solidarité,VOLET1,18494,6588,97924905.00,44,Grand Est,65,Société civile
Fonds de solidarité,VOLET1,4,3,31500.00,44,Grand Est,74,Autre personne morale de droit public administratif
Fonds de solidarité,VOLET1,8059,1698,30432672.00,44,Grand Est,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,15,4,96521.00,44,Grand Est,93,Fondation
Fonds de solidarité,VOLET1,53990,12126,84236695.00,01,Guadeloupe,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,18,5,49862.00,01,Guadeloupe,23,Société en participation
Fonds de solidarité,VOLET1,59,12,200376.00,01,Guadeloupe,52,Société en nom collectif
Fonds de solidarité,VOLET1,12717,3198,30547140.00,01,Guadeloupe,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,10,4,228472.00,01,Guadeloupe,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,11953,2732,24785275.00,01,Guadeloupe,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,790,199,1367557.00,01,Guadeloupe,65,Société civile
Fonds de solidarité,VOLET1,734,191,1282373.00,01,Guadeloupe,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,21887,3665,44371818.00,03,Guyane,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,4790,889,12202180.00,03,Guyane,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,9,3,13500.00,03,Guyane,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,6953,1231,16567724.00,03,Guyane,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,12,3,30000.00,03,Guyane,62,Groupement d'intérêt économique
Fonds de solidarité,VOLET1,301,55,605498.00,03,Guyane,65,Société civile
Fonds de solidarité,VOLET1,393,77,857909.00,03,Guyane,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,264500,67385,448190870.00,32,Hauts-de-France,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,55,22,127429.00,32,Hauts-de-France,21,Indivision
Fonds de solidarité,VOLET1,122,36,290650.00,32,Hauts-de-France,22,Société créée de fait
Fonds de solidarité,VOLET1,11,3,18079.00,32,Hauts-de-France,29,Autre groupement de droit privé non doté de la personnalité morale
Fonds de solidarité,VOLET1,12,5,214708.00,32,Hauts-de-France,41,Etablissement public ou régie à caractère industriel ou commercial
Fonds de solidarité,VOLET1,3427,611,18908427.00,32,Hauts-de-France,52,Société en nom collectif
Fonds de solidarité,VOLET1,18,3,116918.00,32,Hauts-de-France,53,Société en commandite
Fonds de solidarité,VOLET1,112907,27545,467473818.00,32,Hauts-de-France,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,395,105,7472431.00,32,Hauts-de-France,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,35,13,1141218.00,32,Hauts-de-France,56,Société anonyme à directoire
Fonds de solidarité,VOLET1,62538,14146,268193303.00,32,Hauts-de-France,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,10,4,411794.00,32,Hauts-de-France,62,Groupement d'intérêt économique
Fonds de solidarité,VOLET1,46,19,562026.00,32,Hauts-de-France,63,Société coopérative agricole
Fonds de solidarité,VOLET1,3026,1068,8997100.00,32,Hauts-de-France,65,Société civile
Fonds de solidarité,VOLET1,6461,1368,22439675.00,32,Hauts-de-France,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,21,7,43865.00,32,Hauts-de-France,99,Autre personne morale de droit privé
Fonds de solidarité,VOLET1,1061259,218267,1836859635.00,11,Île-de-France,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,244,44,698710.00,11,Île-de-France,21,Indivision
Fonds de solidarité,VOLET1,566,128,2688820.00,11,Île-de-France,22,Société créée de fait
Fonds de solidarité,VOLET1,20,9,106207.00,11,Île-de-France,23,Société en participation
Fonds de solidarité,VOLET1,47,13,294499.00,11,Île-de-France,29,Autre groupement de droit privé non doté de la personnalité morale
Fonds de solidarité,VOLET1,5978,1270,58387739.00,11,Île-de-France,52,Société en nom collectif
Fonds de solidarité,VOLET1,161,34,2802377.00,11,Île-de-France,53,Société en commandite
Fonds de solidarité,VOLET1,472936,103413,2014430324.00,11,Île-de-France,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,2373,569,50260074.00,11,Île-de-France,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,196,49,7910069.00,11,Île-de-France,56,Société anonyme à directoire
Fonds de solidarité,VOLET1,436930,88645,1861861900.00,11,Île-de-France,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,92,21,475394.00,11,Île-de-France,62,Groupement d'intérêt économique
Fonds de solidarité,VOLET1,5600,1636,11839997.00,11,Île-de-France,65,Société civile
Fonds de solidarité,VOLET1,31,8,203282.00,11,Île-de-France,84,Organisme professionnel
Fonds de solidarité,VOLET1,18580,4059,71100408.00,11,Île-de-France,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,27,9,527623.00,11,Île-de-France,93,Fondation
Fonds de solidarité,VOLET1,45,10,437908.00,11,Île-de-France,99,Autre personne morale de droit privé
Fonds de solidarité,VOLET1,63937,17336,93614215.00,04,La Réunion,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,40,11,54524.00,04,La Réunion,21,Indivision
Fonds de solidarité,VOLET1,34,9,92359.00,04,La Réunion,22,Société créée de fait
Fonds de solidarité,VOLET1,11,3,16300.00,04,La Réunion,23,Société en participation
Fonds de solidarité,VOLET1,453,161,679165.00,04,La Réunion,52,Société en nom collectif
Fonds de solidarité,VOLET1,18969,5991,44524951.00,04,La Réunion,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,23,9,1357939.00,04,La Réunion,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,5414,1576,12733902.00,04,La Réunion,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,8,4,12000.00,04,La Réunion,62,Groupement d'intérêt économique
Fonds de solidarité,VOLET1,11,3,16500.00,04,La Réunion,63,Société coopérative agricole
Fonds de solidarité,VOLET1,517,168,851145.00,04,La Réunion,65,Société civile
Fonds de solidarité,VOLET1,716,172,1450815.00,04,La Réunion,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,29566,7057,45900022.00,02,Martinique,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,12,4,157113.00,02,Martinique,22,Société créée de fait
Fonds de solidarité,VOLET1,65,22,142020.00,02,Martinique,52,Société en nom collectif
Fonds de solidarité,VOLET1,12290,3162,33439142.00,02,Martinique,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,16,5,462386.00,02,Martinique,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,8755,2058,20819180.00,02,Martinique,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,438,126,765912.00,02,Martinique,65,Société civile
