dispositif,volet,nombre_aides,nombre_entreprises,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,97541,18949,319096467.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,239837,47404,1008044474.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,98130,18663,598218442.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,37004,6614,336719277.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,18948,3252,326647018.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,6131,1186,248356587.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,863,186,75651047.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,220,61,28321197.00,84,Auvergne-Rhône-Alpes,22,100 à 199 salariés
Fonds de solidarité,VOLET1,53,15,7496241.00,84,Auvergne-Rhône-Alpes,31,200 à 249 salariés
Fonds de solidarité,VOLET1,60,16,6869086.00,84,Auvergne-Rhône-Alpes,32,250 à 499 salariés
Fonds de solidarité,VOLET1,18,5,3401500.00,84,Auvergne-Rhône-Alpes,41,500 à 999 salariés
Fonds de solidarité,VOLET1,10,5,610500.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,107783,20895,247560034.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,24017,4829,78262663.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,65914,13569,272949106.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,24580,4979,142202095.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,8300,1627,67064739.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,3986,722,60642427.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1422,280,46931219.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,130,29,8655975.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,21,7,2249587.00,27,Bourgogne-Franche-Comté,22,100 à 199 salariés
Fonds de solidarité,VOLET1,22843,5058,46871542.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,34781,6480,130493339.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,82779,16438,367899973.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,32513,6474,197056899.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,11257,2233,97896321.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,5342,984,80855009.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1622,332,63915262.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,128,35,9570258.00,53,Bretagne,21,50 à 99 salariés
Fonds de solidarité,VOLET1,35,10,3817047.00,53,Bretagne,22,100 à 199 salariés
Fonds de solidarité,VOLET1,7,3,966340.00,53,Bretagne,31,200 à 249 salariés
Fonds de solidarité,VOLET1,10,5,1675877.00,53,Bretagne,32,250 à 499 salariés
Fonds de solidarité,VOLET1,24744,5601,50800360.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,18688,3778,60763364.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET1,54987,11689,218859876.00,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,22042,4648,125056759.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,6837,1427,54031516.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,3335,619,53134555.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,986,205,32909975.00,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET1,84,19,7962815.00,24,Centre-Val de Loire,21,50 à 99 salariés
Fonds de solidarité,VOLET1,17749,3964,35732510.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,10329,1533,42110659.00,94,Corse,00,0 salarié
Fonds de solidarité,VOLET1,22793,3847,97574197.00,94,Corse,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,10611,1770,64864622.00,94,Corse,02,3 à 5 salariés
Fonds de solidarité,VOLET1,3501,601,30731182.00,94,Corse,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1601,282,29765482.00,94,Corse,11,10 à 19 salariés
Fonds de solidarité,VOLET1,422,85,20652823.00,94,Corse,12,20 à 49 salariés
Fonds de solidarité,VOLET1,64,12,4757318.00,94,Corse,21,50 à 99 salariés
Fonds de solidarité,VOLET1,6193,1240,11983560.00,94,Corse,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,45290,9398,151660744.00,44,Grand Est,00,0 salarié
Fonds de solidarité,VOLET1,135752,28688,569694526.00,44,Grand Est,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,57115,11624,332329873.00,44,Grand Est,02,3 à 5 salariés
Fonds de solidarité,VOLET1,21696,4086,175522649.00,44,Grand Est,03,6 à 9 salariés
Fonds de solidarité,VOLET1,10794,1801,167787084.00,44,Grand Est,11,10 à 19 salariés
Fonds de solidarité,VOLET1,3217,617,121396275.00,44,Grand Est,12,20 à 49 salariés
Fonds de solidarité,VOLET1,299,75,28658557.00,44,Grand Est,21,50 à 99 salariés
Fonds de solidarité,VOLET1,46,14,3391765.00,44,Grand Est,22,100 à 199 salariés
Fonds de solidarité,VOLET1,16,6,2801929.00,44,Grand Est,32,250 à 499 salariés
Fonds de solidarité,VOLET1,49880,11431,129581129.00,44,Grand Est,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,3715,781,8073962.00,01,Guadeloupe,00,0 salarié
Fonds de solidarité,VOLET1,12281,2777,30371338.00,01,Guadeloupe,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,4217,1034,14560980.00,01,Guadeloupe,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1508,386,8125887.00,01,Guadeloupe,03,6 à 9 salariés
Fonds de solidarité,VOLET1,547,124,5287429.00,01,Guadeloupe,11,10 à 19 salariés
Fonds de solidarité,VOLET1,145,31,6867901.00,01,Guadeloupe,12,20 à 49 salariés
Fonds de solidarité,VOLET1,23,6,1008201.00,01,Guadeloupe,21,50 à 99 salariés
Fonds de solidarité,VOLET1,14,6,1540586.00,01,Guadeloupe,22,100 à 199 salariés
Fonds de solidarité,VOLET1,13623,2636,21852854.00,01,Guadeloupe,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,2361,372,5524078.00,03,Guyane,00,0 salarié
Fonds de solidarité,VOLET1,5693,951,13920856.00,03,Guyane,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,2216,410,6396491.00,03,Guyane,02,3 à 5 salariés
Fonds de solidarité,VOLET1,764,147,2853492.00,03,Guyane,03,6 à 9 salariés
Fonds de solidarité,VOLET1,309,58,1717149.00,03,Guyane,11,10 à 19 salariés
Fonds de solidarité,VOLET1,80,14,1182810.00,03,Guyane,12,20 à 49 salariés
Fonds de solidarité,VOLET1,3900,555,7394257.00,03,Guyane,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,37417,7444,110994322.00,32,Hauts-de-France,00,0 salarié
Fonds de solidarité,VOLET1,112302,22709,436182071.00,32,Hauts-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,45856,9042,260064826.00,32,Hauts-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET1,16377,3204,124682309.00,32,Hauts-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET1,7701,1379,112403251.00,32,Hauts-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET1,3015,614,104047101.00,32,Hauts-de-France,12,20 à 49 salariés
Fonds de solidarité,VOLET1,278,59,21316972.00,32,Hauts-de-France,21,50 à 99 salariés
Fonds de solidarité,VOLET1,65,21,7828779.00,32,Hauts-de-France,22,100 à 199 salariés
Fonds de solidarité,VOLET1,20,8,3649753.00,32,Hauts-de-France,31,200 à 249 salariés
Fonds de solidarité,VOLET1,24,9,2403885.00,32,Hauts-de-France,32,250 à 499 salariés
Fonds de solidarité,VOLET1,21,6,1786401.00,32,Hauts-de-France,41,500 à 999 salariés
Fonds de solidarité,VOLET1,18,6,2783348.00,32,Hauts-de-France,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,33327,7206,65995963.00,32,Hauts-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,143157,24720,452448196.00,11,Île-de-France,00,0 salarié
Fonds de solidarité,VOLET1,385508,70781,1483248224.00,11,Île-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,193272,34186,1173780111.00,11,Île-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET1,84328,13760,778295558.00,11,Île-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET1,43678,6945,759867450.00,11,Île-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET1,13815,2539,604429658.00,11,Île-de-France,12,20 à 49 salariés
Fonds de solidarité,VOLET1,1590,363,156320986.00,11,Île-de-France,21,50 à 99 salariés
Fonds de solidarité,VOLET1,626,176,93583214.00,11,Île-de-France,22,100 à 199 salariés
Fonds de solidarité,VOLET1,132,35,20365554.00,11,Île-de-France,31,200 à 249 salariés
Fonds de solidarité,VOLET1,270,83,43395351.00,11,Île-de-France,32,250 à 499 salariés
Fonds de solidarité,VOLET1,124,41,22277300.00,11,Île-de-France,41,500 à 999 salariés
Fonds de solidarité,VOLET1,75,21,13429007.00,11,Île-de-France,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,37,12,6872905.00,11,Île-de-France,51,2 000 à 4 999 salariés
Fonds de solidarité,VOLET1,128574,22760,259402969.00,11,Île-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,7661,1903,15508720.00,04,La Réunion,00,0 salarié
Fonds de solidarité,VOLET1,17225,4975,38253103.00,04,La Réunion,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,5732,1887,18214988.00,04,La Réunion,02,3 à 5 salariés
Fonds de solidarité,VOLET1,2335,738,12720988.00,04,La Réunion,03,6 à 9 salariés
Fonds de solidarité,VOLET1,958,227,12699548.00,04,La Réunion,11,10 à 19 salariés
Fonds de solidarité,VOLET1,250,69,9288734.00,04,La Réunion,12,20 à 49 salariés
Fonds de solidarité,VOLET1,52,16,2427909.00,04,La Réunion,21,50 à 99 salariés
Fonds de solidarité,VOLET1,9,4,884211.00,04,La Réunion,22,100 à 199 salariés
Fonds de solidarité,VOLET1,8298,2082,12144967.00,04,La Réunion,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,3206,688,7889827.00,02,Martinique,00,0 salarié
Fonds de solidarité,VOLET1,9815,2229,27533926.00,02,Martinique,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,3595,953,14439704.00,02,Martinique,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1375,374,6530231.00,02,Martinique,03,6 à 9 salariés
Fonds de solidarité,VOLET1,613,151,5679706.00,02,Martinique,11,10 à 19 salariés
Fonds de solidarité,VOLET1,190,49,4151099.00,02,Martinique,12,20 à 49 salariés
Fonds de solidarité,VOLET1,25,7,1184598.00,02,Martinique,21,50 à 99 salariés
Fonds de solidarité,VOLET1,6907,1419,10771401.00,02,Martinique,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,1322,241,4355959.00,06,Mayotte,00,0 salarié
Fonds de solidarité,VOLET1,939,137,2613799.00,06,Mayotte,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,327,63,988605.00,06,Mayotte,02,3 à 5 salariés
Fonds de solidarité,VOLET1,93,23,295835.00,06,Mayotte,03,6 à 9 salariés
Fonds de solidarité,VOLET1,54,9,194787.00,06,Mayotte,11,10 à 19 salariés
Fonds de solidarité,VOLET1,22,4,173598.00,06,Mayotte,12,20 à 49 salariés
Fonds de solidarité,VOLET1,27157,5220,91504826.00,28,Normandie,00,0 salarié
Fonds de solidarité,VOLET1,72987,15089,301530675.00,28,Normandie,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,28950,5777,167106485.00,28,Normandie,02,3 à 5 salariés
Fonds de solidarité,VOLET1,10462,2019,85635316.00,28,Normandie,03,6 à 9 salariés
Fonds de solidarité,VOLET1,4821,839,73630617.00,28,Normandie,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1687,324,59137078.00,28,Normandie,12,20 à 49 salariés
Fonds de solidarité,VOLET1,186,39,11450907.00,28,Normandie,21,50 à 99 salariés
Fonds de solidarité,VOLET1,43,14,5325674.00,28,Normandie,22,100 à 199 salariés
Fonds de solidarité,VOLET1,14,3,538013.00,28,Normandie,31,200 à 249 salariés
Fonds de solidarité,VOLET1,18,3,759885.00,28,Normandie,32,250 à 499 salariés
Fonds de solidarité,VOLET1,20743,4629,41636509.00,28,Normandie,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,78378,14943,275675689.00,75,Nouvelle-Aquitaine,00,0 salarié
Fonds de solidarité,VOLET1,163079,34922,665207748.00,75,Nouvelle-Aquitaine,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,61891,12952,358142121.00,75,Nouvelle-Aquitaine,02,3 à 5 salariés
Fonds de solidarité,VOLET1,22883,4565,187392781.00,75,Nouvelle-Aquitaine,03,6 à 9 salariés
Fonds de solidarité,VOLET1,10800,1950,167059691.00,75,Nouvelle-Aquitaine,11,10 à 19 salariés
Fonds de solidarité,VOLET1,3767,740,143334293.00,75,Nouvelle-Aquitaine,12,20 à 49 salariés
Fonds de solidarité,VOLET1,344,85,23539430.00,75,Nouvelle-Aquitaine,21,50 à 99 salariés
Fonds de solidarité,VOLET1,76,23,8542581.00,75,Nouvelle-Aquitaine,22,100 à 199 salariés
Fonds de solidarité,VOLET1,5,3,1000000.00,75,Nouvelle-Aquitaine,31,200 à 249 salariés
Fonds de solidarité,VOLET1,21,6,1874630.00,75,Nouvelle-Aquitaine,32,250 à 499 salariés
Fonds de solidarité,VOLET1,18,8,1931081.00,75,Nouvelle-Aquitaine,41,500 à 999 salariés
Fonds de solidarité,VOLET1,55800,13112,114187946.00,75,Nouvelle-Aquitaine,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,96695,17248,332626047.00,76,Occitanie,00,0 salarié
Fonds de solidarité,VOLET1,195024,39133,767406675.00,76,Occitanie,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,69584,13833,399382175.00,76,Occitanie,02,3 à 5 salariés
Fonds de solidarité,VOLET1,23769,4619,187945003.00,76,Occitanie,03,6 à 9 salariés
Fonds de solidarité,VOLET1,11002,1986,166147169.00,76,Occitanie,11,10 à 19 salariés
Fonds de solidarité,VOLET1,3446,684,127431575.00,76,Occitanie,12,20 à 49 salariés
Fonds de solidarité,VOLET1,450,97,32038744.00,76,Occitanie,21,50 à 99 salariés
Fonds de solidarité,VOLET1,74,23,8608926.00,76,Occitanie,22,100 à 199 salariés
Fonds de solidarité,VOLET1,17,6,3118981.00,76,Occitanie,31,200 à 249 salariés
Fonds de solidarité,VOLET1,33,9,3519562.00,76,Occitanie,32,250 à 499 salariés
Fonds de solidarité,VOLET1,69365,15432,129919726.00,76,Occitanie,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,33245,6482,115438616.00,52,Pays de la Loire,00,0 salarié
Fonds de solidarité,VOLET1,80716,17085,345880330.00,52,Pays de la Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,34122,7058,201629891.00,52,Pays de la Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,11438,2410,97908475.00,52,Pays de la Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,5619,1050,90350095.00,52,Pays de la Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,2033,407,79532171.00,52,Pays de la Loire,12,20 à 49 salariés
