dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,17.00,187279.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2020-12-03
Reports d'échéances fiscales,978.00,73136870.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2020-12-03
Reports d'échéances fiscales,9.00,2946284.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-12-03
Reports d'échéances fiscales,27.00,2655009.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-12-03
Reports d'échéances fiscales,928.00,25129122.00,84,Auvergne-Rhône-Alpes,F,Construction,2020-12-03
Reports d'échéances fiscales,2179.00,87926810.00,84,Auvergne-Rhône-Alpes,G,Commerce,2020-12-03
Reports d'échéances fiscales,233.00,10213605.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2020-12-03
Reports d'échéances fiscales,1346.00,15251338.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2020-12-03
Reports d'échéances fiscales,248.00,14106648.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2020-12-03
Reports d'échéances fiscales,435.00,19863816.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2020-12-03
Reports d'échéances fiscales,754.00,12669632.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2020-12-03
Reports d'échéances fiscales,1056.00,45150279.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2020-12-03
Reports d'échéances fiscales,402.00,13127503.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2020-12-03
Reports d'échéances fiscales,133.00,1962921.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2020-12-03
Reports d'échéances fiscales,342.00,10618988.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2020-12-03
Reports d'échéances fiscales,199.00,13341573.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2020-12-03
Reports d'échéances fiscales,263.00,2980234.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2020-12-03
Reports d'échéances fiscales,58.00,739123.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2020-12-03
Reports d'échéances fiscales,31.00,606784.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2020-12-03
Reports d'échéances fiscales,317.00,32546147.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2020-12-03
Reports d'échéances fiscales,6.00,121449.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-12-03
Reports d'échéances fiscales,184.00,2519111.00,27,Bourgogne-Franche-Comté,F,Construction,2020-12-03
Reports d'échéances fiscales,591.00,17245433.00,27,Bourgogne-Franche-Comté,G,Commerce,2020-12-03
Reports d'échéances fiscales,83.00,2369714.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2020-12-03
Reports d'échéances fiscales,423.00,2392630.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2020-12-03
Reports d'échéances fiscales,24.00,742582.00,27,Bourgogne-Franche-Comté,J,Information et communication,2020-12-03
Reports d'échéances fiscales,71.00,2910529.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2020-12-03
Reports d'échéances fiscales,211.00,3022228.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2020-12-03
Reports d'échéances fiscales,201.00,2958816.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2020-12-03
Reports d'échéances fiscales,71.00,1520472.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2020-12-03
Reports d'échéances fiscales,23.00,60434.00,27,Bourgogne-Franche-Comté,P,Enseignement,2020-12-03
Reports d'échéances fiscales,95.00,3031075.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2020-12-03
Reports d'échéances fiscales,58.00,4597653.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2020-12-03
Reports d'échéances fiscales,84.00,283904.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2020-12-03
Reports d'échéances fiscales,29.00,339741.00,27,Bourgogne-Franche-Comté,Z,Non connu,2020-12-03
Reports d'échéances fiscales,22.00,291089.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2020-12-03
Reports d'échéances fiscales,328.00,23310823.00,53,Bretagne,C,Industrie manufacturière,2020-12-03
Reports d'échéances fiscales,4.00,76610.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-12-03
Reports d'échéances fiscales,361.00,13754134.00,53,Bretagne,F,Construction,2020-12-03
Reports d'échéances fiscales,806.00,29972515.00,53,Bretagne,G,Commerce,2020-12-03
Reports d'échéances fiscales,91.00,4847789.00,53,Bretagne,H,Transports et entreposage,2020-12-03
Reports d'échéances fiscales,679.00,9255438.00,53,Bretagne,I,Hébergement et restauration,2020-12-03
Reports d'échéances fiscales,62.00,3377654.00,53,Bretagne,J,Information et communication,2020-12-03
Reports d'échéances fiscales,195.00,7137498.00,53,Bretagne,K,Activités financières et d'assurance,2020-12-03
Reports d'échéances fiscales,280.00,3771684.00,53,Bretagne,L,Activités immobilières,2020-12-03
Reports d'échéances fiscales,308.00,5895172.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2020-12-03
Reports d'échéances fiscales,117.00,2763190.00,53,Bretagne,N,Activités de services administratifs et de soutien,2020-12-03
