dispositif,volet,nombre_aides,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,34181,49560593.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,83729,122977058.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,28686,42541211.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,7837,11658793.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1630,2429387.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,117,170593.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,9,13500.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,5,7500.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,37329,50907761.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,8809,12764942.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,24136,35462685.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,7685,11423107.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1935,2878711.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,342,503464.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,27,40500.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,5,7500.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,9288,12361749.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,12332,17832483.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,29523,43408960.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,9564,14230991.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,2389,3559219.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,401,596805.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,26,38453.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,10693,14400607.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,7008,10167185.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET1,20879,30691092.00,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,7263,10814312.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1776,2656172.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,276,411415.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,24,35893.00,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET1,7562,10054387.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,2720,3928013.00,94,Corse,00,0 salarié
Fonds de solidarité,VOLET1,6856,10026071.00,94,Corse,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,2780,4115752.00,94,Corse,02,3 à 5 salariés
Fonds de solidarité,VOLET1,741,1104263.00,94,Corse,03,6 à 9 salariés
Fonds de solidarité,VOLET1,131,195804.00,94,Corse,11,10 à 19 salariés
Fonds de solidarité,VOLET1,4,6000.00,94,Corse,12,20 à 49 salariés
Fonds de solidarité,VOLET1,2054,2771099.00,94,Corse,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,15685,22725959.00,44,Grand Est,00,0 salarié
Fonds de solidarité,VOLET1,47232,69329213.00,44,Grand Est,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,17649,26224556.00,44,Grand Est,02,3 à 5 salariés
Fonds de solidarité,VOLET1,5071,7557838.00,44,Grand Est,03,6 à 9 salariés
Fonds de solidarité,VOLET1,951,1421950.00,44,Grand Est,11,10 à 19 salariés
Fonds de solidarité,VOLET1,49,72691.00,44,Grand Est,12,20 à 49 salariés
Fonds de solidarité,VOLET1,9,13500.00,44,Grand Est,21,50 à 99 salariés
Fonds de solidarité,VOLET1,3,4500.00,44,Grand Est,22,100 à 199 salariés
Fonds de solidarité,VOLET1,15084,20206171.00,44,Grand Est,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,1612,2338948.00,01,Guadeloupe,00,0 salarié
Fonds de solidarité,VOLET1,5723,8429095.00,01,Guadeloupe,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,2009,3001515.00,01,Guadeloupe,02,3 à 5 salariés
Fonds de solidarité,VOLET1,651,972526.00,01,Guadeloupe,03,6 à 9 salariés
Fonds de solidarité,VOLET1,139,206111.00,01,Guadeloupe,11,10 à 19 salariés
Fonds de solidarité,VOLET1,13,19500.00,01,Guadeloupe,12,20 à 49 salariés
Fonds de solidarité,VOLET1,4847,6714157.00,01,Guadeloupe,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,621,909985.00,03,Guyane,00,0 salarié
Fonds de solidarité,VOLET1,1588,2351563.00,03,Guyane,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,625,932011.00,03,Guyane,02,3 à 5 salariés
Fonds de solidarité,VOLET1,202,302758.00,03,Guyane,03,6 à 9 salariés
Fonds de solidarité,VOLET1,38,57000.00,03,Guyane,11,10 à 19 salariés
Fonds de solidarité,VOLET1,6,9000.00,03,Guyane,12,20 à 49 salariés
Fonds de solidarité,VOLET1,896,1267501.00,03,Guyane,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,14014,20273634.00,32,Hauts-de-France,00,0 salarié
Fonds de solidarité,VOLET1,41642,61026857.00,32,Hauts-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,14650,21795910.00,32,Hauts-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET1,4158,6199083.00,32,Hauts-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET1,773,1153020.00,32,Hauts-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET1,65,96189.00,32,Hauts-de-France,12,20 à 49 salariés
Fonds de solidarité,VOLET1,8,10787.00,32,Hauts-de-France,21,50 à 99 salariés
Fonds de solidarité,VOLET1,13949,18494241.00,32,Hauts-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,3971,5762563.00,04,La Réunion,00,0 salarié
Fonds de solidarité,VOLET1,10363,15237735.00,04,La Réunion,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,3548,5289883.00,04,La Réunion,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1213,1814091.00,04,La Réunion,03,6 à 9 salariés
Fonds de solidarité,VOLET1,245,365612.00,04,La Réunion,11,10 à 19 salariés
Fonds de solidarité,VOLET1,18,26902.00,04,La Réunion,12,20 à 49 salariés
Fonds de solidarité,VOLET1,4,6000.00,04,La Réunion,21,50 à 99 salariés
Fonds de solidarité,VOLET1,4624,6245688.00,04,La Réunion,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,1325,1914349.00,02,Martinique,00,0 salarié
Fonds de solidarité,VOLET1,4426,6521255.00,02,Martinique,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,1720,2567906.00,02,Martinique,02,3 à 5 salariés
Fonds de solidarité,VOLET1,601,900641.00,02,Martinique,03,6 à 9 salariés
