dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,17.00,187279.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2020-09-10
Reports d'échéances fiscales,3.00,77620.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2020-09-10
Reports d'échéances fiscales,901.00,65279453.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2020-09-10
Reports d'échéances fiscales,9.00,1251620.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-09-10
Reports d'échéances fiscales,24.00,2519351.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-09-10
Reports d'échéances fiscales,878.00,24064539.00,84,Auvergne-Rhône-Alpes,F,Construction,2020-09-10
Reports d'échéances fiscales,1921.00,84099206.00,84,Auvergne-Rhône-Alpes,G,Commerce,2020-09-10
Reports d'échéances fiscales,215.00,9492817.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2020-09-10
Reports d'échéances fiscales,947.00,11994760.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2020-09-10
Reports d'échéances fiscales,217.00,13871400.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2020-09-10
Reports d'échéances fiscales,410.00,18807331.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2020-09-10
Reports d'échéances fiscales,693.00,11011406.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2020-09-10
Reports d'échéances fiscales,991.00,43941546.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2020-09-10
Reports d'échéances fiscales,366.00,12333787.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2020-09-10
Reports d'échéances fiscales,118.00,1717088.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2020-09-10
Reports d'échéances fiscales,328.00,10322394.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2020-09-10
Reports d'échéances fiscales,146.00,11343166.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2020-09-10
Reports d'échéances fiscales,193.00,2528338.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2020-09-10
Reports d'échéances fiscales,59.00,679217.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2020-09-10
Reports d'échéances fiscales,28.00,487451.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2020-09-10
Reports d'échéances fiscales,280.00,28134023.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2020-09-10
Reports d'échéances fiscales,6.00,121449.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-09-10
Reports d'échéances fiscales,180.00,2527318.00,27,Bourgogne-Franche-Comté,F,Construction,2020-09-10
Reports d'échéances fiscales,541.00,17243834.00,27,Bourgogne-Franche-Comté,G,Commerce,2020-09-10
Reports d'échéances fiscales,83.00,2102895.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2020-09-10
Reports d'échéances fiscales,301.00,1893679.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2020-09-10
Reports d'échéances fiscales,25.00,929885.00,27,Bourgogne-Franche-Comté,J,Information et communication,2020-09-10
Reports d'échéances fiscales,68.00,2719282.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2020-09-10
Reports d'échéances fiscales,184.00,2376023.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2020-09-10
Reports d'échéances fiscales,195.00,3480721.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2020-09-10
Reports d'échéances fiscales,66.00,1534540.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2020-09-10
