dispositif,volet,nombre_aides,nombre_entreprises,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,85996,18879,265961696.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,209616,47183,824787253.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,84170,18543,475918583.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,30909,6514,257432987.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,15019,3180,235523211.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,4547,1145,167025999.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,563,167,45383982.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,126,47,15885133.00,84,Auvergne-Rhône-Alpes,22,100 à 199 salariés
Fonds de solidarité,VOLET1,28,13,3518382.00,84,Auvergne-Rhône-Alpes,31,200 à 249 salariés
Fonds de solidarité,VOLET1,39,11,4360234.00,84,Auvergne-Rhône-Alpes,32,250 à 499 salariés
Fonds de solidarité,VOLET1,7,3,1400000.00,84,Auvergne-Rhône-Alpes,41,500 à 999 salariés
Fonds de solidarité,VOLET1,7,3,10500.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,92833,20752,195810801.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,21270,4802,65390871.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,58292,13516,227429531.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,21236,4933,113627388.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,6974,1606,51071186.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,3176,708,44023462.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1101,273,33656736.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,88,27,4949585.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,11,6,791516.00,27,Bourgogne-Franche-Comté,22,100 à 199 salariés
Fonds de solidarité,VOLET1,20387,5033,40053398.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,30817,6462,110655550.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,73309,16398,310208351.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,28113,6416,159420129.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,9503,2196,74651543.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,4255,960,59514031.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1265,319,47076713.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,87,33,6157456.00,53,Bretagne,21,50 à 99 salariés
Fonds de solidarité,VOLET1,18,7,1828446.00,53,Bretagne,22,100 à 199 salariés
Fonds de solidarité,VOLET1,6,3,774082.00,53,Bretagne,31,200 à 249 salariés
Fonds de solidarité,VOLET1,6,3,875877.00,53,Bretagne,32,250 à 499 salariés
Fonds de solidarité,VOLET1,22243,5584,44087452.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,16540,3765,50516245.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET1,48528,11630,181376050.00,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,19049,4619,99008430.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,5806,1405,41399943.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,2623,605,37266339.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,754,195,22359122.00,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET1,51,17,3932881.00,24,Centre-Val de Loire,21,50 à 99 salariés
Fonds de solidarité,VOLET1,15924,3950,30753636.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,9012,1529,35008823.00,94,Corse,00,0 salarié
Fonds de solidarité,VOLET1,20091,3829,82167433.00,94,Corse,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,9259,1763,53767851.00,94,Corse,02,3 à 5 salariés
Fonds de solidarité,VOLET1,3035,599,24995264.00,94,Corse,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1317,277,21629752.00,94,Corse,11,10 à 19 salariés
Fonds de solidarité,VOLET1,317,82,13015311.00,94,Corse,12,20 à 49 salariés
Fonds de solidarité,VOLET1,40,11,2562516.00,94,Corse,21,50 à 99 salariés
Fonds de solidarité,VOLET1,5526,1238,10363578.00,94,Corse,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,39488,9362,123894306.00,44,Grand Est,00,0 salarié
Fonds de solidarité,VOLET1,118339,28563,461716209.00,44,Grand Est,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,49153,11561,263265757.00,44,Grand Est,02,3 à 5 salariés
Fonds de solidarité,VOLET1,18169,4057,133426549.00,44,Grand Est,03,6 à 9 salariés
Fonds de solidarité,VOLET1,8496,1763,117862220.00,44,Grand Est,11,10 à 19 salariés
Fonds de solidarité,VOLET1,2390,576,81142466.00,44,Grand Est,12,20 à 49 salariés
Fonds de solidarité,VOLET1,185,66,15611762.00,44,Grand Est,21,50 à 99 salariés
Fonds de solidarité,VOLET1,26,11,1266642.00,44,Grand Est,22,100 à 199 salariés
Fonds de solidarité,VOLET1,11,6,1801929.00,44,Grand Est,32,250 à 499 salariés
Fonds de solidarité,VOLET1,43283,11350,106506287.00,44,Grand Est,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,3322,779,6651424.00,01,Guadeloupe,00,0 salarié
Fonds de solidarité,VOLET1,10877,2760,23790068.00,01,Guadeloupe,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,3660,1016,10100920.00,01,Guadeloupe,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1245,378,5181171.00,01,Guadeloupe,03,6 à 9 salariés
Fonds de solidarité,VOLET1,407,114,2877983.00,01,Guadeloupe,11,10 à 19 salariés
Fonds de solidarité,VOLET1,85,22,2377475.00,01,Guadeloupe,12,20 à 49 salariés
Fonds de solidarité,VOLET1,9,3,146974.00,01,Guadeloupe,21,50 à 99 salariés
Fonds de solidarité,VOLET1,3,3,324617.00,01,Guadeloupe,22,100 à 199 salariés
Fonds de solidarité,VOLET1,12284,2620,19524614.00,01,Guadeloupe,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,2129,370,4933113.00,03,Guyane,00,0 salarié
Fonds de solidarité,VOLET1,5102,945,12035288.00,03,Guyane,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,1995,405,5240715.00,03,Guyane,02,3 à 5 salariés
Fonds de solidarité,VOLET1,651,142,1933004.00,03,Guyane,03,6 à 9 salariés
Fonds de solidarité,VOLET1,248,56,889068.00,03,Guyane,11,10 à 19 salariés
Fonds de solidarité,VOLET1,63,13,629338.00,03,Guyane,12,20 à 49 salariés
