dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,18.00,209887.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-08-26
Reports d'échéances fiscales,1118.00,83024287.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-08-26
Reports d'échéances fiscales,10.00,1256562.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-08-26
Reports d'échéances fiscales,38.00,2996535.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-08-26
Reports d'échéances fiscales,1052.00,26373908.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-08-26
Reports d'échéances fiscales,2555.00,100433545.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-08-26
Reports d'échéances fiscales,301.00,12776171.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-08-26
Reports d'échéances fiscales,1901.00,21248285.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-08-26
Reports d'échéances fiscales,284.00,14527970.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-08-26
Reports d'échéances fiscales,473.00,20215509.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-08-26
Reports d'échéances fiscales,849.00,14089874.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-08-26
Reports d'échéances fiscales,1164.00,56524558.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-08-26
Reports d'échéances fiscales,465.00,16044997.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-08-26
Reports d'échéances fiscales,178.00,2255291.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-08-26
Reports d'échéances fiscales,352.00,10860180.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-08-26
Reports d'échéances fiscales,272.00,17780480.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-08-26
Reports d'échéances fiscales,361.00,3527431.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-08-26
Reports d'échéances fiscales,58.00,732153.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-08-26
Reports d'échéances fiscales,32.00,611210.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-08-26
Reports d'échéances fiscales,367.00,34069084.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-08-26
Reports d'échéances fiscales,7.00,122085.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-08-26
Reports d'échéances fiscales,212.00,2861725.00,27,Bourgogne-Franche-Comté,F,Construction,2021-08-26
Reports d'échéances fiscales,697.00,18544440.00,27,Bourgogne-Franche-Comté,G,Commerce,2021-08-26
Reports d'échéances fiscales,90.00,2475782.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2021-08-26
Reports d'échéances fiscales,552.00,2868723.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2021-08-26
Reports d'échéances fiscales,29.00,767899.00,27,Bourgogne-Franche-Comté,J,Information et communication,2021-08-26
Reports d'échéances fiscales,72.00,2867504.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2021-08-26
Reports d'échéances fiscales,228.00,3302406.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2021-08-26
Reports d'échéances fiscales,219.00,3193856.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2021-08-26
Reports d'échéances fiscales,82.00,2162558.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2021-08-26
Reports d'échéances fiscales,25.00,63158.00,27,Bourgogne-Franche-Comté,P,Enseignement,2021-08-26
Reports d'échéances fiscales,96.00,3020920.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2021-08-26
Reports d'échéances fiscales,81.00,5160406.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2021-08-26
Reports d'échéances fiscales,93.00,297880.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2021-08-26
Reports d'échéances fiscales,31.00,264420.00,27,Bourgogne-Franche-Comté,Z,Non connu,2021-08-26
Reports d'échéances fiscales,28.00,337826.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2021-08-26
Reports d'échéances fiscales,353.00,23783916.00,53,Bretagne,C,Industrie manufacturière,2021-08-26
Reports d'échéances fiscales,4.00,76610.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-08-26
Reports d'échéances fiscales,371.00,14007641.00,53,Bretagne,F,Construction,2021-08-26
Reports d'échéances fiscales,863.00,30212271.00,53,Bretagne,G,Commerce,2021-08-26
Reports d'échéances fiscales,100.00,4962138.00,53,Bretagne,H,Transports et entreposage,2021-08-26
Reports d'échéances fiscales,789.00,9774457.00,53,Bretagne,I,Hébergement et restauration,2021-08-26
Reports d'échéances fiscales,73.00,3440336.00,53,Bretagne,J,Information et communication,2021-08-26
Reports d'échéances fiscales,200.00,7269447.00,53,Bretagne,K,Activités financières et d'assurance,2021-08-26
Reports d'échéances fiscales,296.00,3878300.00,53,Bretagne,L,Activités immobilières,2021-08-26
Reports d'échéances fiscales,333.00,5974155.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2021-08-26
Reports d'échéances fiscales,137.00,3076881.00,53,Bretagne,N,Activités de services administratifs et de soutien,2021-08-26
Reports d'échéances fiscales,44.00,501744.00,53,Bretagne,P,Enseignement,2021-08-26
Reports d'échéances fiscales,114.00,6244387.00,53,Bretagne,Q,Santé humaine et action sociale,2021-08-26
Reports d'échéances fiscales,69.00,1097131.00,53,Bretagne,R,"Arts, spectacles et activités récréatives",2021-08-26
Reports d'échéances fiscales,103.00,273999.00,53,Bretagne,S,Autres activités de services,2021-08-26
Reports d'échéances fiscales,20.00,612373.00,53,Bretagne,Z,Non connu,2021-08-26
Reports d'échéances fiscales,17.00,1032036.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche",2021-08-26
Reports d'échéances fiscales,287.00,13621922.00,24,Centre-Val de Loire,C,Industrie manufacturière,2021-08-26
Reports d'échéances fiscales,4.00,139761.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-08-26
