dispositif,volet,nombre_aides,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,30740,44681278.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,75419,111075987.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,25512,37925863.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,6845,10201675.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1376,2052670.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,88,130451.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,6,9000.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,5,7500.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,33224,45529514.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,7962,11570995.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,21835,32138694.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,6838,10173366.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1666,2486993.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,303,448756.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,23,34500.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,3,4500.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,8314,11127670.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,11170,16193776.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,26757,39431781.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,8563,12761933.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,2086,3114100.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,328,490281.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,20,30000.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,9622,13043428.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,6373,9264881.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET1,19022,28027048.00,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,6531,9733785.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1552,2325337.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,232,345415.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,22,32893.00,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET1,6861,9161817.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,2385,3446794.00,94,Corse,00,0 salarié
Fonds de solidarité,VOLET1,6133,8983775.00,94,Corse,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,2434,3608980.00,94,Corse,02,3 à 5 salariés
Fonds de solidarité,VOLET1,643,957263.00,94,Corse,03,6 à 9 salariés
Fonds de solidarité,VOLET1,120,179304.00,94,Corse,11,10 à 19 salariés
Fonds de solidarité,VOLET1,4,6000.00,94,Corse,12,20 à 49 salariés
Fonds de solidarité,VOLET1,1691,2289124.00,94,Corse,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,14131,20522616.00,44,Grand Est,00,0 salarié
Fonds de solidarité,VOLET1,42531,62583964.00,44,Grand Est,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,15725,23412370.00,44,Grand Est,02,3 à 5 salariés
Fonds de solidarité,VOLET1,4437,6622544.00,44,Grand Est,03,6 à 9 salariés
Fonds de solidarité,VOLET1,777,1162183.00,44,Grand Est,11,10 à 19 salariés
Fonds de solidarité,VOLET1,46,68191.00,44,Grand Est,12,20 à 49 salariés
Fonds de solidarité,VOLET1,8,12000.00,44,Grand Est,21,50 à 99 salariés
Fonds de solidarité,VOLET1,13524,18233088.00,44,Grand Est,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,1383,2006332.00,01,Guadeloupe,00,0 salarié
Fonds de solidarité,VOLET1,5007,7383146.00,01,Guadeloupe,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,1795,2683559.00,01,Guadeloupe,02,3 à 5 salariés
Fonds de solidarité,VOLET1,568,848097.00,01,Guadeloupe,03,6 à 9 salariés
Fonds de solidarité,VOLET1,117,175500.00,01,Guadeloupe,11,10 à 19 salariés
Fonds de solidarité,VOLET1,4,6000.00,01,Guadeloupe,12,20 à 49 salariés
Fonds de solidarité,VOLET1,3658,5076403.00,01,Guadeloupe,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,499,728292.00,03,Guyane,00,0 salarié
Fonds de solidarité,VOLET1,1311,1942484.00,03,Guyane,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,516,769919.00,03,Guyane,02,3 à 5 salariés
Fonds de solidarité,VOLET1,176,263758.00,03,Guyane,03,6 à 9 salariés
Fonds de solidarité,VOLET1,34,51000.00,03,Guyane,11,10 à 19 salariés
Fonds de solidarité,VOLET1,4,6000.00,03,Guyane,12,20 à 49 salariés
Fonds de solidarité,VOLET1,704,1000390.00,03,Guyane,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,12830,18588435.00,32,Hauts-de-France,00,0 salarié
Fonds de solidarité,VOLET1,37889,55636651.00,32,Hauts-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,13141,19581820.00,32,Hauts-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET1,3687,5504049.00,32,Hauts-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET1,663,989278.00,32,Hauts-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET1,56,82689.00,32,Hauts-de-France,12,20 à 49 salariés
Fonds de solidarité,VOLET1,7,9287.00,32,Hauts-de-France,21,50 à 99 salariés
Fonds de solidarité,VOLET1,12707,16898923.00,32,Hauts-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,3605,5241728.00,04,La Réunion,00,0 salarié
