dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,17.00,187279.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2020-11-26
Reports d'échéances fiscales,3.00,77620.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2020-11-26
Reports d'échéances fiscales,927.00,71156239.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2020-11-26
Reports d'échéances fiscales,9.00,1251620.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-11-26
Reports d'échéances fiscales,24.00,2561571.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-11-26
Reports d'échéances fiscales,892.00,24427641.00,84,Auvergne-Rhône-Alpes,F,Construction,2020-11-26
Reports d'échéances fiscales,1982.00,85773460.00,84,Auvergne-Rhône-Alpes,G,Commerce,2020-11-26
Reports d'échéances fiscales,221.00,9554000.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2020-11-26
Reports d'échéances fiscales,1017.00,12974491.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2020-11-26
Reports d'échéances fiscales,232.00,13299119.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2020-11-26
Reports d'échéances fiscales,417.00,19348177.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2020-11-26
Reports d'échéances fiscales,725.00,12376012.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2020-11-26
Reports d'échéances fiscales,1002.00,44446454.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2020-11-26
Reports d'échéances fiscales,375.00,12448628.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2020-11-26
Reports d'échéances fiscales,125.00,1907007.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2020-11-26
Reports d'échéances fiscales,331.00,10342383.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2020-11-26
Reports d'échéances fiscales,163.00,12718882.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2020-11-26
Reports d'échéances fiscales,206.00,2723825.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2020-11-26
Reports d'échéances fiscales,58.00,715900.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2020-11-26
Reports d'échéances fiscales,30.00,606507.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2020-11-26
Reports d'échéances fiscales,292.00,32200110.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2020-11-26
Reports d'échéances fiscales,6.00,121449.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-11-26
Reports d'échéances fiscales,177.00,2483323.00,27,Bourgogne-Franche-Comté,F,Construction,2020-11-26
Reports d'échéances fiscales,542.00,16674744.00,27,Bourgogne-Franche-Comté,G,Commerce,2020-11-26
Reports d'échéances fiscales,77.00,2335766.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2020-11-26
Reports d'échéances fiscales,334.00,2054797.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2020-11-26
Reports d'échéances fiscales,20.00,740113.00,27,Bourgogne-Franche-Comté,J,Information et communication,2020-11-26
Reports d'échéances fiscales,68.00,2836012.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2020-11-26
Reports d'échéances fiscales,208.00,3014178.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2020-11-26
Reports d'échéances fiscales,192.00,2937532.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2020-11-26
Reports d'échéances fiscales,62.00,1496693.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2020-11-26
Reports d'échéances fiscales,19.00,57596.00,27,Bourgogne-Franche-Comté,P,Enseignement,2020-11-26
Reports d'échéances fiscales,87.00,2978032.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2020-11-26
Reports d'échéances fiscales,47.00,4547127.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2020-11-26
Reports d'échéances fiscales,71.00,272174.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2020-11-26
Reports d'échéances fiscales,33.00,372355.00,27,Bourgogne-Franche-Comté,Z,Non connu,2020-11-26
Reports d'échéances fiscales,22.00,291089.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2020-11-26
Reports d'échéances fiscales,317.00,23152142.00,53,Bretagne,C,Industrie manufacturière,2020-11-26
Reports d'échéances fiscales,4.00,70951.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-11-26
Reports d'échéances fiscales,357.00,13750298.00,53,Bretagne,F,Construction,2020-11-26
Reports d'échéances fiscales,761.00,29864814.00,53,Bretagne,G,Commerce,2020-11-26
Reports d'échéances fiscales,86.00,4839194.00,53,Bretagne,H,Transports et entreposage,2020-11-26
Reports d'échéances fiscales,608.00,8898292.00,53,Bretagne,I,Hébergement et restauration,2020-11-26
Reports d'échéances fiscales,59.00,3375299.00,53,Bretagne,J,Information et communication,2020-11-26
Reports d'échéances fiscales,190.00,7133239.00,53,Bretagne,K,Activités financières et d'assurance,2020-11-26
Reports d'échéances fiscales,271.00,3762191.00,53,Bretagne,L,Activités immobilières,2020-11-26
Reports d'échéances fiscales,301.00,5835678.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2020-11-26
Reports d'échéances fiscales,109.00,2747573.00,53,Bretagne,N,Activités de services administratifs et de soutien,2020-11-26
Reports d'échéances fiscales,46.00,513135.00,53,Bretagne,P,Enseignement,2020-11-26
Reports d'échéances fiscales,109.00,6163315.00,53,Bretagne,Q,Santé humaine et action sociale,2020-11-26
