dispositif,volet,nombre_aides,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET2,286,1010539.92,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET2,1413,6931946.29,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,625,5752346.20,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET2,225,2909177.37,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET2,73,1201921.05,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET2,27,784634.29,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET2,72,153188.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,90,340369.44,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET2,482,2631981.26,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,215,1713851.35,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET2,65,873168.55,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET2,20,443076.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET2,31,99068.05,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,138,790538.38,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET2,530,2687400.85,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,243,2563279.45,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET2,99,1934104.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET2,37,759566.50,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET2,6,165141.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET2,25,54083.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,69,236167.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET2,409,2001418.71,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,168,1410508.28,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET2,79,1198708.17,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET2,19,309676.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET2,9,272000.00,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET2,23,55500.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,60,223669.13,94,Corse,00,0 salarié
Fonds de solidarité,VOLET2,173,705874.58,94,Corse,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,74,403748.00,94,Corse,02,3 à 5 salariés
Fonds de solidarité,VOLET2,16,80000.00,94,Corse,03,6 à 9 salariés
Fonds de solidarité,VOLET2,4,22000.00,94,Corse,11,10 à 19 salariés
Fonds de solidarité,VOLET2,20,40000.00,94,Corse,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,160,659731.72,44,Grand Est,00,0 salarié
Fonds de solidarité,VOLET2,787,3659322.19,44,Grand Est,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,379,3222413.95,44,Grand Est,02,3 à 5 salariés
Fonds de solidarité,VOLET2,144,1852274.71,44,Grand Est,03,6 à 9 salariés
Fonds de solidarité,VOLET2,57,1064717.34,44,Grand Est,11,10 à 19 salariés
Fonds de solidarité,VOLET2,7,144000.00,44,Grand Est,12,20 à 49 salariés
Fonds de solidarité,VOLET2,44,114156.00,44,Grand Est,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,61,208036.00,01,Guadeloupe,00,0 salarié
Fonds de solidarité,VOLET2,245,876652.76,01,Guadeloupe,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,113,606358.74,01,Guadeloupe,02,3 à 5 salariés
Fonds de solidarité,VOLET2,32,283095.14,01,Guadeloupe,03,6 à 9 salariés
Fonds de solidarité,VOLET2,19,115500.00,01,Guadeloupe,11,10 à 19 salariés
Fonds de solidarité,VOLET2,94,295608.00,01,Guadeloupe,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,64,302919.77,03,Guyane,00,0 salarié
Fonds de solidarité,VOLET2,175,831569.56,03,Guyane,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,96,655368.00,03,Guyane,02,3 à 5 salariés
Fonds de solidarité,VOLET2,43,379610.00,03,Guyane,03,6 à 9 salariés
Fonds de solidarité,VOLET2,11,72210.69,03,Guyane,11,10 à 19 salariés
Fonds de solidarité,VOLET2,4,110000.00,03,Guyane,12,20 à 49 salariés
Fonds de solidarité,VOLET2,50,212319.00,03,Guyane,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,164,564828.18,32,Hauts-de-France,00,0 salarié
Fonds de solidarité,VOLET2,1014,5653744.71,32,Hauts-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,490,4395859.82,32,Hauts-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET2,181,1805738.84,32,Hauts-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET2,65,933537.06,32,Hauts-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET2,15,363767.27,32,Hauts-de-France,12,20 à 49 salariés
Fonds de solidarité,VOLET2,49,144897.65,32,Hauts-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,1134,3609835.43,11,Île-de-France,00,0 salarié
Fonds de solidarité,VOLET2,5690,23892987.63,11,Île-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,3113,18558487.38,11,Île-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET2,1089,8115492.26,11,Île-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET2,292,3384364.97,11,Île-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET2,31,1010000.00,11,Île-de-France,12,20 à 49 salariés
Fonds de solidarité,VOLET2,630,1758280.94,11,Île-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,44,113961.00,04,La Réunion,00,0 salarié
Fonds de solidarité,VOLET2,153,405551.16,04,La Réunion,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,72,249886.21,04,La Réunion,02,3 à 5 salariés
Fonds de solidarité,VOLET2,25,110554.00,04,La Réunion,03,6 à 9 salariés
Fonds de solidarité,VOLET2,7,36000.00,04,La Réunion,11,10 à 19 salariés
Fonds de solidarité,VOLET2,12,25500.00,04,La Réunion,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,35,91074.00,02,Martinique,00,0 salarié
Fonds de solidarité,VOLET2,221,645356.34,02,Martinique,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,109,345037.60,02,Martinique,02,3 à 5 salariés
Fonds de solidarité,VOLET2,33,131500.00,02,Martinique,03,6 à 9 salariés
Fonds de solidarité,VOLET2,23,46150.00,02,Martinique,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,22,102190.00,06,Mayotte,00,0 salarié
Fonds de solidarité,VOLET2,4,24000.00,06,Mayotte,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,4,15500.00,06,Mayotte,02,3 à 5 salariés
Fonds de solidarité,VOLET2,120,413887.23,28,Normandie,00,0 salarié
Fonds de solidarité,VOLET2,507,2510796.12,28,Normandie,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,212,1901640.84,28,Normandie,02,3 à 5 salariés
Fonds de solidarité,VOLET2,87,1284135.25,28,Normandie,03,6 à 9 salariés
Fonds de solidarité,VOLET2,33,655737.04,28,Normandie,11,10 à 19 salariés
Fonds de solidarité,VOLET2,4,138500.00,28,Normandie,12,20 à 49 salariés
Fonds de solidarité,VOLET2,18,36000.00,28,Normandie,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,289,1308853.14,75,Nouvelle-Aquitaine,00,0 salarié
Fonds de solidarité,VOLET2,1104,5865036.25,75,Nouvelle-Aquitaine,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,475,4438428.38,75,Nouvelle-Aquitaine,02,3 à 5 salariés
Fonds de solidarité,VOLET2,191,2246936.41,75,Nouvelle-Aquitaine,03,6 à 9 salariés
Fonds de solidarité,VOLET2,68,1291722.17,75,Nouvelle-Aquitaine,11,10 à 19 salariés
Fonds de solidarité,VOLET2,12,470000.00,75,Nouvelle-Aquitaine,12,20 à 49 salariés
Fonds de solidarité,VOLET2,43,171991.00,75,Nouvelle-Aquitaine,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,390,1707241.76,76,Occitanie,00,0 salarié
Fonds de solidarité,VOLET2,1364,6781730.90,76,Occitanie,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,528,3849894.33,76,Occitanie,02,3 à 5 salariés
Fonds de solidarité,VOLET2,190,2277525.50,76,Occitanie,03,6 à 9 salariés
Fonds de solidarité,VOLET2,62,1055125.83,76,Occitanie,11,10 à 19 salariés
Fonds de solidarité,VOLET2,9,290000.00,76,Occitanie,12,20 à 49 salariés
Fonds de solidarité,VOLET2,82,283879.00,76,Occitanie,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,123,507735.29,52,Pays de la Loire,00,0 salarié
Fonds de solidarité,VOLET2,495,2306017.74,52,Pays de la Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,231,1756097.68,52,Pays de la Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET2,88,1065059.57,52,Pays de la Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET2,18,357957.62,52,Pays de la Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET2,19,42260.00,52,Pays de la Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,443,1604372.63,93,Provence-Alpes-Côte d'Azur,00,0 salarié
Fonds de solidarité,VOLET2,1769,7575412.91,93,Provence-Alpes-Côte d'Azur,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,737,5120130.94,93,Provence-Alpes-Côte d'Azur,02,3 à 5 salariés
Fonds de solidarité,VOLET2,254,3217212.51,93,Provence-Alpes-Côte d'Azur,03,6 à 9 salariés
Fonds de solidarité,VOLET2,84,1250060.00,93,Provence-Alpes-Côte d'Azur,11,10 à 19 salariés
Fonds de solidarité,VOLET2,12,356903.00,93,Provence-Alpes-Côte d'Azur,12,20 à 49 salariés
Fonds de solidarité,VOLET2,109,251456.16,93,Provence-Alpes-Côte d'Azur,NN,Etablissement non employeur
