dispositif,volet,nombre_aides,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET2,287,1010745.92,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET2,1414,6941946.29,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,625,5752346.20,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET2,226,2954177.37,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET2,73,1201921.05,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET2,27,784634.29,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET2,72,153188.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,90,340369.44,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET2,482,2631981.26,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,215,1713851.35,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET2,65,873168.55,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET2,20,443076.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET2,31,99068.05,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,139,835538.38,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET2,531,2698791.62,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,244,2598625.87,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET2,103,2114104.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET2,39,849566.50,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET2,6,165141.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET2,25,54083.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,69,236167.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET2,413,2131408.61,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,169,1443353.81,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET2,81,1281092.60,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET2,19,309676.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET2,9,272000.00,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET2,23,55500.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,60,223669.13,94,Corse,00,0 salarié
Fonds de solidarité,VOLET2,173,705874.58,94,Corse,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,74,403748.00,94,Corse,02,3 à 5 salariés
Fonds de solidarité,VOLET2,16,80000.00,94,Corse,03,6 à 9 salariés
Fonds de solidarité,VOLET2,4,22000.00,94,Corse,11,10 à 19 salariés
Fonds de solidarité,VOLET2,20,40000.00,94,Corse,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,161,704537.89,44,Grand Est,00,0 salarié
Fonds de solidarité,VOLET2,790,3697504.79,44,Grand Est,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,383,3288177.73,44,Grand Est,02,3 à 5 salariés
Fonds de solidarité,VOLET2,146,1935750.71,44,Grand Est,03,6 à 9 salariés
Fonds de solidarité,VOLET2,60,1176474.34,44,Grand Est,11,10 à 19 salariés
Fonds de solidarité,VOLET2,7,144000.00,44,Grand Est,12,20 à 49 salariés
Fonds de solidarité,VOLET2,44,114156.00,44,Grand Est,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,61,208036.00,01,Guadeloupe,00,0 salarié
Fonds de solidarité,VOLET2,245,876652.76,01,Guadeloupe,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,113,606358.74,01,Guadeloupe,02,3 à 5 salariés
Fonds de solidarité,VOLET2,32,283095.14,01,Guadeloupe,03,6 à 9 salariés
Fonds de solidarité,VOLET2,19,115500.00,01,Guadeloupe,11,10 à 19 salariés
Fonds de solidarité,VOLET2,94,295608.00,01,Guadeloupe,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,64,302919.77,03,Guyane,00,0 salarié
Fonds de solidarité,VOLET2,175,831569.56,03,Guyane,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,96,655368.00,03,Guyane,02,3 à 5 salariés
Fonds de solidarité,VOLET2,43,379610.00,03,Guyane,03,6 à 9 salariés
Fonds de solidarité,VOLET2,11,72210.69,03,Guyane,11,10 à 19 salariés
Fonds de solidarité,VOLET2,4,110000.00,03,Guyane,12,20 à 49 salariés
Fonds de solidarité,VOLET2,50,212319.00,03,Guyane,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,164,564828.18,32,Hauts-de-France,00,0 salarié
Fonds de solidarité,VOLET2,1017,5689910.54,32,Hauts-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,494,4464661.04,32,Hauts-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET2,184,1920831.53,32,Hauts-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET2,65,933537.06,32,Hauts-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET2,15,363767.27,32,Hauts-de-France,12,20 à 49 salariés
Fonds de solidarité,VOLET2,49,144897.65,32,Hauts-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,1135,3654835.43,11,Île-de-France,00,0 salarié
Fonds de solidarité,VOLET2,5693,23980027.63,11,Île-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,3118,18783487.38,11,Île-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET2,1103,8647616.07,11,Île-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET2,303,3865702.97,11,Île-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET2,37,1257921.18,11,Île-de-France,12,20 à 49 salariés
Fonds de solidarité,VOLET2,630,1758280.94,11,Île-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,44,113961.00,04,La Réunion,00,0 salarié
Fonds de solidarité,VOLET2,156,465498.16,04,La Réunion,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,72,249886.21,04,La Réunion,02,3 à 5 salariés
Fonds de solidarité,VOLET2,28,240110.44,04,La Réunion,03,6 à 9 salariés
Fonds de solidarité,VOLET2,11,192373.00,04,La Réunion,11,10 à 19 salariés
Fonds de solidarité,VOLET2,3,95000.00,04,La Réunion,12,20 à 49 salariés
Fonds de solidarité,VOLET2,12,25500.00,04,La Réunion,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,35,91074.00,02,Martinique,00,0 salarié
Fonds de solidarité,VOLET2,221,645356.34,02,Martinique,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,109,345037.60,02,Martinique,02,3 à 5 salariés
Fonds de solidarité,VOLET2,33,131500.00,02,Martinique,03,6 à 9 salariés
Fonds de solidarité,VOLET2,23,46150.00,02,Martinique,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,22,102190.00,06,Mayotte,00,0 salarié
Fonds de solidarité,VOLET2,4,24000.00,06,Mayotte,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,4,15500.00,06,Mayotte,02,3 à 5 salariés
Fonds de solidarité,VOLET2,121,429037.23,28,Normandie,00,0 salarié
Fonds de solidarité,VOLET2,519,2763547.98,28,Normandie,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,223,2211955.72,28,Normandie,02,3 à 5 salariés
Fonds de solidarité,VOLET2,98,1660792.67,28,Normandie,03,6 à 9 salariés
Fonds de solidarité,VOLET2,35,738277.46,28,Normandie,11,10 à 19 salariés
Fonds de solidarité,VOLET2,6,197119.35,28,Normandie,12,20 à 49 salariés
Fonds de solidarité,VOLET2,18,36000.00,28,Normandie,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,290,1353625.01,75,Nouvelle-Aquitaine,00,0 salarié
Fonds de solidarité,VOLET2,1109,6000020.56,75,Nouvelle-Aquitaine,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,481,4595932.88,75,Nouvelle-Aquitaine,02,3 à 5 salariés
Fonds de solidarité,VOLET2,191,2246936.41,75,Nouvelle-Aquitaine,03,6 à 9 salariés
Fonds de solidarité,VOLET2,69,1328781.21,75,Nouvelle-Aquitaine,11,10 à 19 salariés
Fonds de solidarité,VOLET2,12,470000.00,75,Nouvelle-Aquitaine,12,20 à 49 salariés
Fonds de solidarité,VOLET2,43,171991.00,75,Nouvelle-Aquitaine,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,397,1848917.26,76,Occitanie,00,0 salarié
Fonds de solidarité,VOLET2,1402,7582356.59,76,Occitanie,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,551,4434677.86,76,Occitanie,02,3 à 5 salariés
Fonds de solidarité,VOLET2,206,2792769.91,76,Occitanie,03,6 à 9 salariés
Fonds de solidarité,VOLET2,70,1386158.25,76,Occitanie,11,10 à 19 salariés
Fonds de solidarité,VOLET2,11,380000.00,76,Occitanie,12,20 à 49 salariés
Fonds de solidarité,VOLET2,82,283879.00,76,Occitanie,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,123,507735.29,52,Pays de la Loire,00,0 salarié
Fonds de solidarité,VOLET2,495,2306017.74,52,Pays de la Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,231,1756097.68,52,Pays de la Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET2,88,1065059.57,52,Pays de la Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET2,18,357957.62,52,Pays de la Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET2,19,42260.00,52,Pays de la Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,444,1647551.43,93,Provence-Alpes-Côte d'Azur,00,0 salarié
Fonds de solidarité,VOLET2,1771,7617984.91,93,Provence-Alpes-Côte d'Azur,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,741,5186850.73,93,Provence-Alpes-Côte d'Azur,02,3 à 5 salariés
Fonds de solidarité,VOLET2,260,3428456.84,93,Provence-Alpes-Côte d'Azur,03,6 à 9 salariés
Fonds de solidarité,VOLET2,87,1375158.00,93,Provence-Alpes-Côte d'Azur,11,10 à 19 salariés
Fonds de solidarité,VOLET2,13,401903.00,93,Provence-Alpes-Côte d'Azur,12,20 à 49 salariés
