dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,13.00,170641.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-04-01
Reports d'échéances fiscales,1107.00,77519283.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-04-01
Reports d'échéances fiscales,14.00,1324825.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-04-01
Reports d'échéances fiscales,38.00,2889533.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-01
Reports d'échéances fiscales,1040.00,25733517.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-04-01
Reports d'échéances fiscales,2525.00,91673218.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-04-01
Reports d'échéances fiscales,295.00,12547592.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-04-01
Reports d'échéances fiscales,1883.00,20999083.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-04-01
Reports d'échéances fiscales,281.00,13811492.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-04-01
Reports d'échéances fiscales,470.00,19981441.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-04-01
Reports d'échéances fiscales,837.00,13726798.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-04-01
Reports d'échéances fiscales,1152.00,49266166.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-04-01
Reports d'échéances fiscales,459.00,15213865.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-04-01
Reports d'échéances fiscales,177.00,2245167.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-04-01
Reports d'échéances fiscales,351.00,10394435.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-04-01
Reports d'échéances fiscales,258.00,15107381.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-04-01
Reports d'échéances fiscales,354.00,3371299.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-04-01
Reports d'échéances fiscales,62.00,699260.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-04-01
Reports d'échéances fiscales,32.00,611210.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-04-01
Reports d'échéances fiscales,361.00,33897485.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-04-01
Reports d'échéances fiscales,7.00,122085.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-01
Reports d'échéances fiscales,209.00,2798772.00,27,Bourgogne-Franche-Comté,F,Construction,2021-04-01
Reports d'échéances fiscales,681.00,17178630.00,27,Bourgogne-Franche-Comté,G,Commerce,2021-04-01
Reports d'échéances fiscales,88.00,2412426.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2021-04-01
Reports d'échéances fiscales,547.00,2811511.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2021-04-01
Reports d'échéances fiscales,27.00,752200.00,27,Bourgogne-Franche-Comté,J,Information et communication,2021-04-01
Reports d'échéances fiscales,71.00,2841802.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2021-04-01
Reports d'échéances fiscales,222.00,3257633.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2021-04-01
Reports d'échéances fiscales,215.00,3021347.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2021-04-01
Reports d'échéances fiscales,80.00,2117570.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2021-04-01
Reports d'échéances fiscales,25.00,63158.00,27,Bourgogne-Franche-Comté,P,Enseignement,2021-04-01
Reports d'échéances fiscales,94.00,2996810.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2021-04-01
Reports d'échéances fiscales,79.00,5126619.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2021-04-01
Reports d'échéances fiscales,93.00,297880.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2021-04-01
Reports d'échéances fiscales,30.00,255691.00,27,Bourgogne-Franche-Comté,Z,Non connu,2021-04-01
Reports d'échéances fiscales,28.00,337826.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2021-04-01
Reports d'échéances fiscales,352.00,23755709.00,53,Bretagne,C,Industrie manufacturière,2021-04-01
Reports d'échéances fiscales,4.00,76610.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-01
Reports d'échéances fiscales,367.00,13797938.00,53,Bretagne,F,Construction,2021-04-01
Reports d'échéances fiscales,862.00,30166229.00,53,Bretagne,G,Commerce,2021-04-01
Reports d'échéances fiscales,97.00,4949912.00,53,Bretagne,H,Transports et entreposage,2021-04-01
Reports d'échéances fiscales,789.00,9774457.00,53,Bretagne,I,Hébergement et restauration,2021-04-01
Reports d'échéances fiscales,72.00,3419959.00,53,Bretagne,J,Information et communication,2021-04-01
Reports d'échéances fiscales,198.00,7139713.00,53,Bretagne,K,Activités financières et d'assurance,2021-04-01
Reports d'échéances fiscales,295.00,3848900.00,53,Bretagne,L,Activités immobilières,2021-04-01
Reports d'échéances fiscales,330.00,5962882.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2021-04-01
Reports d'échéances fiscales,134.00,3025881.00,53,Bretagne,N,Activités de services administratifs et de soutien,2021-04-01
Reports d'échéances fiscales,44.00,501744.00,53,Bretagne,P,Enseignement,2021-04-01
Reports d'échéances fiscales,114.00,6244387.00,53,Bretagne,Q,Santé humaine et action sociale,2021-04-01
Reports d'échéances fiscales,69.00,1097131.00,53,Bretagne,R,"Arts, spectacles et activités récréatives",2021-04-01
Reports d'échéances fiscales,102.00,273260.00,53,Bretagne,S,Autres activités de services,2021-04-01
Reports d'échéances fiscales,18.00,424492.00,53,Bretagne,Z,Non connu,2021-04-01
Reports d'échéances fiscales,16.00,539012.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche",2021-04-01
Reports d'échéances fiscales,283.00,12755948.00,24,Centre-Val de Loire,C,Industrie manufacturière,2021-04-01
Reports d'échéances fiscales,10.00,256877.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-01
Reports d'échéances fiscales,230.00,3779801.00,24,Centre-Val de Loire,F,Construction,2021-04-01
Reports d'échéances fiscales,599.00,14133437.00,24,Centre-Val de Loire,G,Commerce,2021-04-01
Reports d'échéances fiscales,105.00,2310019.00,24,Centre-Val de Loire,H,Transports et entreposage,2021-04-01
Reports d'échéances fiscales,411.00,2593625.00,24,Centre-Val de Loire,I,Hébergement et restauration,2021-04-01
Reports d'échéances fiscales,47.00,938068.00,24,Centre-Val de Loire,J,Information et communication,2021-04-01
Reports d'échéances fiscales,109.00,1790446.00,24,Centre-Val de Loire,K,Activités financières et d'assurance,2021-04-01
Reports d'échéances fiscales,208.00,1567051.00,24,Centre-Val de Loire,L,Activités immobilières,2021-04-01
Reports d'échéances fiscales,186.00,2995554.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques",2021-04-01
Reports d'échéances fiscales,78.00,3561950.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien,2021-04-01
Reports d'échéances fiscales,32.00,241031.00,24,Centre-Val de Loire,P,Enseignement,2021-04-01
Reports d'échéances fiscales,77.00,5168800.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale,2021-04-01
Reports d'échéances fiscales,55.00,1570850.00,24,Centre-Val de Loire,R,"Arts, spectacles et activités récréatives",2021-04-01
Reports d'échéances fiscales,55.00,239339.00,24,Centre-Val de Loire,S,Autres activités de services,2021-04-01
Reports d'échéances fiscales,55.00,294106.00,24,Centre-Val de Loire,Z,Non connu,2021-04-01
Reports d'échéances fiscales,7.00,43204.00,94,Corse,A,"Agriculture, sylviculture et pêche",2021-04-01
Reports d'échéances fiscales,34.00,1012604.00,94,Corse,C,Industrie manufacturière,2021-04-01
Reports d'échéances fiscales,8.00,837421.00,94,Corse,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-04-01
