dispositif,volet,nombre_aides,nombre_entreprises,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,100804,18993,327291152.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,249286,47457,1036263443.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,103442,18692,627304247.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,39480,6628,361454301.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,20783,3261,360294457.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,6996,1200,289018635.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,1041,192,90691544.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,270,62,33819088.00,84,Auvergne-Rhône-Alpes,22,100 à 199 salariés
Fonds de solidarité,VOLET1,66,15,9081299.00,84,Auvergne-Rhône-Alpes,31,200 à 249 salariés
Fonds de solidarité,VOLET1,91,16,10600570.00,84,Auvergne-Rhône-Alpes,32,250 à 499 salariés
Fonds de solidarité,VOLET1,24,6,4355337.00,84,Auvergne-Rhône-Alpes,41,500 à 999 salariés
Fonds de solidarité,VOLET1,11,5,810500.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,110795,21135,253151355.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,24745,4849,80394406.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,68263,13592,279185042.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,25764,4995,148185152.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,8781,1639,70914616.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,4363,730,65936784.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1587,282,52854683.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,153,29,10036943.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,25,8,2857628.00,27,Bourgogne-Franche-Comté,22,100 à 199 salariés
Fonds de solidarité,VOLET1,23539,5129,47836463.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,35704,6498,132381130.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,85724,16455,374544533.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,33927,6480,203893989.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,11883,2235,104376293.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,5775,985,87634595.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1770,335,71163772.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,141,35,10433725.00,53,Bretagne,21,50 à 99 salariés
Fonds de solidarité,VOLET1,45,10,4646013.00,53,Bretagne,22,100 à 199 salariés
Fonds de solidarité,VOLET1,7,3,966340.00,53,Bretagne,31,200 à 249 salariés
Fonds de solidarité,VOLET1,10,5,1675877.00,53,Bretagne,32,250 à 499 salariés
Fonds de solidarité,VOLET1,25370,5654,51473593.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,19265,3800,61889467.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET1,56961,11716,223674189.00,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,23044,4664,130163184.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,7244,1431,58484151.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,3694,622,58960060.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1109,207,38576907.00,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET1,111,19,10656852.00,24,Centre-Val de Loire,21,50 à 99 salariés
Fonds de solidarité,VOLET1,10,3,1098650.00,24,Centre-Val de Loire,22,100 à 199 salariés
