dispositif,volet,nombre_aides,montant_total,reg,libelle_region,code_categorie_juridique,libelle_categorie_juridique
Fonds de solidarité,VOLET2,1768,4459923.53,84,Auvergne-Rhône-Alpes,10,Entrepreneur individuel
Fonds de solidarité,VOLET2,6,26216.00,84,Auvergne-Rhône-Alpes,52,Société en nom collectif
Fonds de solidarité,VOLET2,1348,7898066.26,84,Auvergne-Rhône-Alpes,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET2,4,12500.00,84,Auvergne-Rhône-Alpes,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET2,942,4883232.91,84,Auvergne-Rhône-Alpes,57,Société par actions simplifiée
Fonds de solidarité,VOLET2,21,46998.41,84,Auvergne-Rhône-Alpes,65,Société civile
Fonds de solidarité,VOLET2,53,254488.31,84,Auvergne-Rhône-Alpes,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET2,287,952239.26,27,Bourgogne-Franche-Comté,10,Entrepreneur individuel
Fonds de solidarité,VOLET2,5,19000.00,27,Bourgogne-Franche-Comté,52,Société en nom collectif
Fonds de solidarité,VOLET2,490,3126191.28,27,Bourgogne-Franche-Comté,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET2,240,1554318.34,27,Bourgogne-Franche-Comté,57,Société par actions simplifiée
Fonds de solidarité,VOLET2,11,33950.00,27,Bourgogne-Franche-Comté,65,Société civile
Fonds de solidarité,VOLET2,9,36250.00,27,Bourgogne-Franche-Comté,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET2,288,1001876.49,53,Bretagne,10,Entrepreneur individuel
Fonds de solidarité,VOLET2,7,22500.00,53,Bretagne,52,Société en nom collectif
Fonds de solidarité,VOLET2,656,5256250.22,53,Bretagne,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET2,189,1254938.06,53,Bretagne,57,Société par actions simplifiée
Fonds de solidarité,VOLET2,18,44471.00,53,Bretagne,65,Société civile
Fonds de solidarité,VOLET2,11,44309.04,53,Bretagne,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET2,232,719674.14,24,Centre-Val de Loire,10,Entrepreneur individuel
Fonds de solidarité,VOLET2,3,13236.03,24,Centre-Val de Loire,52,Société en nom collectif
Fonds de solidarité,VOLET2,448,2944137.51,24,Centre-Val de Loire,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET2,198,1055294.23,24,Centre-Val de Loire,57,Société par actions simplifiée
Fonds de solidarité,VOLET2,13,30500.00,24,Centre-Val de Loire,65,Société civile
Fonds de solidarité,VOLET2,13,58250.00,24,Centre-Val de Loire,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET2,132,317001.13,94,Corse,10,Entrepreneur individuel
Fonds de solidarité,VOLET2,150,570034.96,94,Corse,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET2,128,441145.60,94,Corse,57,Société par actions simplifiée
Fonds de solidarité,VOLET2,4,8000.00,94,Corse,65,Société civile
