dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,10.00,157744.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-01-21
Reports d'échéances fiscales,1081.00,75322538.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-01-21
Reports d'échéances fiscales,14.00,1324825.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-01-21
Reports d'échéances fiscales,36.00,2864114.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-01-21
Reports d'échéances fiscales,1015.00,25332751.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-01-21
Reports d'échéances fiscales,2485.00,90711241.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-01-21
Reports d'échéances fiscales,288.00,12400147.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-01-21
Reports d'échéances fiscales,1853.00,20449639.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-01-21
Reports d'échéances fiscales,278.00,13756311.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-01-21
Reports d'échéances fiscales,467.00,19946976.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-01-21
Reports d'échéances fiscales,819.00,13269022.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-01-21
Reports d'échéances fiscales,1132.00,45149929.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-01-21
Reports d'échéances fiscales,455.00,15137572.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-01-21
Reports d'échéances fiscales,173.00,2205219.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-01-21
Reports d'échéances fiscales,349.00,10381513.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-01-21
Reports d'échéances fiscales,253.00,13117067.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-01-21
Reports d'échéances fiscales,349.00,3340761.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-01-21
Reports d'échéances fiscales,59.00,690505.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-01-21
Reports d'échéances fiscales,31.00,606784.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-01-21
Reports d'échéances fiscales,353.00,33073126.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-01-21
Reports d'échéances fiscales,7.00,122085.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-01-21
Reports d'échéances fiscales,204.00,2644722.00,27,Bourgogne-Franche-Comté,F,Construction,2021-01-21
Reports d'échéances fiscales,670.00,17026258.00,27,Bourgogne-Franche-Comté,G,Commerce,2021-01-21
Reports d'échéances fiscales,87.00,2397415.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2021-01-21
Reports d'échéances fiscales,540.00,2784971.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2021-01-21
Reports d'échéances fiscales,26.00,743491.00,27,Bourgogne-Franche-Comté,J,Information et communication,2021-01-21
Reports d'échéances fiscales,70.00,2839802.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2021-01-21
Reports d'échéances fiscales,216.00,3064100.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2021-01-21
Reports d'échéances fiscales,212.00,2995966.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2021-01-21
Reports d'échéances fiscales,80.00,2117570.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2021-01-21
Reports d'échéances fiscales,24.00,60845.00,27,Bourgogne-Franche-Comté,P,Enseignement,2021-01-21
Reports d'échéances fiscales,93.00,2995607.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2021-01-21
Reports d'échéances fiscales,78.00,5106236.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2021-01-21
Reports d'échéances fiscales,93.00,297880.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2021-01-21
Reports d'échéances fiscales,30.00,255691.00,27,Bourgogne-Franche-Comté,Z,Non connu,2021-01-21
Reports d'échéances fiscales,28.00,337826.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2021-01-21
Reports d'échéances fiscales,350.00,23523917.00,53,Bretagne,C,Industrie manufacturière,2021-01-21
Reports d'échéances fiscales,4.00,76610.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-01-21
Reports d'échéances fiscales,365.00,13781398.00,53,Bretagne,F,Construction,2021-01-21
Reports d'échéances fiscales,856.00,30039455.00,53,Bretagne,G,Commerce,2021-01-21
Reports d'échéances fiscales,97.00,4949912.00,53,Bretagne,H,Transports et entreposage,2021-01-21
Reports d'échéances fiscales,777.00,9623649.00,53,Bretagne,I,Hébergement et restauration,2021-01-21
Reports d'échéances fiscales,70.00,3393921.00,53,Bretagne,J,Information et communication,2021-01-21
Reports d'échéances fiscales,198.00,7139713.00,53,Bretagne,K,Activités financières et d'assurance,2021-01-21
Reports d'échéances fiscales,293.00,3815521.00,53,Bretagne,L,Activités immobilières,2021-01-21
Reports d'échéances fiscales,326.00,5914171.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2021-01-21
Reports d'échéances fiscales,134.00,3003795.00,53,Bretagne,N,Activités de services administratifs et de soutien,2021-01-21
Reports d'échéances fiscales,44.00,501744.00,53,Bretagne,P,Enseignement,2021-01-21
Reports d'échéances fiscales,112.00,6171454.00,53,Bretagne,Q,Santé humaine et action sociale,2021-01-21
Reports d'échéances fiscales,66.00,1090669.00,53,Bretagne,R,"Arts, spectacles et activités récréatives",2021-01-21
Reports d'échéances fiscales,101.00,255188.00,53,Bretagne,S,Autres activités de services,2021-01-21
Reports d'échéances fiscales,18.00,418245.00,53,Bretagne,Z,Non connu,2021-01-21
Reports d'échéances fiscales,15.00,529155.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche",2021-01-21
Reports d'échéances fiscales,281.00,12722824.00,24,Centre-Val de Loire,C,Industrie manufacturière,2021-01-21
Reports d'échéances fiscales,4.00,139761.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-01-21
Reports d'échéances fiscales,229.00,3774765.00,24,Centre-Val de Loire,F,Construction,2021-01-21
Reports d'échéances fiscales,595.00,14017583.00,24,Centre-Val de Loire,G,Commerce,2021-01-21
Reports d'échéances fiscales,103.00,1944054.00,24,Centre-Val de Loire,H,Transports et entreposage,2021-01-21
Reports d'échéances fiscales,408.00,2480057.00,24,Centre-Val de Loire,I,Hébergement et restauration,2021-01-21
Reports d'échéances fiscales,46.00,932751.00,24,Centre-Val de Loire,J,Information et communication,2021-01-21
Reports d'échéances fiscales,108.00,1786665.00,24,Centre-Val de Loire,K,Activités financières et d'assurance,2021-01-21
Reports d'échéances fiscales,207.00,1557205.00,24,Centre-Val de Loire,L,Activités immobilières,2021-01-21
Reports d'échéances fiscales,183.00,2994207.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques",2021-01-21
Reports d'échéances fiscales,77.00,3560350.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien,2021-01-21
Reports d'échéances fiscales,31.00,164661.00,24,Centre-Val de Loire,P,Enseignement,2021-01-21
Reports d'échéances fiscales,77.00,5168800.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale,2021-01-21
