dispositif,volet,nombre_aides,montant_total,reg,libelle_region,code_categorie_juridique,libelle_categorie_juridique
Fonds de solidarité,VOLET2,1582,3870086.96,84,Auvergne-Rhône-Alpes,10,Entrepreneur individuel
Fonds de solidarité,VOLET2,6,26216.00,84,Auvergne-Rhône-Alpes,52,Société en nom collectif
Fonds de solidarité,VOLET2,1160,4867950.40,84,Auvergne-Rhône-Alpes,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET2,4,12500.00,84,Auvergne-Rhône-Alpes,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET2,795,3096362.16,84,Auvergne-Rhône-Alpes,57,Société par actions simplifiée
Fonds de solidarité,VOLET2,20,44998.41,84,Auvergne-Rhône-Alpes,65,Société civile
Fonds de solidarité,VOLET2,42,192144.45,84,Auvergne-Rhône-Alpes,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET2,243,780843.05,27,Bourgogne-Franche-Comté,10,Entrepreneur individuel
Fonds de solidarité,VOLET2,4,17000.00,27,Bourgogne-Franche-Comté,52,Société en nom collectif
Fonds de solidarité,VOLET2,429,2246809.45,27,Bourgogne-Franche-Comté,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET2,203,1177743.34,27,Bourgogne-Franche-Comté,57,Société par actions simplifiée
Fonds de solidarité,VOLET2,10,31950.00,27,Bourgogne-Franche-Comté,65,Société civile
Fonds de solidarité,VOLET2,8,26250.00,27,Bourgogne-Franche-Comté,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET2,264,814024.01,53,Bretagne,10,Entrepreneur individuel
Fonds de solidarité,VOLET2,7,22500.00,53,Bretagne,52,Société en nom collectif
Fonds de solidarité,VOLET2,580,3446481.24,53,Bretagne,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET2,166,767616.42,53,Bretagne,57,Société par actions simplifiée
Fonds de solidarité,VOLET2,17,42471.00,53,Bretagne,65,Société civile
Fonds de solidarité,VOLET2,10,40418.77,53,Bretagne,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET2,220,616245.00,24,Centre-Val de Loire,10,Entrepreneur individuel
Fonds de solidarité,VOLET2,3,13236.03,24,Centre-Val de Loire,52,Société en nom collectif
Fonds de solidarité,VOLET2,411,2265742.61,24,Centre-Val de Loire,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET2,187,865657.27,24,Centre-Val de Loire,57,Société par actions simplifiée
Fonds de solidarité,VOLET2,13,30500.00,24,Centre-Val de Loire,65,Société civile
Fonds de solidarité,VOLET2,12,56250.00,24,Centre-Val de Loire,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET2,130,313001.13,94,Corse,10,Entrepreneur individuel
Fonds de solidarité,VOLET2,142,498516.96,94,Corse,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET2,121,379045.60,94,Corse,57,Société par actions simplifiée
Fonds de solidarité,VOLET2,4,8000.00,94,Corse,65,Société civile
Fonds de solidarité,VOLET2,392,1106179.09,44,Grand Est,10,Entrepreneur individuel
Fonds de solidarité,VOLET2,9,40000.00,44,Grand Est,52,Société en nom collectif
Fonds de solidarité,VOLET2,742,4609230.94,44,Grand Est,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET2,3,12000.00,44,Grand Est,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET2,493,2539661.28,44,Grand Est,57,Société par actions simplifiée
Fonds de solidarité,VOLET2,18,70360.00,44,Grand Est,65,Société civile
Fonds de solidarité,VOLET2,20,65432.00,44,Grand Est,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET2,536,1395802.65,01,Guadeloupe,10,Entrepreneur individuel
Fonds de solidarité,VOLET2,252,861292.04,01,Guadeloupe,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET2,253,839460.95,01,Guadeloupe,57,Société par actions simplifiée
Fonds de solidarité,VOLET2,8,19000.00,01,Guadeloupe,65,Société civile
Fonds de solidarité,VOLET2,21,53623.85,01,Guadeloupe,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET2,339,1110647.40,03,Guyane,10,Entrepreneur individuel
Fonds de solidarité,VOLET2,149,842560.67,03,Guyane,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET2,222,1015692.25,03,Guyane,57,Société par actions simplifiée
Fonds de solidarité,VOLET2,7,23519.00,03,Guyane,65,Société civile
Fonds de solidarité,VOLET2,12,70085.23,03,Guyane,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET2,641,1844898.85,32,Hauts-de-France,10,Entrepreneur individuel
Fonds de solidarité,VOLET2,5,25176.00,32,Hauts-de-France,52,Société en nom collectif
Fonds de solidarité,VOLET2,913,5496216.43,32,Hauts-de-France,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET2,645,3391902.84,32,Hauts-de-France,57,Société par actions simplifiée
Fonds de solidarité,VOLET2,7,17760.00,32,Hauts-de-France,65,Société civile
Fonds de solidarité,VOLET2,32,177011.07,32,Hauts-de-France,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET2,8342,21422749.15,11,Île-de-France,10,Entrepreneur individuel
Fonds de solidarité,VOLET2,3,4800.00,11,Île-de-France,21,Indivision
Fonds de solidarité,VOLET2,3,15500.00,11,Île-de-France,22,Société créée de fait
Fonds de solidarité,VOLET2,39,277600.00,11,Île-de-France,52,Société en nom collectif
Fonds de solidarité,VOLET2,5703,25226744.02,11,Île-de-France,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET2,15,121500.00,11,Île-de-France,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET2,5669,21450984.74,11,Île-de-France,57,Société par actions simplifiée
Fonds de solidarité,VOLET2,61,166670.00,11,Île-de-France,65,Société civile
Fonds de solidarité,VOLET2,117,489315.40,11,Île-de-France,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET2,140,330741.16,04,La Réunion,10,Entrepreneur individuel
Fonds de solidarité,VOLET2,177,553954.21,04,La Réunion,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET2,51,164677.00,04,La Réunion,57,Société par actions simplifiée
Fonds de solidarité,VOLET2,6,14285.75,04,La Réunion,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET2,132,291450.00,02,Martinique,10,Entrepreneur individuel
Fonds de solidarité,VOLET2,223,607326.60,02,Martinique,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET2,160,396518.88,02,Martinique,57,Société par actions simplifiée
Fonds de solidarité,VOLET2,6,13500.00,02,Martinique,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET2,114,465560.00,06,Mayotte,10,Entrepreneur individuel
