dispositif,volet,nombre_aides,nombre_entreprises,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,94384,18934,306122991.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,231964,47369,966149083.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,94358,18643,568058172.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,35305,6602,315483355.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,17843,3242,301637813.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,5692,1180,227849449.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,773,184,66360584.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,195,56,25008129.00,84,Auvergne-Rhône-Alpes,22,100 à 199 salariés
Fonds de solidarité,VOLET1,49,15,6890362.00,84,Auvergne-Rhône-Alpes,31,200 à 249 salariés
Fonds de solidarité,VOLET1,55,16,6408624.00,84,Auvergne-Rhône-Alpes,32,250 à 499 salariés
Fonds de solidarité,VOLET1,15,4,2801500.00,84,Auvergne-Rhône-Alpes,41,500 à 999 salariés
Fonds de solidarité,VOLET1,8,4,210500.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,104336,20867,237087738.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,23318,4823,75244160.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,63915,13557,262619027.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,23734,4974,135681983.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,7958,1623,63046677.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,3767,720,56629943.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1338,279,43743500.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,119,28,7736804.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,19,7,2010500.00,27,Bourgogne-Franche-Comté,22,100 à 199 salariés
Fonds de solidarité,VOLET1,22228,5049,45388438.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,33751,6479,125808398.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,80352,16432,354310847.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,31409,6468,188233499.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,10803,2232,91961794.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,5067,981,75436779.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1554,332,60786883.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,115,35,8802535.00,53,Bretagne,21,50 à 99 salariés
Fonds de solidarité,VOLET1,30,10,3382121.00,53,Bretagne,22,100 à 199 salariés
Fonds de solidarité,VOLET1,7,3,966340.00,53,Bretagne,31,200 à 249 salariés
Fonds de solidarité,VOLET1,10,5,1675877.00,53,Bretagne,32,250 à 499 salariés
Fonds de solidarité,VOLET1,24172,5599,49539893.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,18156,3776,58329964.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET1,53263,11679,209912852.00,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,21287,4645,119250010.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,6591,1425,51383457.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,3157,618,49232315.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,933,203,31111588.00,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET1,76,18,7109119.00,24,Centre-Val de Loire,21,50 à 99 salariés
Fonds de solidarité,VOLET1,17306,3961,34743339.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,9976,1531,40332418.00,94,Corse,00,0 salarié
Fonds de solidarité,VOLET1,22156,3844,94228376.00,94,Corse,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,10265,1770,62252784.00,94,Corse,02,3 à 5 salariés
Fonds de solidarité,VOLET1,3398,601,29389591.00,94,Corse,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1521,281,27789181.00,94,Corse,11,10 à 19 salariés
Fonds de solidarité,VOLET1,403,84,19198263.00,94,Corse,12,20 à 49 salariés
Fonds de solidarité,VOLET1,61,12,4383765.00,94,Corse,21,50 à 99 salariés
Fonds de solidarité,VOLET1,6030,1239,11615317.00,94,Corse,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,43679,9391,145217298.00,44,Grand Est,00,0 salarié
Fonds de solidarité,VOLET1,131013,28664,544184406.00,44,Grand Est,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,54954,11613,315108555.00,44,Grand Est,02,3 à 5 salariés
Fonds de solidarité,VOLET1,20747,4080,165079956.00,44,Grand Est,03,6 à 9 salariés
Fonds de solidarité,VOLET1,10142,1793,154414910.00,44,Grand Est,11,10 à 19 salariés
Fonds de solidarité,VOLET1,2996,607,112413238.00,44,Grand Est,12,20 à 49 salariés
Fonds de solidarité,VOLET1,266,75,24835400.00,44,Grand Est,21,50 à 99 salariés
Fonds de solidarité,VOLET1,38,13,2652656.00,44,Grand Est,22,100 à 199 salariés
Fonds de solidarité,VOLET1,14,6,2401929.00,44,Grand Est,32,250 à 499 salariés
Fonds de solidarité,VOLET1,48260,11422,124480842.00,44,Grand Est,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,3580,781,7626330.00,01,Guadeloupe,00,0 salarié
Fonds de solidarité,VOLET1,11845,2773,28696948.00,01,Guadeloupe,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,4062,1031,13613239.00,01,Guadeloupe,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1429,386,7117876.00,01,Guadeloupe,03,6 à 9 salariés
Fonds de solidarité,VOLET1,512,122,4759192.00,01,Guadeloupe,11,10 à 19 salariés
Fonds de solidarité,VOLET1,131,31,5841958.00,01,Guadeloupe,12,20 à 49 salariés
Fonds de solidarité,VOLET1,19,5,837458.00,01,Guadeloupe,21,50 à 99 salariés
Fonds de solidarité,VOLET1,11,6,1170146.00,01,Guadeloupe,22,100 à 199 salariés
Fonds de solidarité,VOLET1,13264,2635,21303691.00,01,Guadeloupe,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,2278,372,5348703.00,03,Guyane,00,0 salarié
Fonds de solidarité,VOLET1,5484,950,13443641.00,03,Guyane,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,2137,410,6106311.00,03,Guyane,02,3 à 5 salariés
Fonds de solidarité,VOLET1,718,145,2511238.00,03,Guyane,03,6 à 9 salariés
Fonds de solidarité,VOLET1,289,58,1519756.00,03,Guyane,11,10 à 19 salariés
Fonds de solidarité,VOLET1,75,14,1040645.00,03,Guyane,12,20 à 49 salariés
Fonds de solidarité,VOLET1,3725,554,7125202.00,03,Guyane,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,36323,7442,107107848.00,32,Hauts-de-France,00,0 salarié
Fonds de solidarité,VOLET1,108655,22701,418545286.00,32,Hauts-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,44283,9037,248147297.00,32,Hauts-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET1,15681,3198,117468365.00,32,Hauts-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET1,7243,1372,104380369.00,32,Hauts-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET1,2826,613,96608783.00,32,Hauts-de-France,12,20 à 49 salariés
Fonds de solidarité,VOLET1,257,58,19235841.00,32,Hauts-de-France,21,50 à 99 salariés
Fonds de solidarité,VOLET1,60,21,7403467.00,32,Hauts-de-France,22,100 à 199 salariés
Fonds de solidarité,VOLET1,19,8,3449753.00,32,Hauts-de-France,31,200 à 249 salariés
Fonds de solidarité,VOLET1,20,7,1787246.00,32,Hauts-de-France,32,250 à 499 salariés
Fonds de solidarité,VOLET1,20,6,1776401.00,32,Hauts-de-France,41,500 à 999 salariés
Fonds de solidarité,VOLET1,16,6,2763348.00,32,Hauts-de-France,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,32436,7200,64077077.00,32,Hauts-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,137497,24691,430088790.00,11,Île-de-France,00,0 salarié
Fonds de solidarité,VOLET1,370955,70717,1404698739.00,11,Île-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,184917,34152,1098098320.00,11,Île-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET1,79961,13725,717744743.00,11,Île-de-France,03,6 à 9 salariés
