dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section
Reports d'échéances fiscales,12.00,132398.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,4.00,140970.00,84,Auvergne-Rhône-Alpes,B,Industries extractives
Reports d'échéances fiscales,651.00,45791817.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière
Reports d'échéances fiscales,4.00,568274.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Reports d'échéances fiscales,18.00,1868993.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,637.00,16772055.00,84,Auvergne-Rhône-Alpes,F,Construction
Reports d'échéances fiscales,1451.00,58867022.00,84,Auvergne-Rhône-Alpes,G,Commerce
Reports d'échéances fiscales,157.00,8726212.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage
Reports d'échéances fiscales,658.00,7369393.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration
Reports d'échéances fiscales,164.00,7694291.00,84,Auvergne-Rhône-Alpes,J,Information et communication
Reports d'échéances fiscales,306.00,14097406.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance
Reports d'échéances fiscales,476.00,6725872.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières
Reports d'échéances fiscales,783.00,24411302.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,263.00,9874994.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,73.00,970564.00,84,Auvergne-Rhône-Alpes,P,Enseignement
Reports d'échéances fiscales,258.00,8131616.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale
Reports d'échéances fiscales,79.00,9209209.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,137.00,1611605.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services
Reports d'échéances fiscales,72.00,651214.00,84,Auvergne-Rhône-Alpes,Z,Non connu
Reports d'échéances fiscales,22.00,406802.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,200.00,20366721.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière
Reports d'échéances fiscales,128.00,1991553.00,27,Bourgogne-Franche-Comté,F,Construction
Reports d'échéances fiscales,398.00,13053934.00,27,Bourgogne-Franche-Comté,G,Commerce
Reports d'échéances fiscales,67.00,1966452.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage
Reports d'échéances fiscales,206.00,1015726.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration
Reports d'échéances fiscales,24.00,810200.00,27,Bourgogne-Franche-Comté,J,Information et communication
Reports d'échéances fiscales,41.00,1818305.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance
Reports d'échéances fiscales,112.00,1238711.00,27,Bourgogne-Franche-Comté,L,Activités immobilières
Reports d'échéances fiscales,142.00,2206341.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,41.00,878713.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,9.00,23159.00,27,Bourgogne-Franche-Comté,P,Enseignement
Reports d'échéances fiscales,72.00,2127877.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale
Reports d'échéances fiscales,26.00,3230451.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,43.00,151734.00,27,Bourgogne-Franche-Comté,S,Autres activités de services
Reports d'échéances fiscales,51.00,636207.00,27,Bourgogne-Franche-Comté,Z,Non connu
Reports d'échéances fiscales,19.00,228976.00,53,Bretagne,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,226.00,16519419.00,53,Bretagne,C,Industrie manufacturière
Reports d'échéances fiscales,272.00,10955479.00,53,Bretagne,F,Construction
Reports d'échéances fiscales,563.00,12775979.00,53,Bretagne,G,Commerce
Reports d'échéances fiscales,55.00,1340111.00,53,Bretagne,H,Transports et entreposage
Reports d'échéances fiscales,434.00,5672456.00,53,Bretagne,I,Hébergement et restauration
Reports d'échéances fiscales,48.00,2490744.00,53,Bretagne,J,Information et communication
Reports d'échéances fiscales,137.00,5631653.00,53,Bretagne,K,Activités financières et d'assurance
Reports d'échéances fiscales,149.00,2164775.00,53,Bretagne,L,Activités immobilières
Reports d'échéances fiscales,247.00,5068561.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,71.00,1320448.00,53,Bretagne,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,24.00,274765.00,53,Bretagne,P,Enseignement
Reports d'échéances fiscales,88.00,4049430.00,53,Bretagne,Q,Santé humaine et action sociale
Reports d'échéances fiscales,37.00,940329.00,53,Bretagne,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,58.00,130471.00,53,Bretagne,S,Autres activités de services
Reports d'échéances fiscales,20.00,455649.00,53,Bretagne,Z,Non connu
Reports d'échéances fiscales,11.00,415653.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,165.00,7516101.00,24,Centre-Val de Loire,C,Industrie manufacturière
Reports d'échéances fiscales,3.00,19533.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,147.00,2752725.00,24,Centre-Val de Loire,F,Construction
Reports d'échéances fiscales,364.00,10161059.00,24,Centre-Val de Loire,G,Commerce
Reports d'échéances fiscales,65.00,1621794.00,24,Centre-Val de Loire,H,Transports et entreposage
Reports d'échéances fiscales,178.00,1169502.00,24,Centre-Val de Loire,I,Hébergement et restauration
Reports d'échéances fiscales,22.00,637421.00,24,Centre-Val de Loire,J,Information et communication
Reports d'échéances fiscales,66.00,1268969.00,24,Centre-Val de Loire,K,Activités financières et d'assurance
Reports d'échéances fiscales,98.00,861817.00,24,Centre-Val de Loire,L,Activités immobilières
Reports d'échéances fiscales,119.00,2475117.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,41.00,862348.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,11.00,32108.00,24,Centre-Val de Loire,P,Enseignement
Reports d'échéances fiscales,50.00,3132935.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale
Reports d'échéances fiscales,11.00,538592.00,24,Centre-Val de Loire,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,39.00,307980.00,24,Centre-Val de Loire,S,Autres activités de services
Reports d'échéances fiscales,33.00,247596.00,24,Centre-Val de Loire,Z,Non connu
Reports d'échéances fiscales,15.00,754001.00,94,Corse,C,Industrie manufacturière
Reports d'échéances fiscales,27.00,1127054.00,94,Corse,F,Construction
Reports d'échéances fiscales,63.00,1415710.00,94,Corse,G,Commerce
Reports d'échéances fiscales,14.00,209678.00,94,Corse,H,Transports et entreposage
Reports d'échéances fiscales,52.00,392699.00,94,Corse,I,Hébergement et restauration
Reports d'échéances fiscales,3.00,262319.00,94,Corse,J,Information et communication
Reports d'échéances fiscales,5.00,245569.00,94,Corse,K,Activités financières et d'assurance
Reports d'échéances fiscales,15.00,177139.00,94,Corse,L,Activités immobilières
Reports d'échéances fiscales,23.00,146197.00,94,Corse,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,10.00,293500.00,94,Corse,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,10.00,202417.00,94,Corse,Q,Santé humaine et action sociale
Reports d'échéances fiscales,3.00,908760.00,94,Corse,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,4.00,13908.00,94,Corse,S,Autres activités de services
Reports d'échéances fiscales,11.00,122291.00,94,Corse,Z,Non connu
Reports d'échéances fiscales,61.00,1161271.00,44,Grand Est,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,324.00,34997048.00,44,Grand Est,C,Industrie manufacturière
Reports d'échéances fiscales,4.00,55329.00,44,Grand Est,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,368.00,5810616.00,44,Grand Est,F,Construction
Reports d'échéances fiscales,823.00,36390031.00,44,Grand Est,G,Commerce
Reports d'échéances fiscales,92.00,3718499.00,44,Grand Est,H,Transports et entreposage
Reports d'échéances fiscales,418.00,4253697.00,44,Grand Est,I,Hébergement et restauration
Reports d'échéances fiscales,47.00,724162.00,44,Grand Est,J,Information et communication
Reports d'échéances fiscales,163.00,3378037.00,44,Grand Est,K,Activités financières et d'assurance
Reports d'échéances fiscales,286.00,3343140.00,44,Grand Est,L,Activités immobilières
Reports d'échéances fiscales,305.00,5448343.00,44,Grand Est,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,121.00,2329329.00,44,Grand Est,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,29.00,252576.00,44,Grand Est,P,Enseignement
Reports d'échéances fiscales,177.00,5305893.00,44,Grand Est,Q,Santé humaine et action sociale
Reports d'échéances fiscales,41.00,1609248.00,44,Grand Est,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,103.00,420748.00,44,Grand Est,S,Autres activités de services
Reports d'échéances fiscales,59.00,1763168.00,44,Grand Est,Z,Non connu
Reports d'échéances fiscales,13.00,745338.00,01,Guadeloupe,G,Commerce
Reports d'échéances fiscales,3.00,5408.00,01,Guadeloupe,I,Hébergement et restauration
Reports d'échéances fiscales,3.00,36869.00,01,Guadeloupe,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,4.00,195085.00,01,Guadeloupe,Q,Santé humaine et action sociale
Reports d'échéances fiscales,16.00,661490.00,01,Guadeloupe,Z,Non connu
Reports d'échéances fiscales,3.00,74473.00,03,Guyane,C,Industrie manufacturière
Reports d'échéances fiscales,3.00,26347.00,03,Guyane,F,Construction
Reports d'échéances fiscales,33.00,745841.00,03,Guyane,G,Commerce
Reports d'échéances fiscales,5.00,179230.00,03,Guyane,H,Transports et entreposage
Reports d'échéances fiscales,6.00,55874.00,03,Guyane,I,Hébergement et restauration
Reports d'échéances fiscales,4.00,28265.00,03,Guyane,L,Activités immobilières
Reports d'échéances fiscales,3.00,187822.00,03,Guyane,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,5.00,57241.00,03,Guyane,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,5.00,162625.00,03,Guyane,Q,Santé humaine et action sociale
Reports d'échéances fiscales,7.00,97049.00,03,Guyane,Z,Non connu
Reports d'échéances fiscales,5.00,103261.00,32,Hauts-de-France,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,331.00,44500499.00,32,Hauts-de-France,C,Industrie manufacturière
Reports d'échéances fiscales,13.00,767464.00,32,Hauts-de-France,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,337.00,23299270.00,32,Hauts-de-France,F,Construction
Reports d'échéances fiscales,892.00,101476958.00,32,Hauts-de-France,G,Commerce
Reports d'échéances fiscales,117.00,3875677.00,32,Hauts-de-France,H,Transports et entreposage
Reports d'échéances fiscales,445.00,3812423.00,32,Hauts-de-France,I,Hébergement et restauration
Reports d'échéances fiscales,74.00,2494339.00,32,Hauts-de-France,J,Information et communication
Reports d'échéances fiscales,163.00,3189167.00,32,Hauts-de-France,K,Activités financières et d'assurance
Reports d'échéances fiscales,231.00,2469597.00,32,Hauts-de-France,L,Activités immobilières
Reports d'échéances fiscales,330.00,5864144.00,32,Hauts-de-France,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,137.00,7753682.00,32,Hauts-de-France,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,56.00,412909.00,32,Hauts-de-France,P,Enseignement
Reports d'échéances fiscales,136.00,3565996.00,32,Hauts-de-France,Q,Santé humaine et action sociale
Reports d'échéances fiscales,47.00,2007039.00,32,Hauts-de-France,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,152.00,852016.00,32,Hauts-de-France,S,Autres activités de services
Reports d'échéances fiscales,25.00,743601.00,32,Hauts-de-France,Z,Non connu
Reports d'échéances fiscales,35.00,1291992.00,04,La Réunion,C,Industrie manufacturière
Reports d'échéances fiscales,25.00,768058.00,04,La Réunion,F,Construction
Reports d'échéances fiscales,124.00,3165461.00,04,La Réunion,G,Commerce
Reports d'échéances fiscales,11.00,226542.00,04,La Réunion,H,Transports et entreposage
Reports d'échéances fiscales,28.00,237412.00,04,La Réunion,I,Hébergement et restauration
Reports d'échéances fiscales,17.00,151415.00,04,La Réunion,J,Information et communication
Reports d'échéances fiscales,25.00,419151.00,04,La Réunion,K,Activités financières et d'assurance
Reports d'échéances fiscales,37.00,399809.00,04,La Réunion,L,Activités immobilières
Reports d'échéances fiscales,33.00,1038262.00,04,La Réunion,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,17.00,259737.00,04,La Réunion,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,6.00,21646.00,04,La Réunion,P,Enseignement
Reports d'échéances fiscales,20.00,920736.00,04,La Réunion,Q,Santé humaine et action sociale
Reports d'échéances fiscales,4.00,1659441.00,04,La Réunion,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,5.00,13085.00,04,La Réunion,Z,Non connu
Reports d'échéances fiscales,8.00,342128.00,02,Martinique,C,Industrie manufacturière
Reports d'échéances fiscales,8.00,45679.00,02,Martinique,F,Construction
Reports d'échéances fiscales,41.00,2518591.00,02,Martinique,G,Commerce
Reports d'échéances fiscales,3.00,1883495.00,02,Martinique,H,Transports et entreposage
Reports d'échéances fiscales,5.00,79636.00,02,Martinique,K,Activités financières et d'assurance
Reports d'échéances fiscales,16.00,149731.00,02,Martinique,L,Activités immobilières
Reports d'échéances fiscales,8.00,76926.00,02,Martinique,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,3.00,232765.00,02,Martinique,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,5.00,231806.00,02,Martinique,Q,Santé humaine et action sociale
Reports d'échéances fiscales,3.00,141567.00,02,Martinique,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,6.00,37892.00,02,Martinique,S,Autres activités de services
Reports d'échéances fiscales,9.00,66293.00,02,Martinique,Z,Non connu
Reports d'échéances fiscales,11.00,131965.00,06,Mayotte,G,Commerce
Reports d'échéances fiscales,4.00,27051.00,06,Mayotte,L,Activités immobilières
Reports d'échéances fiscales,8.00,78473.00,06,Mayotte,Z,Non connu
Reports d'échéances fiscales,8.00,43827.00,28,Normandie,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,178.00,10994977.00,28,Normandie,C,Industrie manufacturière
Reports d'échéances fiscales,5.00,137997.00,28,Normandie,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,212.00,6330891.00,28,Normandie,F,Construction
Reports d'échéances fiscales,494.00,11727827.00,28,Normandie,G,Commerce
Reports d'échéances fiscales,75.00,2904589.00,28,Normandie,H,Transports et entreposage
Reports d'échéances fiscales,253.00,2122319.00,28,Normandie,I,Hébergement et restauration
Reports d'échéances fiscales,23.00,237097.00,28,Normandie,J,Information et communication
Reports d'échéances fiscales,82.00,1773976.00,28,Normandie,K,Activités financières et d'assurance
Reports d'échéances fiscales,136.00,1563859.00,28,Normandie,L,Activités immobilières
Reports d'échéances fiscales,200.00,3434571.00,28,Normandie,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,59.00,1707294.00,28,Normandie,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,32.00,353211.00,28,Normandie,P,Enseignement
Reports d'échéances fiscales,88.00,1737336.00,28,Normandie,Q,Santé humaine et action sociale
Reports d'échéances fiscales,44.00,1314338.00,28,Normandie,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,43.00,146172.00,28,Normandie,S,Autres activités de services
Reports d'échéances fiscales,19.00,466977.00,28,Normandie,Z,Non connu
Reports d'échéances fiscales,96.00,4850332.00,75,Nouvelle-Aquitaine,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,6.00,203502.00,75,Nouvelle-Aquitaine,B,Industries extractives
Reports d'échéances fiscales,438.00,30464213.00,75,Nouvelle-Aquitaine,C,Industrie manufacturière
Reports d'échéances fiscales,3.00,48826.00,75,Nouvelle-Aquitaine,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Reports d'échéances fiscales,7.00,198042.00,75,Nouvelle-Aquitaine,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,442.00,17895869.00,75,Nouvelle-Aquitaine,F,Construction
Reports d'échéances fiscales,1161.00,29756467.00,75,Nouvelle-Aquitaine,G,Commerce
Reports d'échéances fiscales,116.00,4230202.00,75,Nouvelle-Aquitaine,H,Transports et entreposage
Reports d'échéances fiscales,610.00,6081280.00,75,Nouvelle-Aquitaine,I,Hébergement et restauration
Reports d'échéances fiscales,61.00,2697225.00,75,Nouvelle-Aquitaine,J,Information et communication
Reports d'échéances fiscales,210.00,5309460.00,75,Nouvelle-Aquitaine,K,Activités financières et d'assurance
Reports d'échéances fiscales,350.00,2644032.00,75,Nouvelle-Aquitaine,L,Activités immobilières
Reports d'échéances fiscales,445.00,6539479.00,75,Nouvelle-Aquitaine,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,195.00,4124683.00,75,Nouvelle-Aquitaine,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,60.00,585447.00,75,Nouvelle-Aquitaine,P,Enseignement
Reports d'échéances fiscales,186.00,9965586.00,75,Nouvelle-Aquitaine,Q,Santé humaine et action sociale
Reports d'échéances fiscales,65.00,1179244.00,75,Nouvelle-Aquitaine,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,161.00,489287.00,75,Nouvelle-Aquitaine,S,Autres activités de services
Reports d'échéances fiscales,63.00,6746060.00,75,Nouvelle-Aquitaine,Z,Non connu
Reports d'échéances fiscales,31.00,478354.00,76,Occitanie,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,4.00,296069.00,76,Occitanie,B,Industries extractives
Reports d'échéances fiscales,267.00,16650922.00,76,Occitanie,C,Industrie manufacturière
Reports d'échéances fiscales,3.00,20271.00,76,Occitanie,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Reports d'échéances fiscales,3.00,68867.00,76,Occitanie,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,360.00,10760401.00,76,Occitanie,F,Construction
Reports d'échéances fiscales,925.00,26074291.00,76,Occitanie,G,Commerce
Reports d'échéances fiscales,111.00,3985362.00,76,Occitanie,H,Transports et entreposage
Reports d'échéances fiscales,504.00,4853210.00,76,Occitanie,I,Hébergement et restauration
Reports d'échéances fiscales,69.00,1533294.00,76,Occitanie,J,Information et communication
Reports d'échéances fiscales,146.00,11041477.00,76,Occitanie,K,Activités financières et d'assurance
Reports d'échéances fiscales,318.00,5021271.00,76,Occitanie,L,Activités immobilières
Reports d'échéances fiscales,311.00,7748344.00,76,Occitanie,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,180.00,5074028.00,76,Occitanie,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,43.00,204058.00,76,Occitanie,P,Enseignement
Reports d'échéances fiscales,137.00,4550304.00,76,Occitanie,Q,Santé humaine et action sociale
Reports d'échéances fiscales,61.00,2342387.00,76,Occitanie,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,167.00,616950.00,76,Occitanie,S,Autres activités de services
Reports d'échéances fiscales,82.00,2348156.00,76,Occitanie,Z,Non connu
