dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,13.00,169225.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-02-25
Reports d'échéances fiscales,1101.00,77149136.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-02-25
Reports d'échéances fiscales,14.00,1324825.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-02-25
Reports d'échéances fiscales,38.00,2869501.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-02-25
Reports d'échéances fiscales,1034.00,25592688.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-02-25
Reports d'échéances fiscales,2512.00,91258030.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-02-25
Reports d'échéances fiscales,294.00,12531077.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-02-25
Reports d'échéances fiscales,1870.00,20815201.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-02-25
Reports d'échéances fiscales,279.00,13758270.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-02-25
Reports d'échéances fiscales,470.00,19981441.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-02-25
Reports d'échéances fiscales,829.00,13657160.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-02-25
Reports d'échéances fiscales,1149.00,49192268.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-02-25
Reports d'échéances fiscales,458.00,15203969.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-02-25
Reports d'échéances fiscales,176.00,2236746.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-02-25
Reports d'échéances fiscales,351.00,10394273.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-02-25
Reports d'échéances fiscales,253.00,15031291.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-02-25
Reports d'échéances fiscales,351.00,3345671.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-02-25
Reports d'échéances fiscales,61.00,692686.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-02-25
Reports d'échéances fiscales,31.00,606784.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-02-25
Reports d'échéances fiscales,360.00,33125950.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-02-25
Reports d'échéances fiscales,7.00,122085.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-02-25
Reports d'échéances fiscales,208.00,2763754.00,27,Bourgogne-Franche-Comté,F,Construction,2021-02-25
Reports d'échéances fiscales,676.00,17156206.00,27,Bourgogne-Franche-Comté,G,Commerce,2021-02-25
Reports d'échéances fiscales,88.00,2408521.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2021-02-25
Reports d'échéances fiscales,545.00,2796004.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2021-02-25
Reports d'échéances fiscales,27.00,752200.00,27,Bourgogne-Franche-Comté,J,Information et communication,2021-02-25
Reports d'échéances fiscales,71.00,2841802.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2021-02-25
Reports d'échéances fiscales,222.00,3257633.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2021-02-25
Reports d'échéances fiscales,213.00,3000073.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2021-02-25
Reports d'échéances fiscales,80.00,2117570.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2021-02-25
Reports d'échéances fiscales,25.00,63158.00,27,Bourgogne-Franche-Comté,P,Enseignement,2021-02-25
Reports d'échéances fiscales,94.00,2996810.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2021-02-25
Reports d'échéances fiscales,78.00,5118775.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2021-02-25
Reports d'échéances fiscales,93.00,297880.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2021-02-25
Reports d'échéances fiscales,30.00,255691.00,27,Bourgogne-Franche-Comté,Z,Non connu,2021-02-25
Reports d'échéances fiscales,28.00,337826.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2021-02-25
Reports d'échéances fiscales,351.00,23672844.00,53,Bretagne,C,Industrie manufacturière,2021-02-25
Reports d'échéances fiscales,4.00,76610.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-02-25
