dispositif,volet,nombre_aides,nombre_entreprises,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,100336,18989,325914017.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,248047,47450,1031890027.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,102700,18690,622368083.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,39089,6625,355792117.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,20463,3259,352351541.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,6774,1197,276682646.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,998,189,86628516.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,254,62,32418400.00,84,Auvergne-Rhône-Alpes,22,100 à 199 salariés
Fonds de solidarité,VOLET1,63,15,8549503.00,84,Auvergne-Rhône-Alpes,31,200 à 249 salariés
Fonds de solidarité,VOLET1,81,16,9378811.00,84,Auvergne-Rhône-Alpes,32,250 à 499 salariés
Fonds de solidarité,VOLET1,24,6,4355337.00,84,Auvergne-Rhône-Alpes,41,500 à 999 salariés
Fonds de solidarité,VOLET1,11,5,810500.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,110466,21113,252188477.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,24668,4848,80095947.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,67931,13591,278035862.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,25608,4993,147348098.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,8719,1637,70314687.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,4314,730,64838704.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1556,282,51438031.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,149,29,9839410.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,24,8,2849587.00,27,Bourgogne-Franche-Comté,22,100 à 199 salariés
Fonds de solidarité,VOLET1,23453,5125,47729666.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,35606,6497,132125403.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,85397,16454,373816130.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,33772,6480,203292151.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,11804,2235,103515610.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,5717,985,85967756.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1732,333,68597821.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,136,35,10102791.00,53,Bretagne,21,50 à 99 salariés
Fonds de solidarité,VOLET1,43,10,4640266.00,53,Bretagne,22,100 à 199 salariés
Fonds de solidarité,VOLET1,7,3,966340.00,53,Bretagne,31,200 à 249 salariés
Fonds de solidarité,VOLET1,10,5,1675877.00,53,Bretagne,32,250 à 499 salariés
Fonds de solidarité,VOLET1,25300,5654,51395158.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,19204,3797,61713787.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET1,56750,11715,222868795.00,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,22913,4662,129406410.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,7190,1430,57311440.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,3645,622,58358888.00,24,Centre-Val de Loire,11,10 à 19 salariés
