dispositif,volet,nombre_aides,montant_total,reg,libelle_region,code_categorie_juridique,libelle_categorie_juridique
Fonds de solidarité,VOLET1,191639,246710783.00,84,Auvergne-Rhône-Alpes,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,145,175051.00,84,Auvergne-Rhône-Alpes,21,Indivision
Fonds de solidarité,VOLET1,196,284539.00,84,Auvergne-Rhône-Alpes,22,Société créée de fait
Fonds de solidarité,VOLET1,4,6000.00,84,Auvergne-Rhône-Alpes,29,Autre groupement de droit privé non doté de la personnalité morale
Fonds de solidarité,VOLET1,537,796460.00,84,Auvergne-Rhône-Alpes,52,Société en nom collectif
Fonds de solidarité,VOLET1,10,14820.00,84,Auvergne-Rhône-Alpes,53,Société en commandite
Fonds de solidarité,VOLET1,79412,117082670.00,84,Auvergne-Rhône-Alpes,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,94,140790.00,84,Auvergne-Rhône-Alpes,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,37557,54470691.00,84,Auvergne-Rhône-Alpes,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,29,40710.00,84,Auvergne-Rhône-Alpes,62,Groupement d'intérêt économique
Fonds de solidarité,VOLET1,4,6000.00,84,Auvergne-Rhône-Alpes,63,Société coopérative agricole
Fonds de solidarité,VOLET1,2286,3258665.00,84,Auvergne-Rhône-Alpes,65,Société civile
Fonds de solidarité,VOLET1,4,6000.00,84,Auvergne-Rhône-Alpes,69,Autre personne morale de droit privé inscrite au registre du commerce et des sociétés
Fonds de solidarité,VOLET1,27,39100.00,84,Auvergne-Rhône-Alpes,84,Organisme professionnel
Fonds de solidarité,VOLET1,2729,3828937.00,84,Auvergne-Rhône-Alpes,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,48645,61727361.00,27,Bourgogne-Franche-Comté,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,34,44440.00,27,Bourgogne-Franche-Comté,21,Indivision
Fonds de solidarité,VOLET1,23,33143.00,27,Bourgogne-Franche-Comté,22,Société créée de fait
Fonds de solidarité,VOLET1,3,4500.00,27,Bourgogne-Franche-Comté,23,Société en participation
Fonds de solidarité,VOLET1,3,4500.00,27,Bourgogne-Franche-Comté,41,Etablissement public ou régie à caractère industriel ou commercial
Fonds de solidarité,VOLET1,178,260133.00,27,Bourgogne-Franche-Comté,52,Société en nom collectif
Fonds de solidarité,VOLET1,22436,33033297.00,27,Bourgogne-Franche-Comté,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,21,30654.00,27,Bourgogne-Franche-Comté,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,7478,10835049.00,27,Bourgogne-Franche-Comté,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,10,14138.00,27,Bourgogne-Franche-Comté,62,Groupement d'intérêt économique
Fonds de solidarité,VOLET1,936,1318263.00,27,Bourgogne-Franche-Comté,65,Société civile
Fonds de solidarité,VOLET1,9,13500.00,27,Bourgogne-Franche-Comté,84,Organisme professionnel
Fonds de solidarité,VOLET1,811,1148460.00,27,Bourgogne-Franche-Comté,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,61796,79191568.00,53,Bretagne,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,35,40669.00,53,Bretagne,21,Indivision
Fonds de solidarité,VOLET1,55,79044.00,53,Bretagne,22,Société créée de fait
Fonds de solidarité,VOLET1,548,812847.00,53,Bretagne,52,Société en nom collectif
Fonds de solidarité,VOLET1,4,6000.00,53,Bretagne,53,Société en commandite
Fonds de solidarité,VOLET1,30721,45281310.00,53,Bretagne,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,15,22450.00,53,Bretagne,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,5885,8480338.00,53,Bretagne,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,4,6000.00,53,Bretagne,62,Groupement d'intérêt économique
Fonds de solidarité,VOLET1,797,1111264.00,53,Bretagne,65,Société civile
Fonds de solidarité,VOLET1,922,1296354.00,53,Bretagne,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,42737,54177985.00,24,Centre-Val de Loire,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,18,19095.00,24,Centre-Val de Loire,21,Indivision
Fonds de solidarité,VOLET1,26,34972.00,24,Centre-Val de Loire,22,Société créée de fait
Fonds de solidarité,VOLET1,3,4500.00,24,Centre-Val de Loire,29,Autre groupement de droit privé non doté de la personnalité morale
Fonds de solidarité,VOLET1,228,336523.00,24,Centre-Val de Loire,52,Société en nom collectif
Fonds de solidarité,VOLET1,19282,28417099.00,24,Centre-Val de Loire,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,13,19500.00,24,Centre-Val de Loire,55,Société anonyme à conseil d'administration
