dispositif,volet,nombre_aides,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET2,150,330000.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET2,806,2041638.52,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,331,1077576.67,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET2,87,337720.09,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET2,17,88500.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET2,5,25500.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET2,28,56000.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,33,73500.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET2,254,592490.66,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,107,330891.77,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET2,25,101000.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET2,4,18500.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET2,7,14000.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,81,188352.38,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET2,362,960396.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,122,423500.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET2,37,146045.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET2,9,60350.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET2,8,16000.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,45,111500.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET2,284,714252.59,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,100,332600.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET2,29,109000.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET2,15,31500.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,28,68000.00,94,Corse,00,0 salarié
Fonds de solidarité,VOLET2,102,268836.66,94,Corse,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,48,145500.00,94,Corse,02,3 à 5 salariés
Fonds de solidarité,VOLET2,12,46500.00,94,Corse,03,6 à 9 salariés
Fonds de solidarité,VOLET2,3,12000.00,94,Corse,11,10 à 19 salariés
Fonds de solidarité,VOLET2,11,22000.00,94,Corse,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,74,170320.00,44,Grand Est,00,0 salarié
Fonds de solidarité,VOLET2,424,1066800.79,44,Grand Est,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,148,492926.95,44,Grand Est,02,3 à 5 salariés
Fonds de solidarité,VOLET2,54,223974.00,44,Grand Est,03,6 à 9 salariés
Fonds de solidarité,VOLET2,15,65500.00,44,Grand Est,11,10 à 19 salariés
Fonds de solidarité,VOLET2,11,22000.00,44,Grand Est,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,23,50500.00,01,Guadeloupe,00,0 salarié
Fonds de solidarité,VOLET2,124,282500.00,01,Guadeloupe,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,65,186700.00,01,Guadeloupe,02,3 à 5 salariés
Fonds de solidarité,VOLET2,17,55995.14,01,Guadeloupe,03,6 à 9 salariés
Fonds de solidarité,VOLET2,9,34500.00,01,Guadeloupe,11,10 à 19 salariés
Fonds de solidarité,VOLET2,25,54500.00,01,Guadeloupe,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,5,11500.00,03,Guyane,00,0 salarié
Fonds de solidarité,VOLET2,22,67183.92,03,Guyane,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,7,31000.00,03,Guyane,02,3 à 5 salariés
Fonds de solidarité,VOLET2,9,38000.00,03,Guyane,03,6 à 9 salariés
Fonds de solidarité,VOLET2,56,134736.00,32,Hauts-de-France,00,0 salarié
Fonds de solidarité,VOLET2,416,1069869.13,32,Hauts-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,184,574000.00,32,Hauts-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET2,52,227877.00,32,Hauts-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET2,14,55000.00,32,Hauts-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET2,10,26720.65,32,Hauts-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,493,1125003.00,11,Île-de-France,00,0 salarié
Fonds de solidarité,VOLET2,2480,5814748.44,11,Île-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,1280,3716348.00,11,Île-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET2,431,1526075.00,11,Île-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET2,52,194511.00,11,Île-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET2,169,354000.00,11,Île-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,24,53984.00,02,Martinique,00,0 salarié
Fonds de solidarité,VOLET2,168,404500.00,02,Martinique,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,90,259500.00,02,Martinique,02,3 à 5 salariés
Fonds de solidarité,VOLET2,30,109500.00,02,Martinique,03,6 à 9 salariés
Fonds de solidarité,VOLET2,13,26000.00,02,Martinique,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,74,164500.00,28,Normandie,00,0 salarié
Fonds de solidarité,VOLET2,297,671981.79,28,Normandie,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,113,347121.81,28,Normandie,02,3 à 5 salariés
Fonds de solidarité,VOLET2,29,97441.00,28,Normandie,03,6 à 9 salariés
Fonds de solidarité,VOLET2,6,21000.00,28,Normandie,11,10 à 19 salariés
Fonds de solidarité,VOLET2,5,10000.00,28,Normandie,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,185,429326.09,75,Nouvelle-Aquitaine,00,0 salarié
Fonds de solidarité,VOLET2,735,1896446.83,75,Nouvelle-Aquitaine,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,274,918007.79,75,Nouvelle-Aquitaine,02,3 à 5 salariés
Fonds de solidarité,VOLET2,86,335000.00,75,Nouvelle-Aquitaine,03,6 à 9 salariés
Fonds de solidarité,VOLET2,17,83883.20,75,Nouvelle-Aquitaine,11,10 à 19 salariés
Fonds de solidarité,VOLET2,17,35500.00,75,Nouvelle-Aquitaine,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,159,356500.00,76,Occitanie,00,0 salarié
Fonds de solidarité,VOLET2,759,1797698.76,76,Occitanie,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,280,841160.00,76,Occitanie,02,3 à 5 salariés
Fonds de solidarité,VOLET2,87,329120.07,76,Occitanie,03,6 à 9 salariés
Fonds de solidarité,VOLET2,12,48000.00,76,Occitanie,11,10 à 19 salariés
Fonds de solidarité,VOLET2,18,36000.00,76,Occitanie,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,77,173200.00,52,Pays de la Loire,00,0 salarié
Fonds de solidarité,VOLET2,338,814972.09,52,Pays de la Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,133,414192.00,52,Pays de la Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET2,38,141709.01,52,Pays de la Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET2,7,27500.00,52,Pays de la Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET2,8,16000.00,52,Pays de la Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,217,497390.00,93,Provence-Alpes-Côte d'Azur,00,0 salarié
Fonds de solidarité,VOLET2,983,2318795.00,93,Provence-Alpes-Côte d'Azur,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,367,1132531.50,93,Provence-Alpes-Côte d'Azur,02,3 à 5 salariés
Fonds de solidarité,VOLET2,95,354000.00,93,Provence-Alpes-Côte d'Azur,03,6 à 9 salariés
Fonds de solidarité,VOLET2,17,68319.00,93,Provence-Alpes-Côte d'Azur,11,10 à 19 salariés
Fonds de solidarité,VOLET2,46,95000.00,93,Provence-Alpes-Côte d'Azur,NN,Etablissement non employeur
