dispositif,volet,nombre_aides,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,36942,53465825.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,89416,131136455.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,30653,45405596.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,8535,12687076.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1917,2849093.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,143,209593.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,9,13500.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,3,4500.00,84,Auvergne-Rhône-Alpes,22,100 à 199 salariés
Fonds de solidarité,VOLET1,6,9000.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,40346,54788820.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,9436,13651460.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,25554,37486616.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,8203,12175041.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,2115,3144883.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,402,592123.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,30,45000.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,6,9000.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,9999,13267360.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,13187,19049037.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,31241,45862472.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,10107,15028997.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,2586,3849263.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,487,724592.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,34,50453.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,11466,15340473.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,7501,10869851.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET1,22163,32531869.00,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,7690,11444292.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1926,2873500.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,350,522415.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,28,41893.00,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET1,8165,10792385.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,3141,4533245.00,94,Corse,00,0 salarié
Fonds de solidarité,VOLET1,7618,11126788.00,94,Corse,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,3097,4589788.00,94,Corse,02,3 à 5 salariés
Fonds de solidarité,VOLET1,807,1203263.00,94,Corse,03,6 à 9 salariés
Fonds de solidarité,VOLET1,146,217232.00,94,Corse,11,10 à 19 salariés
Fonds de solidarité,VOLET1,4,6000.00,94,Corse,12,20 à 49 salariés
Fonds de solidarité,VOLET1,2378,3211861.00,94,Corse,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,16926,24485970.00,44,Grand Est,00,0 salarié
Fonds de solidarité,VOLET1,50265,73711701.00,44,Grand Est,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,18731,27824821.00,44,Grand Est,02,3 à 5 salariés
Fonds de solidarité,VOLET1,5516,8213978.00,44,Grand Est,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1143,1705292.00,44,Grand Est,11,10 à 19 salariés
Fonds de solidarité,VOLET1,59,86848.00,44,Grand Est,12,20 à 49 salariés
Fonds de solidarité,VOLET1,10,15000.00,44,Grand Est,21,50 à 99 salariés
Fonds de solidarité,VOLET1,3,4500.00,44,Grand Est,22,100 à 199 salariés
Fonds de solidarité,VOLET1,16388,21840938.00,44,Grand Est,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,1904,2762335.00,01,Guadeloupe,00,0 salarié
Fonds de solidarité,VOLET1,6571,9666330.00,01,Guadeloupe,01,1 ou 2 salariés
