dispositif,volet,nombre_aides,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,34476,49965071.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,84505,124070675.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,28928,42890773.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,7938,11807521.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1675,2493609.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,121,176593.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,8,12000.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,6,9000.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,37807,51487629.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,8885,12872924.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,24339,35741850.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,7750,11517174.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1959,2913976.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,353,519943.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,28,42000.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,5,7500.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,9390,12490781.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,12424,17959692.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,29732,43703912.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,9666,14378733.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,2432,3622102.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,418,622305.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,27,39953.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,10833,14567541.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,7064,10245534.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET1,21058,30947934.00,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,7331,10914198.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1801,2692786.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,287,427915.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,25,37393.00,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET1,7640,10144619.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,2745,3961254.00,94,Corse,00,0 salarié
Fonds de solidarité,VOLET1,6906,10094279.00,94,Corse,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,2799,4144141.00,94,Corse,02,3 à 5 salariés
Fonds de solidarité,VOLET1,748,1114763.00,94,Corse,03,6 à 9 salariés
Fonds de solidarité,VOLET1,129,192804.00,94,Corse,11,10 à 19 salariés
Fonds de solidarité,VOLET1,4,6000.00,94,Corse,12,20 à 49 salariés
Fonds de solidarité,VOLET1,2123,2862424.00,94,Corse,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,15858,22964567.00,44,Grand Est,00,0 salarié
Fonds de solidarité,VOLET1,47708,70014181.00,44,Grand Est,01,1 ou 2 salariés
