dispositif,volet,nombre_aides,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET2,216,580228.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET2,1140,3991346.01,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,461,2208536.78,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET2,134,725628.09,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET2,42,352143.82,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET2,9,60500.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET2,55,119000.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,70,193868.56,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET2,392,1473582.71,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,163,833601.77,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET2,41,260852.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET2,10,98391.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET2,20,49500.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,109,306126.38,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET2,456,1584087.24,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,174,906118.38,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET2,52,281794.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET2,19,131216.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET2,22,46621.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,60,155906.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET2,355,1219112.90,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,135,750861.13,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET2,52,471669.59,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET2,11,155640.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET2,3,42392.04,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET2,21,51500.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,51,143669.13,94,Corse,00,0 salarié
Fonds de solidarité,VOLET2,144,472941.56,94,Corse,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,63,246248.00,94,Corse,02,3 à 5 salariés
Fonds de solidarité,VOLET2,13,56500.00,94,Corse,03,6 à 9 salariés
Fonds de solidarité,VOLET2,4,22000.00,94,Corse,11,10 à 19 salariés
Fonds de solidarité,VOLET2,19,38000.00,94,Corse,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,129,421768.72,44,Grand Est,00,0 salarié
Fonds de solidarité,VOLET2,657,2440007.89,44,Grand Est,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,296,1886602.97,44,Grand Est,02,3 à 5 salariés
Fonds de solidarité,VOLET2,101,871314.71,44,Grand Est,03,6 à 9 salariés
Fonds de solidarité,VOLET2,36,374055.00,44,Grand Est,11,10 à 19 salariés
Fonds de solidarité,VOLET2,4,41000.00,44,Grand Est,12,20 à 49 salariés
Fonds de solidarité,VOLET2,33,70200.00,44,Grand Est,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,52,148636.00,01,Guadeloupe,00,0 salarié
Fonds de solidarité,VOLET2,204,592024.00,01,Guadeloupe,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,91,342429.00,01,Guadeloupe,02,3 à 5 salariés
Fonds de solidarité,VOLET2,23,91595.14,01,Guadeloupe,03,6 à 9 salariés
Fonds de solidarité,VOLET2,13,65500.00,01,Guadeloupe,11,10 à 19 salariés
Fonds de solidarité,VOLET2,86,260917.00,01,Guadeloupe,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,46,206396.84,03,Guyane,00,0 salarié
Fonds de solidarité,VOLET2,129,594404.84,03,Guyane,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,72,503074.00,03,Guyane,02,3 à 5 salariés
