dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,17.00,187279.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2020-11-05
Reports d'échéances fiscales,3.00,77620.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2020-11-05
Reports d'échéances fiscales,903.00,66215195.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2020-11-05
Reports d'échéances fiscales,9.00,1251620.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-11-05
Reports d'échéances fiscales,24.00,2561571.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-11-05
Reports d'échéances fiscales,880.00,24157881.00,84,Auvergne-Rhône-Alpes,F,Construction,2020-11-05
Reports d'échéances fiscales,1927.00,84640414.00,84,Auvergne-Rhône-Alpes,G,Commerce,2020-11-05
Reports d'échéances fiscales,219.00,9888856.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2020-11-05
Reports d'échéances fiscales,956.00,12158712.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2020-11-05
Reports d'échéances fiscales,224.00,12604105.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2020-11-05
Reports d'échéances fiscales,414.00,18932810.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2020-11-05
Reports d'échéances fiscales,700.00,12001038.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2020-11-05
Reports d'échéances fiscales,993.00,44374763.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2020-11-05
Reports d'échéances fiscales,370.00,12416047.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2020-11-05
Reports d'échéances fiscales,120.00,1776713.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2020-11-05
Reports d'échéances fiscales,329.00,10337715.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2020-11-05
Reports d'échéances fiscales,147.00,11402898.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2020-11-05
Reports d'échéances fiscales,194.00,2618481.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2020-11-05
Reports d'échéances fiscales,59.00,679217.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2020-11-05
Reports d'échéances fiscales,30.00,606507.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2020-11-05
Reports d'échéances fiscales,273.00,30679753.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2020-11-05
Reports d'échéances fiscales,6.00,121449.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-11-05
Reports d'échéances fiscales,173.00,2435757.00,27,Bourgogne-Franche-Comté,F,Construction,2020-11-05
Reports d'échéances fiscales,518.00,16452855.00,27,Bourgogne-Franche-Comté,G,Commerce,2020-11-05
Reports d'échéances fiscales,76.00,2333850.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2020-11-05
Reports d'échéances fiscales,305.00,1887360.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2020-11-05
Reports d'échéances fiscales,20.00,740113.00,27,Bourgogne-Franche-Comté,J,Information et communication,2020-11-05
Reports d'échéances fiscales,66.00,2725088.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2020-11-05
Reports d'échéances fiscales,189.00,2743459.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2020-11-05
Reports d'échéances fiscales,190.00,2922072.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2020-11-05
Reports d'échéances fiscales,60.00,1453993.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2020-11-05
Reports d'échéances fiscales,19.00,55824.00,27,Bourgogne-Franche-Comté,P,Enseignement,2020-11-05
Reports d'échéances fiscales,87.00,2978032.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2020-11-05
Reports d'échéances fiscales,43.00,4459269.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2020-11-05
Reports d'échéances fiscales,68.00,264397.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2020-11-05
Reports d'échéances fiscales,32.00,339473.00,27,Bourgogne-Franche-Comté,Z,Non connu,2020-11-05
Reports d'échéances fiscales,22.00,291089.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2020-11-05
Reports d'échéances fiscales,309.00,22701066.00,53,Bretagne,C,Industrie manufacturière,2020-11-05
Reports d'échéances fiscales,4.00,70951.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-11-05
Reports d'échéances fiscales,353.00,13611975.00,53,Bretagne,F,Construction,2020-11-05
Reports d'échéances fiscales,751.00,29670583.00,53,Bretagne,G,Commerce,2020-11-05
Reports d'échéances fiscales,83.00,4812365.00,53,Bretagne,H,Transports et entreposage,2020-11-05
Reports d'échéances fiscales,593.00,8786700.00,53,Bretagne,I,Hébergement et restauration,2020-11-05
Reports d'échéances fiscales,58.00,3353845.00,53,Bretagne,J,Information et communication,2020-11-05
Reports d'échéances fiscales,187.00,7131733.00,53,Bretagne,K,Activités financières et d'assurance,2020-11-05
Reports d'échéances fiscales,266.00,3744424.00,53,Bretagne,L,Activités immobilières,2020-11-05
Reports d'échéances fiscales,300.00,5829685.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2020-11-05
Reports d'échéances fiscales,108.00,2746894.00,53,Bretagne,N,Activités de services administratifs et de soutien,2020-11-05
Reports d'échéances fiscales,46.00,513135.00,53,Bretagne,P,Enseignement,2020-11-05
Reports d'échéances fiscales,109.00,6163315.00,53,Bretagne,Q,Santé humaine et action sociale,2020-11-05
Reports d'échéances fiscales,57.00,1013864.00,53,Bretagne,R,"Arts, spectacles et activités récréatives",2020-11-05
Reports d'échéances fiscales,78.00,225649.00,53,Bretagne,S,Autres activités de services,2020-11-05
Reports d'échéances fiscales,17.00,445649.00,53,Bretagne,Z,Non connu,2020-11-05
