dispositif,volet,nombre_aides,nombre_entreprises,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,90334,18907,288724022.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,220844,47285,902223434.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,89147,18607,524472600.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,33049,6572,288259855.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,16365,3215,269173655.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,5083,1156,196724812.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,665,173,55048831.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,160,54,20170771.00,84,Auvergne-Rhône-Alpes,22,100 à 199 salariés
Fonds de solidarité,VOLET1,39,15,5232837.00,84,Auvergne-Rhône-Alpes,31,200 à 249 salariés
Fonds de solidarité,VOLET1,47,13,5395698.00,84,Auvergne-Rhône-Alpes,32,250 à 499 salariés
Fonds de solidarité,VOLET1,10,4,1801500.00,84,Auvergne-Rhône-Alpes,41,500 à 999 salariés
Fonds de solidarité,VOLET1,8,4,210500.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,98747,20811,216494080.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,22394,4817,71489943.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,61216,13539,247778369.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,22490,4959,125813122.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,7451,1614,57193528.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,3438,714,49493421.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1215,276,38738196.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,98,27,5800024.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,15,6,1548414.00,27,Bourgogne-Franche-Comté,22,100 à 199 salariés
Fonds de solidarité,VOLET1,21397,5041,43247612.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,32376,6470,119776457.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,76847,16411,335789867.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,29697,6439,174998731.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,10129,2217,83982070.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,4637,975,67852578.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1401,324,53564603.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,101,34,7417159.00,53,Bretagne,21,50 à 99 salariés
Fonds de solidarité,VOLET1,24,9,2610856.00,53,Bretagne,22,100 à 199 salariés
Fonds de solidarité,VOLET1,6,3,774082.00,53,Bretagne,31,200 à 249 salariés
Fonds de solidarité,VOLET1,7,4,1075877.00,53,Bretagne,32,250 à 499 salariés
Fonds de solidarité,VOLET1,23259,5594,47197614.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,17433,3773,55302596.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET1,50903,11653,197541688.00,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,20169,4634,109752953.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,6195,1420,46725463.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,2856,612,42938784.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,848,198,27304860.00,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET1,59,18,4869243.00,24,Centre-Val de Loire,21,50 à 99 salariés
Fonds de solidarité,VOLET1,16699,3958,33325631.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,9528,1531,37992217.00,94,Corse,00,0 salarié
Fonds de solidarité,VOLET1,21177,3838,89052709.00,94,Corse,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,9780,1767,58444805.00,94,Corse,02,3 à 5 salariés
Fonds de solidarité,VOLET1,3216,600,27534062.00,94,Corse,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1422,280,24957461.00,94,Corse,11,10 à 19 salariés
Fonds de solidarité,VOLET1,357,83,15877828.00,94,Corse,12,20 à 49 salariés
Fonds de solidarité,VOLET1,53,12,3497768.00,94,Corse,21,50 à 99 salariés
Fonds de solidarité,VOLET1,5829,1239,11098467.00,94,Corse,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,41704,9381,135966931.00,44,Grand Est,00,0 salarié
Fonds de solidarité,VOLET1,124829,28619,507385372.00,44,Grand Est,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,51940,11588,289886062.00,44,Grand Est,02,3 à 5 salariés
Fonds de solidarité,VOLET1,19379,4070,149505223.00,44,Grand Est,03,6 à 9 salariés
Fonds de solidarité,VOLET1,9230,1773,134423108.00,44,Grand Est,11,10 à 19 salariés
Fonds de solidarité,VOLET1,2671,593,96036997.00,44,Grand Est,12,20 à 49 salariés
Fonds de solidarité,VOLET1,221,70,20109315.00,44,Grand Est,21,50 à 99 salariés
Fonds de solidarité,VOLET1,31,11,1801065.00,44,Grand Est,22,100 à 199 salariés
