dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,18.00,209887.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-08-12
Reports d'échéances fiscales,1118.00,83024287.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-08-12
Reports d'échéances fiscales,14.00,1324825.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-08-12
Reports d'échéances fiscales,38.00,2996535.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-08-12
Reports d'échéances fiscales,1052.00,26373908.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-08-12
Reports d'échéances fiscales,2554.00,100405489.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-08-12
Reports d'échéances fiscales,301.00,12776171.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-08-12
Reports d'échéances fiscales,1901.00,21248285.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-08-12
Reports d'échéances fiscales,284.00,14527970.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-08-12
Reports d'échéances fiscales,473.00,20215509.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-08-12
Reports d'échéances fiscales,849.00,14089874.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-08-12
Reports d'échéances fiscales,1163.00,56463206.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-08-12
Reports d'échéances fiscales,464.00,16032594.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-08-12
Reports d'échéances fiscales,178.00,2255291.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-08-12
Reports d'échéances fiscales,352.00,10860180.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-08-12
Reports d'échéances fiscales,272.00,17780480.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-08-12
Reports d'échéances fiscales,361.00,3527431.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-08-12
Reports d'échéances fiscales,54.00,663890.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-08-12
Reports d'échéances fiscales,32.00,611210.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-08-12
Reports d'échéances fiscales,367.00,34069084.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-08-12
Reports d'échéances fiscales,7.00,122085.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-08-12
Reports d'échéances fiscales,211.00,2812070.00,27,Bourgogne-Franche-Comté,F,Construction,2021-08-12
Reports d'échéances fiscales,696.00,18543863.00,27,Bourgogne-Franche-Comté,G,Commerce,2021-08-12
Reports d'échéances fiscales,90.00,2475782.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2021-08-12
Reports d'échéances fiscales,552.00,2868723.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2021-08-12
Reports d'échéances fiscales,29.00,767899.00,27,Bourgogne-Franche-Comté,J,Information et communication,2021-08-12
Reports d'échéances fiscales,72.00,2867504.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2021-08-12
