dispositif,volet,nombre_aides,nombre_entreprises,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,74997,18730,207109500.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,182538,46804,629530860.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,71424,18352,347266004.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,25338,6410,176547792.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,11641,3085,153171105.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,3349,1092,103070648.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,356,149,26094397.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,81,39,10063354.00,84,Auvergne-Rhône-Alpes,22,100 à 199 salariés
Fonds de solidarité,VOLET1,15,9,1651501.00,84,Auvergne-Rhône-Alpes,31,200 à 249 salariés
Fonds de solidarité,VOLET1,19,7,1711962.00,84,Auvergne-Rhône-Alpes,32,250 à 499 salariés
Fonds de solidarité,VOLET1,4,3,800000.00,84,Auvergne-Rhône-Alpes,41,500 à 999 salariés
Fonds de solidarité,VOLET1,7,3,10500.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,80039,20523,152920754.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,18683,4769,51074857.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,50940,13411,173249007.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,18136,4874,83049897.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,5752,1566,35472478.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,2441,681,28494689.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,814,262,20682493.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,61,26,3538563.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,4,4,196081.00,27,Bourgogne-Franche-Comté,22,100 à 199 salariés
Fonds de solidarité,VOLET1,18111,4994,32845863.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,26649,6431,83447370.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,63518,16306,233520957.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,23732,6359,115394999.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,7714,2156,50191200.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,3190,935,37191526.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,884,298,28868139.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,48,25,3260295.00,53,Bretagne,21,50 à 99 salariés
Fonds de solidarité,VOLET1,12,5,1195345.00,53,Bretagne,22,100 à 199 salariés
Fonds de solidarité,VOLET1,5,3,584272.00,53,Bretagne,31,200 à 249 salariés
Fonds de solidarité,VOLET1,19855,5554,36541704.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,14560,3736,39831556.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET1,42821,11527,140495990.00,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,16402,4564,73111527.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,4876,1371,28946356.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,2045,584,25072876.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,544,179,13780533.00,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET1,34,14,2031704.00,24,Centre-Val de Loire,21,50 à 99 salariés
Fonds de solidarité,VOLET1,14310,3927,25705857.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,7459,1504,25278664.00,94,Corse,00,0 salarié
Fonds de solidarité,VOLET1,16768,3785,59699137.00,94,Corse,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,7553,1737,37743969.00,94,Corse,02,3 à 5 salariés
Fonds de solidarité,VOLET1,2419,592,17055590.00,94,Corse,03,6 à 9 salariés
Fonds de solidarité,VOLET1,991,271,13586292.00,94,Corse,11,10 à 19 salariés
Fonds de solidarité,VOLET1,219,72,7497676.00,94,Corse,12,20 à 49 salariés
Fonds de solidarité,VOLET1,29,10,1852533.00,94,Corse,21,50 à 99 salariés
Fonds de solidarité,VOLET1,4704,1225,8205816.00,94,Corse,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,34461,9264,96556028.00,44,Grand Est,00,0 salarié
Fonds de solidarité,VOLET1,103130,28325,352271348.00,44,Grand Est,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,41796,11442,192270755.00,44,Grand Est,02,3 à 5 salariés
Fonds de solidarité,VOLET1,14984,3999,92674714.00,44,Grand Est,03,6 à 9 salariés
Fonds de solidarité,VOLET1,6561,1722,77469846.00,44,Grand Est,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1733,561,52117610.00,44,Grand Est,12,20 à 49 salariés
Fonds de solidarité,VOLET1,124,60,10043253.00,44,Grand Est,21,50 à 99 salariés
Fonds de solidarité,VOLET1,14,7,441757.00,44,Grand Est,22,100 à 199 salariés
Fonds de solidarité,VOLET1,7,5,1001929.00,44,Grand Est,32,250 à 499 salariés
Fonds de solidarité,VOLET1,37801,11225,86982806.00,44,Grand Est,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,3049,774,5499863.00,01,Guadeloupe,00,0 salarié
Fonds de solidarité,VOLET1,10024,2749,19369767.00,01,Guadeloupe,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,3332,998,7397708.00,01,Guadeloupe,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1123,359,3150995.00,01,Guadeloupe,03,6 à 9 salariés
Fonds de solidarité,VOLET1,347,103,1430294.00,01,Guadeloupe,11,10 à 19 salariés
Fonds de solidarité,VOLET1,69,20,1608403.00,01,Guadeloupe,12,20 à 49 salariés
Fonds de solidarité,VOLET1,9,3,146974.00,01,Guadeloupe,21,50 à 99 salariés
Fonds de solidarité,VOLET1,11050,2597,17339818.00,01,Guadeloupe,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,2037,370,4634797.00,03,Guyane,00,0 salarié
Fonds de solidarité,VOLET1,4840,944,11056661.00,03,Guyane,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,1920,405,4846835.00,03,Guyane,02,3 à 5 salariés
Fonds de solidarité,VOLET1,620,141,1647098.00,03,Guyane,03,6 à 9 salariés
Fonds de solidarité,VOLET1,238,56,755765.00,03,Guyane,11,10 à 19 salariés
Fonds de solidarité,VOLET1,57,12,402288.00,03,Guyane,12,20 à 49 salariés
Fonds de solidarité,VOLET1,3253,552,6387358.00,03,Guyane,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,29134,7377,73298729.00,32,Hauts-de-France,00,0 salarié
Fonds de solidarité,VOLET1,86187,22493,275323683.00,32,Hauts-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,33649,8878,150312868.00,32,Hauts-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET1,11369,3120,64990848.00,32,Hauts-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET1,4698,1302,52340073.00,32,Hauts-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1681,563,47677103.00,32,Hauts-de-France,12,20 à 49 salariés
Fonds de solidarité,VOLET1,116,48,7253224.00,32,Hauts-de-France,21,50 à 99 salariés
Fonds de solidarité,VOLET1,21,13,1882867.00,32,Hauts-de-France,22,100 à 199 salariés
Fonds de solidarité,VOLET1,9,4,1600490.00,32,Hauts-de-France,31,200 à 249 salariés
Fonds de solidarité,VOLET1,11,5,810705.00,32,Hauts-de-France,32,250 à 499 salariés
Fonds de solidarité,VOLET1,7,3,613800.00,32,Hauts-de-France,41,500 à 999 salariés
Fonds de solidarité,VOLET1,26401,7142,46957393.00,32,Hauts-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,108395,24298,285939191.00,11,Île-de-France,00,0 salarié
Fonds de solidarité,VOLET1,293410,69729,908290813.00,11,Île-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,141577,33517,651696528.00,11,Île-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET1,57985,13342,386514322.00,11,Île-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET1,26894,6626,334057185.00,11,Île-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET1,7443,2287,237144839.00,11,Île-de-France,12,20 à 49 salariés
Fonds de solidarité,VOLET1,694,275,54455860.00,11,Île-de-France,21,50 à 99 salariés
Fonds de solidarité,VOLET1,208,106,27106943.00,11,Île-de-France,22,100 à 199 salariés
Fonds de solidarité,VOLET1,51,24,6339887.00,11,Île-de-France,31,200 à 249 salariés
Fonds de solidarité,VOLET1,78,40,11143036.00,11,Île-de-France,32,250 à 499 salariés
Fonds de solidarité,VOLET1,39,20,5959376.00,11,Île-de-France,41,500 à 999 salariés
Fonds de solidarité,VOLET1,17,9,2820260.00,11,Île-de-France,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,6,5,1010000.00,11,Île-de-France,51,2 000 à 4 999 salariés
Fonds de solidarité,VOLET1,100305,22482,181759448.00,11,Île-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,6357,1887,11131138.00,04,La Réunion,00,0 salarié
Fonds de solidarité,VOLET1,14768,4942,26762070.00,04,La Réunion,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,4693,1839,9654183.00,04,La Réunion,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1700,695,4678197.00,04,La Réunion,03,6 à 9 salariés
Fonds de solidarité,VOLET1,557,180,3721811.00,04,La Réunion,11,10 à 19 salariés
Fonds de solidarité,VOLET1,92,33,2109388.00,04,La Réunion,12,20 à 49 salariés
Fonds de solidarité,VOLET1,18,6,266736.00,04,La Réunion,21,50 à 99 salariés
Fonds de solidarité,VOLET1,7094,2060,10046311.00,04,La Réunion,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,2634,684,5531669.00,02,Martinique,00,0 salarié
Fonds de solidarité,VOLET1,8214,2212,18848081.00,02,Martinique,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,2917,934,8190498.00,02,Martinique,02,3 à 5 salariés
