dispositif,volet,nombre_aides,nombre_entreprises,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,100021,18985,325039264.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,247103,47449,1029544973.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,102137,18688,620059648.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,38772,6623,353300869.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,20248,3259,348511130.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,6693,1197,273079089.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,973,189,85131233.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,252,62,32230811.00,84,Auvergne-Rhône-Alpes,22,100 à 199 salariés
Fonds de solidarité,VOLET1,63,15,8549503.00,84,Auvergne-Rhône-Alpes,31,200 à 249 salariés
Fonds de solidarité,VOLET1,76,16,9110261.00,84,Auvergne-Rhône-Alpes,32,250 à 499 salariés
Fonds de solidarité,VOLET1,23,6,4155337.00,84,Auvergne-Rhône-Alpes,41,500 à 999 salariés
Fonds de solidarité,VOLET1,11,5,810500.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,110203,21102,251869602.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,24583,4846,79922918.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,67688,13591,277566211.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,25480,4991,146941871.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,8652,1636,70075690.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,4263,730,64406984.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1537,282,50599612.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,146,29,9589894.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,24,8,2849587.00,27,Bourgogne-Franche-Comté,22,100 à 199 salariés
Fonds de solidarité,VOLET1,23393,5122,47653202.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,35507,6496,131915934.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,85056,16451,373243807.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,33583,6480,202734667.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,11724,2234,103024193.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,5645,985,85448267.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1715,333,68413139.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,136,35,10102791.00,53,Bretagne,21,50 à 99 salariés
Fonds de solidarité,VOLET1,43,10,4640266.00,53,Bretagne,22,100 à 199 salariés
Fonds de solidarité,VOLET1,7,3,966340.00,53,Bretagne,31,200 à 249 salariés
Fonds de solidarité,VOLET1,10,5,1675877.00,53,Bretagne,32,250 à 499 salariés
Fonds de solidarité,VOLET1,25248,5653,51372079.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,19141,3797,61639525.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET1,56541,11715,222529559.00,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,22806,4661,128839637.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,7150,1430,56879030.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,3609,622,57871417.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1073,207,36968359.00,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET1,103,19,10019061.00,24,Centre-Val de Loire,21,50 à 99 salariés
Fonds de solidarité,VOLET1,10,3,1098650.00,24,Centre-Val de Loire,22,100 à 199 salariés
Fonds de solidarité,VOLET1,18177,4013,36255883.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,10506,1534,42501668.00,94,Corse,00,0 salarié
Fonds de solidarité,VOLET1,23264,3851,98902726.00,94,Corse,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,10859,1770,65884708.00,94,Corse,02,3 à 5 salariés
Fonds de solidarité,VOLET1,3580,601,31410062.00,94,Corse,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1653,282,30687621.00,94,Corse,11,10 à 19 salariés
Fonds de solidarité,VOLET1,439,85,21595536.00,94,Corse,12,20 à 49 salariés
Fonds de solidarité,VOLET1,67,12,4848166.00,94,Corse,21,50 à 99 salariés
Fonds de solidarité,VOLET1,6318,1250,12098679.00,94,Corse,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,46566,9471,154716727.00,44,Grand Est,00,0 salarié
Fonds de solidarité,VOLET1,140415,28835,585149870.00,44,Grand Est,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,59491,11715,347362608.00,44,Grand Est,02,3 à 5 salariés
Fonds de solidarité,VOLET1,22800,4119,184916289.00,44,Grand Est,03,6 à 9 salariés
Fonds de solidarité,VOLET1,11605,1808,183225792.00,44,Grand Est,11,10 à 19 salariés
Fonds de solidarité,VOLET1,3564,622,133505489.00,44,Grand Est,12,20 à 49 salariés
Fonds de solidarité,VOLET1,351,75,32456588.00,44,Grand Est,21,50 à 99 salariés
Fonds de solidarité,VOLET1,49,14,3572363.00,44,Grand Est,22,100 à 199 salariés
Fonds de solidarité,VOLET1,19,6,3401929.00,44,Grand Est,32,250 à 499 salariés
Fonds de solidarité,VOLET1,51582,11652,132962417.00,44,Grand Est,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,3965,793,8543539.00,01,Guadeloupe,00,0 salarié
Fonds de solidarité,VOLET1,13317,2802,33100230.00,01,Guadeloupe,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,4622,1040,16798038.00,01,Guadeloupe,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1707,399,10275872.00,01,Guadeloupe,03,6 à 9 salariés
Fonds de solidarité,VOLET1,646,131,7202495.00,01,Guadeloupe,11,10 à 19 salariés
Fonds de solidarité,VOLET1,180,34,9143868.00,01,Guadeloupe,12,20 à 49 salariés
Fonds de solidarité,VOLET1,29,6,1225884.00,01,Guadeloupe,21,50 à 99 salariés
Fonds de solidarité,VOLET1,21,6,2268205.00,01,Guadeloupe,22,100 à 199 salariés
Fonds de solidarité,VOLET1,14802,2733,23427009.00,01,Guadeloupe,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,2479,375,5706144.00,03,Guyane,00,0 salarié
Fonds de solidarité,VOLET1,5972,957,14411865.00,03,Guyane,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,2302,410,6706364.00,03,Guyane,02,3 à 5 salariés
Fonds de solidarité,VOLET1,825,149,3295373.00,03,Guyane,03,6 à 9 salariés
Fonds de solidarité,VOLET1,342,60,2072024.00,03,Guyane,11,10 à 19 salariés
Fonds de solidarité,VOLET1,92,14,1579295.00,03,Guyane,12,20 à 49 salariés
Fonds de solidarité,VOLET1,4240,587,7884213.00,03,Guyane,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,38390,7462,112893174.00,32,Hauts-de-France,00,0 salarié
Fonds de solidarité,VOLET1,115694,22733,445261746.00,32,Hauts-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,47671,9050,268225280.00,32,Hauts-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET1,17178,3213,131426069.00,32,Hauts-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET1,8223,1383,120957953.00,32,Hauts-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET1,3290,614,112875451.00,32,Hauts-de-France,12,20 à 49 salariés
Fonds de solidarité,VOLET1,313,61,24553891.00,32,Hauts-de-France,21,50 à 99 salariés
Fonds de solidarité,VOLET1,76,21,9001274.00,32,Hauts-de-France,22,100 à 199 salariés
Fonds de solidarité,VOLET1,20,8,3649753.00,32,Hauts-de-France,31,200 à 249 salariés
Fonds de solidarité,VOLET1,28,9,2869941.00,32,Hauts-de-France,32,250 à 499 salariés
Fonds de solidarité,VOLET1,21,6,1786401.00,32,Hauts-de-France,41,500 à 999 salariés
Fonds de solidarité,VOLET1,22,6,3561828.00,32,Hauts-de-France,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,34144,7300,66987727.00,32,Hauts-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,149120,24817,471822435.00,11,Île-de-France,00,0 salarié
Fonds de solidarité,VOLET1,402914,70873,1557544547.00,11,Île-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,204759,34232,1259850812.00,11,Île-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET1,91208,13779,868057440.00,11,Île-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET1,48405,6964,866971814.00,11,Île-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET1,16032,2557,720804532.00,11,Île-de-France,12,20 à 49 salariés
Fonds de solidarité,VOLET1,1903,367,187839292.00,11,Île-de-France,21,50 à 99 salariés
Fonds de solidarité,VOLET1,720,179,105492164.00,11,Île-de-France,22,100 à 199 salariés
Fonds de solidarité,VOLET1,147,36,22983988.00,11,Île-de-France,31,200 à 249 salariés
Fonds de solidarité,VOLET1,335,85,54046761.00,11,Île-de-France,32,250 à 499 salariés
Fonds de solidarité,VOLET1,150,43,26978681.00,11,Île-de-France,41,500 à 999 salariés
Fonds de solidarité,VOLET1,89,21,16210317.00,11,Île-de-France,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,45,12,8383068.00,11,Île-de-France,51,2 000 à 4 999 salariés
Fonds de solidarité,VOLET1,133717,23226,267501784.00,11,Île-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,7988,1911,16111902.00,04,La Réunion,00,0 salarié
Fonds de solidarité,VOLET1,17920,4979,40159227.00,04,La Réunion,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,6086,1891,20102209.00,04,La Réunion,02,3 à 5 salariés
Fonds de solidarité,VOLET1,2589,740,15755302.00,04,La Réunion,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1122,231,17040929.00,04,La Réunion,11,10 à 19 salariés
Fonds de solidarité,VOLET1,321,70,12922598.00,04,La Réunion,12,20 à 49 salariés
Fonds de solidarité,VOLET1,76,17,4559969.00,04,La Réunion,21,50 à 99 salariés
Fonds de solidarité,VOLET1,12,4,1089055.00,04,La Réunion,22,100 à 199 salariés
Fonds de solidarité,VOLET1,8657,2142,12521435.00,04,La Réunion,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,3459,697,8445863.00,02,Martinique,00,0 salarié
Fonds de solidarité,VOLET1,10626,2244,29842076.00,02,Martinique,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,4006,966,16913399.00,02,Martinique,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1583,391,8801968.00,02,Martinique,03,6 à 9 salariés
Fonds de solidarité,VOLET1,721,157,7402203.00,02,Martinique,11,10 à 19 salariés
Fonds de solidarité,VOLET1,235,53,5761890.00,02,Martinique,12,20 à 49 salariés
Fonds de solidarité,VOLET1,27,7,1238180.00,02,Martinique,21,50 à 99 salariés
Fonds de solidarité,VOLET1,8,4,596948.00,02,Martinique,22,100 à 199 salariés
Fonds de solidarité,VOLET1,7633,1479,11674900.00,02,Martinique,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,1352,241,4531725.00,06,Mayotte,00,0 salarié
Fonds de solidarité,VOLET1,945,138,2620625.00,06,Mayotte,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,331,64,1000068.00,06,Mayotte,02,3 à 5 salariés
Fonds de solidarité,VOLET1,93,23,295835.00,06,Mayotte,03,6 à 9 salariés
Fonds de solidarité,VOLET1,54,9,194787.00,06,Mayotte,11,10 à 19 salariés
Fonds de solidarité,VOLET1,22,4,173598.00,06,Mayotte,12,20 à 49 salariés
Fonds de solidarité,VOLET1,7,5,17170.00,06,Mayotte,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,27806,5237,92615379.00,28,Normandie,00,0 salarié
Fonds de solidarité,VOLET1,75041,15096,306104977.00,28,Normandie,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,29969,5781,172247974.00,28,Normandie,02,3 à 5 salariés
Fonds de solidarité,VOLET1,10896,2023,89985368.00,28,Normandie,03,6 à 9 salariés
Fonds de solidarité,VOLET1,5114,844,78024740.00,28,Normandie,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1797,324,64252146.00,28,Normandie,12,20 à 49 salariés
Fonds de solidarité,VOLET1,194,39,12528648.00,28,Normandie,21,50 à 99 salariés
Fonds de solidarité,VOLET1,49,14,6486260.00,28,Normandie,22,100 à 199 salariés
Fonds de solidarité,VOLET1,14,3,538013.00,28,Normandie,31,200 à 249 salariés
Fonds de solidarité,VOLET1,24,3,1507091.00,28,Normandie,32,250 à 499 salariés
Fonds de solidarité,VOLET1,21199,4672,42138241.00,28,Normandie,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,79980,14994,279614250.00,75,Nouvelle-Aquitaine,00,0 salarié
Fonds de solidarité,VOLET1,167571,35035,677521547.00,75,Nouvelle-Aquitaine,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,64185,13055,369295921.00,75,Nouvelle-Aquitaine,02,3 à 5 salariés
Fonds de solidarité,VOLET1,23991,4609,198011836.00,75,Nouvelle-Aquitaine,03,6 à 9 salariés
Fonds de solidarité,VOLET1,11541,1968,178061382.00,75,Nouvelle-Aquitaine,11,10 à 19 salariés
Fonds de solidarité,VOLET1,4118,744,155821801.00,75,Nouvelle-Aquitaine,12,20 à 49 salariés
Fonds de solidarité,VOLET1,373,86,25938003.00,75,Nouvelle-Aquitaine,21,50 à 99 salariés
Fonds de solidarité,VOLET1,84,24,9785039.00,75,Nouvelle-Aquitaine,22,100 à 199 salariés
Fonds de solidarité,VOLET1,7,3,1400000.00,75,Nouvelle-Aquitaine,31,200 à 249 salariés
Fonds de solidarité,VOLET1,23,6,2169950.00,75,Nouvelle-Aquitaine,32,250 à 499 salariés
Fonds de solidarité,VOLET1,21,8,2531081.00,75,Nouvelle-Aquitaine,41,500 à 999 salariés
Fonds de solidarité,VOLET1,57096,13261,116320947.00,75,Nouvelle-Aquitaine,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,98564,17285,336407677.00,76,Occitanie,00,0 salarié
Fonds de solidarité,VOLET1,199970,39190,781421903.00,76,Occitanie,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,71922,13873,412614758.00,76,Occitanie,02,3 à 5 salariés
Fonds de solidarité,VOLET1,24756,4630,196715877.00,76,Occitanie,03,6 à 9 salariés
Fonds de solidarité,VOLET1,11814,1990,179087049.00,76,Occitanie,11,10 à 19 salariés
Fonds de solidarité,VOLET1,3719,687,137287755.00,76,Occitanie,12,20 à 49 salariés
Fonds de solidarité,VOLET1,528,100,38041820.00,76,Occitanie,21,50 à 99 salariés
Fonds de solidarité,VOLET1,84,24,10585786.00,76,Occitanie,22,100 à 199 salariés
Fonds de solidarité,VOLET1,17,6,3118981.00,76,Occitanie,31,200 à 249 salariés
Fonds de solidarité,VOLET1,39,9,4075600.00,76,Occitanie,32,250 à 499 salariés
Fonds de solidarité,VOLET1,70660,15598,131283543.00,76,Occitanie,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,33958,6495,117023220.00,52,Pays de la Loire,00,0 salarié
Fonds de solidarité,VOLET1,83105,17107,352288297.00,52,Pays de la Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,35479,7077,208176459.00,52,Pays de la Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,12031,2416,103904967.00,52,Pays de la Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,6024,1054,96874119.00,52,Pays de la Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,2207,411,86507340.00,52,Pays de la Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET1,183,45,11677125.00,52,Pays de la Loire,21,50 à 99 salariés
Fonds de solidarité,VOLET1,63,14,6902098.00,52,Pays de la Loire,22,100 à 199 salariés
Fonds de solidarité,VOLET1,22601,5284,44563462.00,52,Pays de la Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,96310,16836,326442097.00,93,Provence-Alpes-Côte d'Azur,00,0 salarié
Fonds de solidarité,VOLET1,224256,40888,894259527.00,93,Provence-Alpes-Côte d'Azur,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,79857,14060,479276214.00,93,Provence-Alpes-Côte d'Azur,02,3 à 5 salariés
Fonds de solidarité,VOLET1,28410,4720,259021212.00,93,Provence-Alpes-Côte d'Azur,03,6 à 9 salariés
Fonds de solidarité,VOLET1,14374,2252,242700133.00,93,Provence-Alpes-Côte d'Azur,11,10 à 19 salariés
Fonds de solidarité,VOLET1,4749,814,203092140.00,93,Provence-Alpes-Côte d'Azur,12,20 à 49 salariés
Fonds de solidarité,VOLET1,601,125,51058201.00,93,Provence-Alpes-Côte d'Azur,21,50 à 99 salariés
Fonds de solidarité,VOLET1,88,24,12232761.00,93,Provence-Alpes-Côte d'Azur,22,100 à 199 salariés
Fonds de solidarité,VOLET1,41,10,6703420.00,93,Provence-Alpes-Côte d'Azur,31,200 à 249 salariés
Fonds de solidarité,VOLET1,62,14,9447018.00,93,Provence-Alpes-Côte d'Azur,32,250 à 499 salariés
Fonds de solidarité,VOLET1,29,6,5028228.00,93,Provence-Alpes-Côte d'Azur,41,500 à 999 salariés
Fonds de solidarité,VOLET1,68386,13855,133628060.00,93,Provence-Alpes-Côte d'Azur,NN,Etablissement non employeur
