dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,10.00,157744.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-02-18
Reports d'échéances fiscales,1101.00,77149136.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-02-18
Reports d'échéances fiscales,14.00,1324825.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-02-18
Reports d'échéances fiscales,38.00,2869501.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-02-18
Reports d'échéances fiscales,1031.00,25574685.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-02-18
Reports d'échéances fiscales,2510.00,91253588.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-02-18
Reports d'échéances fiscales,294.00,12531077.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-02-18
Reports d'échéances fiscales,1867.00,20797117.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-02-18
Reports d'échéances fiscales,279.00,13758270.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-02-18
Reports d'échéances fiscales,469.00,19973053.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-02-18
Reports d'échéances fiscales,829.00,13657160.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-02-18
Reports d'échéances fiscales,1149.00,49192268.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-02-18
Reports d'échéances fiscales,457.00,15202895.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-02-18
Reports d'échéances fiscales,176.00,2236746.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-02-18
Reports d'échéances fiscales,351.00,10394273.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-02-18
Reports d'échéances fiscales,257.00,15041012.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-02-18
Reports d'échéances fiscales,351.00,3345671.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-02-18
Reports d'échéances fiscales,60.00,692591.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-02-18
Reports d'échéances fiscales,28.00,596058.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-02-18
Reports d'échéances fiscales,360.00,33125950.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-02-18
Reports d'échéances fiscales,7.00,122085.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-02-18
Reports d'échéances fiscales,208.00,2763754.00,27,Bourgogne-Franche-Comté,F,Construction,2021-02-18
Reports d'échéances fiscales,675.00,17153236.00,27,Bourgogne-Franche-Comté,G,Commerce,2021-02-18
Reports d'échéances fiscales,88.00,2408521.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2021-02-18
Reports d'échéances fiscales,544.00,2792162.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2021-02-18
Reports d'échéances fiscales,26.00,743491.00,27,Bourgogne-Franche-Comté,J,Information et communication,2021-02-18
Reports d'échéances fiscales,71.00,2841802.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2021-02-18
Reports d'échéances fiscales,222.00,3257633.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2021-02-18
Reports d'échéances fiscales,213.00,3000073.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2021-02-18
Reports d'échéances fiscales,80.00,2117570.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2021-02-18
Reports d'échéances fiscales,25.00,63158.00,27,Bourgogne-Franche-Comté,P,Enseignement,2021-02-18
Reports d'échéances fiscales,94.00,2996810.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2021-02-18
Reports d'échéances fiscales,78.00,5118775.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2021-02-18
Reports d'échéances fiscales,93.00,297880.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2021-02-18
Reports d'échéances fiscales,33.00,266417.00,27,Bourgogne-Franche-Comté,Z,Non connu,2021-02-18
Reports d'échéances fiscales,28.00,337826.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2021-02-18
Reports d'échéances fiscales,350.00,23536340.00,53,Bretagne,C,Industrie manufacturière,2021-02-18
Reports d'échéances fiscales,4.00,76610.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-02-18
Reports d'échéances fiscales,366.00,13782938.00,53,Bretagne,F,Construction,2021-02-18
Reports d'échéances fiscales,858.00,30126222.00,53,Bretagne,G,Commerce,2021-02-18
Reports d'échéances fiscales,97.00,4949912.00,53,Bretagne,H,Transports et entreposage,2021-02-18
Reports d'échéances fiscales,788.00,9738218.00,53,Bretagne,I,Hébergement et restauration,2021-02-18
Reports d'échéances fiscales,72.00,3419959.00,53,Bretagne,J,Information et communication,2021-02-18
Reports d'échéances fiscales,198.00,7139713.00,53,Bretagne,K,Activités financières et d'assurance,2021-02-18
Reports d'échéances fiscales,295.00,3848900.00,53,Bretagne,L,Activités immobilières,2021-02-18
Reports d'échéances fiscales,329.00,5928707.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2021-02-18
Reports d'échéances fiscales,134.00,3025881.00,53,Bretagne,N,Activités de services administratifs et de soutien,2021-02-18
Reports d'échéances fiscales,44.00,501744.00,53,Bretagne,P,Enseignement,2021-02-18
Reports d'échéances fiscales,114.00,6244387.00,53,Bretagne,Q,Santé humaine et action sociale,2021-02-18
Reports d'échéances fiscales,68.00,1095256.00,53,Bretagne,R,"Arts, spectacles et activités récréatives",2021-02-18
Reports d'échéances fiscales,102.00,273260.00,53,Bretagne,S,Autres activités de services,2021-02-18
Reports d'échéances fiscales,18.00,424492.00,53,Bretagne,Z,Non connu,2021-02-18
Reports d'échéances fiscales,16.00,539012.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche",2021-02-18
Reports d'échéances fiscales,283.00,12746697.00,24,Centre-Val de Loire,C,Industrie manufacturière,2021-02-18
Reports d'échéances fiscales,10.00,256877.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-02-18
Reports d'échéances fiscales,229.00,3774765.00,24,Centre-Val de Loire,F,Construction,2021-02-18
Reports d'échéances fiscales,598.00,14081670.00,24,Centre-Val de Loire,G,Commerce,2021-02-18
Reports d'échéances fiscales,104.00,1948404.00,24,Centre-Val de Loire,H,Transports et entreposage,2021-02-18
Reports d'échéances fiscales,411.00,2593625.00,24,Centre-Val de Loire,I,Hébergement et restauration,2021-02-18
Reports d'échéances fiscales,46.00,937068.00,24,Centre-Val de Loire,J,Information et communication,2021-02-18
Reports d'échéances fiscales,109.00,1790446.00,24,Centre-Val de Loire,K,Activités financières et d'assurance,2021-02-18
Reports d'échéances fiscales,208.00,1567051.00,24,Centre-Val de Loire,L,Activités immobilières,2021-02-18
Reports d'échéances fiscales,184.00,2994739.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques",2021-02-18
Reports d'échéances fiscales,78.00,3561950.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien,2021-02-18
Reports d'échéances fiscales,21.00,171036.00,24,Centre-Val de Loire,P,Enseignement,2021-02-18
Reports d'échéances fiscales,77.00,5168800.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale,2021-02-18
Reports d'échéances fiscales,52.00,1562737.00,24,Centre-Val de Loire,R,"Arts, spectacles et activités récréatives",2021-02-18
Reports d'échéances fiscales,83.00,309325.00,24,Centre-Val de Loire,S,Autres activités de services,2021-02-18
Reports d'échéances fiscales,40.00,301502.00,24,Centre-Val de Loire,Z,Non connu,2021-02-18
Reports d'échéances fiscales,7.00,43204.00,94,Corse,A,"Agriculture, sylviculture et pêche",2021-02-18
Reports d'échéances fiscales,34.00,1012604.00,94,Corse,C,Industrie manufacturière,2021-02-18
Reports d'échéances fiscales,8.00,837421.00,94,Corse,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-02-18
Reports d'échéances fiscales,76.00,2551164.00,94,Corse,F,Construction,2021-02-18
Reports d'échéances fiscales,182.00,2781972.00,94,Corse,G,Commerce,2021-02-18
Reports d'échéances fiscales,19.00,780614.00,94,Corse,H,Transports et entreposage,2021-02-18
Reports d'échéances fiscales,170.00,1986562.00,94,Corse,I,Hébergement et restauration,2021-02-18
Reports d'échéances fiscales,8.00,272199.00,94,Corse,J,Information et communication,2021-02-18
Reports d'échéances fiscales,22.00,373574.00,94,Corse,K,Activités financières et d'assurance,2021-02-18
Reports d'échéances fiscales,63.00,2004155.00,94,Corse,L,Activités immobilières,2021-02-18
Reports d'échéances fiscales,55.00,371061.00,94,Corse,M,"Activités spécialisées, scientifiques et techniques",2021-02-18
Reports d'échéances fiscales,28.00,436256.00,94,Corse,N,Activités de services administratifs et de soutien,2021-02-18
Reports d'échéances fiscales,8.00,10915.00,94,Corse,P,Enseignement,2021-02-18
Reports d'échéances fiscales,23.00,321697.00,94,Corse,Q,Santé humaine et action sociale,2021-02-18
Reports d'échéances fiscales,11.00,992662.00,94,Corse,R,"Arts, spectacles et activités récréatives",2021-02-18
Reports d'échéances fiscales,20.00,57062.00,94,Corse,S,Autres activités de services,2021-02-18
Reports d'échéances fiscales,10.00,211220.00,94,Corse,Z,Non connu,2021-02-18
Reports d'échéances fiscales,84.00,2008059.00,44,Grand Est,A,"Agriculture, sylviculture et pêche",2021-02-18
Reports d'échéances fiscales,604.00,55195964.00,44,Grand Est,C,Industrie manufacturière,2021-02-18
Reports d'échéances fiscales,7.00,57630.00,44,Grand Est,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-02-18
Reports d'échéances fiscales,17.00,794367.00,44,Grand Est,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-02-18
Reports d'échéances fiscales,644.00,10737266.00,44,Grand Est,F,Construction,2021-02-18
Reports d'échéances fiscales,1507.00,47271839.00,44,Grand Est,G,Commerce,2021-02-18
Reports d'échéances fiscales,160.00,5974103.00,44,Grand Est,H,Transports et entreposage,2021-02-18
Reports d'échéances fiscales,982.00,10014795.00,44,Grand Est,I,Hébergement et restauration,2021-02-18
Reports d'échéances fiscales,92.00,1346768.00,44,Grand Est,J,Information et communication,2021-02-18
Reports d'échéances fiscales,247.00,7055569.00,44,Grand Est,K,Activités financières et d'assurance,2021-02-18
Reports d'échéances fiscales,519.00,6966860.00,44,Grand Est,L,Activités immobilières,2021-02-18
Reports d'échéances fiscales,466.00,7061012.00,44,Grand Est,M,"Activités spécialisées, scientifiques et techniques",2021-02-18
Reports d'échéances fiscales,221.00,3862233.00,44,Grand Est,N,Activités de services administratifs et de soutien,2021-02-18
Reports d'échéances fiscales,92.00,1022729.00,44,Grand Est,P,Enseignement,2021-02-18
Reports d'échéances fiscales,236.00,6565981.00,44,Grand Est,Q,Santé humaine et action sociale,2021-02-18
Reports d'échéances fiscales,130.00,4639077.00,44,Grand Est,R,"Arts, spectacles et activités récréatives",2021-02-18
Reports d'échéances fiscales,240.00,903778.00,44,Grand Est,S,Autres activités de services,2021-02-18
