dispositif,volet,nombre_aides,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,31833,46233528.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,77955,114704616.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,26397,39210989.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,7163,10668920.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1452,2164695.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,96,141451.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,9,13500.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,5,7500.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,34397,47066294.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,8213,11930234.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,22558,33189234.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,7084,10537625.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1722,2566756.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,316,467636.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,23,34500.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,3,4500.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,8611,11508134.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,11549,16728816.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,27597,40657263.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,8890,13240119.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,2194,3267164.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,346,517281.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,22,32852.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,9972,13491139.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,6583,9566229.00,24,Centre-Val de Loire,00,0 salarié
