dispositif,volet,nombre_aides,nombre_entreprises,montant_total,reg,libelle_region,code_categorie_juridique,libelle_categorie_juridique
Fonds de solidarité,VOLET1,713044,155570,1329905551.00,84,Auvergne-Rhône-Alpes,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,649,158,1788423.00,84,Auvergne-Rhône-Alpes,21,Indivision
Fonds de solidarité,VOLET1,987,177,4335574.00,84,Auvergne-Rhône-Alpes,22,Société créée de fait
Fonds de solidarité,VOLET1,10,3,13788.00,84,Auvergne-Rhône-Alpes,23,Société en participation
Fonds de solidarité,VOLET1,31,5,70128.00,84,Auvergne-Rhône-Alpes,29,Autre groupement de droit privé non doté de la personnalité morale
Fonds de solidarité,VOLET1,32,9,1004315.00,84,Auvergne-Rhône-Alpes,41,Etablissement public ou régie à caractère industriel ou commercial
Fonds de solidarité,VOLET1,3646,616,25864517.00,84,Auvergne-Rhône-Alpes,52,Société en nom collectif
Fonds de solidarité,VOLET1,89,17,1591900.00,84,Auvergne-Rhône-Alpes,53,Société en commandite
Fonds de solidarité,VOLET1,309944,63929,1586331689.00,84,Auvergne-Rhône-Alpes,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,1017,243,32124589.00,84,Auvergne-Rhône-Alpes,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,65,18,3959274.00,84,Auvergne-Rhône-Alpes,56,Société anonyme à directoire
Fonds de solidarité,VOLET1,166485,32912,943450626.00,84,Auvergne-Rhône-Alpes,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,139,32,678576.00,84,Auvergne-Rhône-Alpes,62,Groupement d'intérêt économique
Fonds de solidarité,VOLET1,20,4,250902.00,84,Auvergne-Rhône-Alpes,63,Société coopérative agricole
Fonds de solidarité,VOLET1,9368,2968,24729942.00,84,Auvergne-Rhône-Alpes,65,Société civile
Fonds de solidarité,VOLET1,15,3,91386.00,84,Auvergne-Rhône-Alpes,69,Autre personne morale de droit privé inscrite au registre du commerce et des sociétés
Fonds de solidarité,VOLET1,239,67,1370841.00,84,Auvergne-Rhône-Alpes,84,Organisme professionnel
Fonds de solidarité,VOLET1,23495,4163,102755472.00,84,Auvergne-Rhône-Alpes,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,20,4,102458.00,84,Auvergne-Rhône-Alpes,93,Fondation
Fonds de solidarité,VOLET1,164359,37958,300698170.00,27,Bourgogne-Franche-Comté,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,106,23,289384.00,27,Bourgogne-Franche-Comté,21,Indivision
Fonds de solidarité,VOLET1,91,24,299876.00,27,Bourgogne-Franche-Comté,22,Société créée de fait
Fonds de solidarité,VOLET1,21,4,37560.00,27,Bourgogne-Franche-Comté,23,Société en participation
Fonds de solidarité,VOLET1,23,5,92908.00,27,Bourgogne-Franche-Comté,41,Etablissement public ou régie à caractère industriel ou commercial
Fonds de solidarité,VOLET1,1098,171,5856918.00,27,Bourgogne-Franche-Comté,52,Société en nom collectif
Fonds de solidarité,VOLET1,81791,17509,394603582.00,27,Bourgogne-Franche-Comté,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,250,57,5858019.00,27,Bourgogne-Franche-Comté,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,22,4,542825.00,27,Bourgogne-Franche-Comté,56,Société anonyme à directoire
Fonds de solidarité,VOLET1,31624,6488,165364155.00,27,Bourgogne-Franche-Comté,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,52,10,226956.00,27,Bourgogne-Franche-Comté,62,Groupement d'intérêt économique
Fonds de solidarité,VOLET1,23,6,219935.00,27,Bourgogne-Franche-Comté,63,Société coopérative agricole
Fonds de solidarité,VOLET1,4176,1316,17858887.00,27,Bourgogne-Franche-Comté,65,Société civile
Fonds de solidarité,VOLET1,32,8,62891.00,27,Bourgogne-Franche-Comté,84,Organisme professionnel
Fonds de solidarité,VOLET1,6108,1082,27005513.00,27,Bourgogne-Franche-Comté,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,198376,48065,383784249.00,53,Bretagne,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,107,33,205586.00,53,Bretagne,21,Indivision
Fonds de solidarité,VOLET1,192,41,711178.00,53,Bretagne,22,Société créée de fait
Fonds de solidarité,VOLET1,4434,634,29973561.00,53,Bretagne,52,Société en nom collectif
Fonds de solidarité,VOLET1,17,4,137261.00,53,Bretagne,53,Société en commandite
Fonds de solidarité,VOLET1,115905,24196,597624657.00,53,Bretagne,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,227,48,5889422.00,53,Bretagne,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,20,7,1247796.00,53,Bretagne,56,Société anonyme à directoire
Fonds de solidarité,VOLET1,26591,5471,168633825.00,53,Bretagne,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,25,6,403326.00,53,Bretagne,62,Groupement d'intérêt économique
Fonds de solidarité,VOLET1,2676,829,7436647.00,53,Bretagne,65,Société civile
Fonds de solidarité,VOLET1,8128,1458,37100317.00,53,Bretagne,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,141398,33449,260656898.00,24,Centre-Val de Loire,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,75,18,131867.00,24,Centre-Val de Loire,21,Indivision
Fonds de solidarité,VOLET1,122,20,467485.00,24,Centre-Val de Loire,22,Société créée de fait
Fonds de solidarité,VOLET1,13,3,19663.00,24,Centre-Val de Loire,23,Société en participation
Fonds de solidarité,VOLET1,1551,257,9375761.00,24,Centre-Val de Loire,52,Société en nom collectif
Fonds de solidarité,VOLET1,10,3,14991.00,24,Centre-Val de Loire,53,Société en commandite
Fonds de solidarité,VOLET1,68386,14876,318100466.00,24,Centre-Val de Loire,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,185,43,3955710.00,24,Centre-Val de Loire,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,33,9,1612424.00,24,Centre-Val de Loire,56,Société anonyme à directoire
Fonds de solidarité,VOLET1,28522,5973,138385713.00,24,Centre-Val de Loire,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,5,3,246377.00,24,Centre-Val de Loire,63,Société coopérative agricole
Fonds de solidarité,VOLET1,3286,929,13817446.00,24,Centre-Val de Loire,65,Société civile
Fonds de solidarité,VOLET1,28,8,52218.00,24,Centre-Val de Loire,84,Organisme professionnel
Fonds de solidarité,VOLET1,5300,1001,20483223.00,24,Centre-Val de Loire,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,8,4,29000.00,24,Centre-Val de Loire,99,Autre personne morale de droit privé
Fonds de solidarité,VOLET1,46194,9512,97940105.00,94,Corse,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,87,17,240456.00,94,Corse,21,Indivision
Fonds de solidarité,VOLET1,81,19,393473.00,94,Corse,22,Société créée de fait
Fonds de solidarité,VOLET1,219,36,1372507.00,94,Corse,52,Société en nom collectif
Fonds de solidarité,VOLET1,24777,4257,150376030.00,94,Corse,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,61,16,1405307.00,94,Corse,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,16276,2887,91571213.00,94,Corse,57,Société par actions simplifiée
