dispositif,volet,nombre_aides,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,46400,71045206.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,110644,172681721.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,38537,64668846.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,11426,20883233.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,3346,7435667.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,468,1285362.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,21,47666.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,7,19000.00,84,Auvergne-Rhône-Alpes,22,100 à 199 salariés
Fonds de solidarité,VOLET1,5,16323.00,84,Auvergne-Rhône-Alpes,32,250 à 499 salariés
Fonds de solidarité,VOLET1,6,9000.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,48443,66612511.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,11716,17363408.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,31110,46268204.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,9972,15356541.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,2709,4293569.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,673,1131076.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,97,195030.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,8,12000.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,11881,15535455.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,16120,23389527.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,37736,54917074.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,12477,18740834.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,3434,5219881.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,841,1307943.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,87,222057.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,13383,17564954.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,9397,14038793.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET1,26888,40316548.00,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,9364,14488103.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,2456,3910585.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,593,1057376.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,79,130375.00,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET1,9705,12740162.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,4122,6490912.00,94,Corse,00,0 salarié
Fonds de solidarité,VOLET1,9593,14951195.00,94,Corse,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,3810,6267512.00,94,Corse,02,3 à 5 salariés
Fonds de solidarité,VOLET1,986,1609760.00,94,Corse,03,6 à 9 salariés
Fonds de solidarité,VOLET1,224,413453.00,94,Corse,11,10 à 19 salariés
Fonds de solidarité,VOLET1,13,35254.00,94,Corse,12,20 à 49 salariés
Fonds de solidarité,VOLET1,3031,4132401.00,94,Corse,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,20754,31041503.00,44,Grand Est,00,0 salarié
Fonds de solidarité,VOLET1,60727,91784250.00,44,Grand Est,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,22631,34638900.00,44,Grand Est,02,3 à 5 salariés
Fonds de solidarité,VOLET1,7022,10827940.00,44,Grand Est,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1927,3291787.00,44,Grand Est,11,10 à 19 salariés
Fonds de solidarité,VOLET1,192,444693.00,44,Grand Est,12,20 à 49 salariés
Fonds de solidarité,VOLET1,12,18000.00,44,Grand Est,21,50 à 99 salariés
Fonds de solidarité,VOLET1,3,4500.00,44,Grand Est,22,100 à 199 salariés
Fonds de solidarité,VOLET1,19954,27057809.00,44,Grand Est,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,2530,3826340.00,01,Guadeloupe,00,0 salarié
Fonds de solidarité,VOLET1,8487,12916865.00,01,Guadeloupe,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,2849,4501698.00,01,Guadeloupe,02,3 à 5 salariés
Fonds de solidarité,VOLET1,915,1502308.00,01,Guadeloupe,03,6 à 9 salariés
