dispositif,volet,nombre_aides,nombre_entreprises,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,61504,18281,137811570.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,149361,45707,400028099.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,55623,17761,195250017.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,18395,6076,82450700.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,7334,2781,51615267.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1743,824,24585498.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,131,75,4286067.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,24,17,1429389.00,84,Auvergne-Rhône-Alpes,22,100 à 199 salariés
Fonds de solidarité,VOLET1,4,3,221500.00,84,Auvergne-Rhône-Alpes,31,200 à 249 salariés
Fonds de solidarité,VOLET1,7,3,10500.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,65145,19857,109073974.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,15556,4655,34822975.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,41893,13058,110482305.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,14301,4679,47952399.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,4264,1478,17502955.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1554,624,10622468.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,430,226,5919447.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,21,10,314190.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,15483,4873,25217659.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,21797,6352,52698149.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,51776,15997,144515799.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,18382,6191,64551558.00,53,Bretagne,02,3 à 5 salariés
