dispositif,volet,nombre_aides,nombre_entreprises,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,96617,18947,316710949.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,237486,47398,999271183.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,97035,18657,590629460.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,36508,6612,330787287.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,18619,3251,318868774.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,5971,1184,241191549.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,821,184,71690510.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,212,60,27336606.00,84,Auvergne-Rhône-Alpes,22,100 à 199 salariés
Fonds de solidarité,VOLET1,51,15,7290362.00,84,Auvergne-Rhône-Alpes,31,200 à 249 salariés
Fonds de solidarité,VOLET1,60,16,6869086.00,84,Auvergne-Rhône-Alpes,32,250 à 499 salariés
Fonds de solidarité,VOLET1,17,5,3201500.00,84,Auvergne-Rhône-Alpes,41,500 à 999 salariés
Fonds de solidarité,VOLET1,10,5,610500.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,106757,20888,245058843.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,23826,4828,77849936.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,65371,13568,271416550.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,24353,4978,140745529.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,8221,1627,66190637.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,3928,722,59867256.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1391,280,45829194.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,124,28,8280273.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,21,7,2249587.00,27,Bourgogne-Franche-Comté,22,100 à 199 salariés
Fonds de solidarité,VOLET1,22658,5055,46615545.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,34530,6480,129994099.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,82199,16438,366058459.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,32258,6472,195596254.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,11147,2233,96677549.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,5256,983,79107998.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1599,332,63069847.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,122,35,9219300.00,53,Bretagne,21,50 à 99 salariés
Fonds de solidarité,VOLET1,32,10,3412985.00,53,Bretagne,22,100 à 199 salariés
Fonds de solidarité,VOLET1,7,3,966340.00,53,Bretagne,31,200 à 249 salariés
Fonds de solidarité,VOLET1,10,5,1675877.00,53,Bretagne,32,250 à 499 salariés
Fonds de solidarité,VOLET1,24576,5601,50619273.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,18527,3778,60380113.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET1,54505,11688,217393588.00,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,21832,4648,123732052.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,6770,1427,53479555.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,3270,619,51503795.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,968,204,32117662.00,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET1,79,18,7451301.00,24,Centre-Val de Loire,21,50 à 99 salariés
Fonds de solidarité,VOLET1,17621,3963,35585960.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,10254,1532,41884996.00,94,Corse,00,0 salarié
Fonds de solidarité,VOLET1,22664,3847,97264032.00,94,Corse,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,10546,1770,64598339.00,94,Corse,02,3 à 5 salariés
Fonds de solidarité,VOLET1,3480,601,30512985.00,94,Corse,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1581,282,29311335.00,94,Corse,11,10 à 19 salariés
Fonds de solidarité,VOLET1,415,85,19979451.00,94,Corse,12,20 à 49 salariés
Fonds de solidarité,VOLET1,64,12,4757318.00,94,Corse,21,50 à 99 salariés
Fonds de solidarité,VOLET1,6143,1240,11938722.00,94,Corse,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,44770,9398,150373921.00,44,Grand Est,00,0 salarié
Fonds de solidarité,VOLET1,134261,28687,563923027.00,44,Grand Est,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,56410,11624,328132145.00,44,Grand Est,02,3 à 5 salariés
Fonds de solidarité,VOLET1,21384,4084,172334142.00,44,Grand Est,03,6 à 9 salariés
Fonds de solidarité,VOLET1,10565,1801,162932660.00,44,Grand Est,11,10 à 19 salariés
Fonds de solidarité,VOLET1,3133,614,117596195.00,44,Grand Est,12,20 à 49 salariés
Fonds de solidarité,VOLET1,286,75,27233238.00,44,Grand Est,21,50 à 99 salariés
Fonds de solidarité,VOLET1,45,14,3297148.00,44,Grand Est,22,100 à 199 salariés
Fonds de solidarité,VOLET1,16,6,2801929.00,44,Grand Est,32,250 à 499 salariés
Fonds de solidarité,VOLET1,49427,11428,128342340.00,44,Grand Est,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,3649,781,7909038.00,01,Guadeloupe,00,0 salarié
Fonds de solidarité,VOLET1,12065,2776,29773146.00,01,Guadeloupe,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,4146,1034,14222069.00,01,Guadeloupe,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1472,386,7843219.00,01,Guadeloupe,03,6 à 9 salariés
Fonds de solidarité,VOLET1,529,123,5106527.00,01,Guadeloupe,11,10 à 19 salariés
Fonds de solidarité,VOLET1,139,31,6508535.00,01,Guadeloupe,12,20 à 49 salariés
Fonds de solidarité,VOLET1,20,5,839740.00,01,Guadeloupe,21,50 à 99 salariés
Fonds de solidarité,VOLET1,13,6,1450762.00,01,Guadeloupe,22,100 à 199 salariés
Fonds de solidarité,VOLET1,13474,2636,21720918.00,01,Guadeloupe,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,2309,372,5430358.00,03,Guyane,00,0 salarié
Fonds de solidarité,VOLET1,5582,950,13708502.00,03,Guyane,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,2172,410,6240145.00,03,Guyane,02,3 à 5 salariés
Fonds de solidarité,VOLET1,737,146,2687886.00,03,Guyane,03,6 à 9 salariés
Fonds de solidarité,VOLET1,299,58,1617435.00,03,Guyane,11,10 à 19 salariés
Fonds de solidarité,VOLET1,78,14,1158227.00,03,Guyane,12,20 à 49 salariés
Fonds de solidarité,VOLET1,3797,554,7232121.00,03,Guyane,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,37053,7444,110319882.00,32,Hauts-de-France,00,0 salarié
Fonds de solidarité,VOLET1,111212,22706,433025409.00,32,Hauts-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,45381,9041,257168588.00,32,Hauts-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET1,16161,3204,122736075.00,32,Hauts-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET1,7569,1377,110477997.00,32,Hauts-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET1,2950,614,101407221.00,32,Hauts-de-France,12,20 à 49 salariés
Fonds de solidarité,VOLET1,273,59,20758745.00,32,Hauts-de-France,21,50 à 99 salariés
Fonds de solidarité,VOLET1,62,21,7562470.00,32,Hauts-de-France,22,100 à 199 salariés
Fonds de solidarité,VOLET1,20,8,3649753.00,32,Hauts-de-France,31,200 à 249 salariés
Fonds de solidarité,VOLET1,23,9,2203885.00,32,Hauts-de-France,32,250 à 499 salariés
Fonds de solidarité,VOLET1,21,6,1786401.00,32,Hauts-de-France,41,500 à 999 salariés
Fonds de solidarité,VOLET1,18,6,2783348.00,32,Hauts-de-France,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,33081,7203,65703475.00,32,Hauts-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,140752,24711,444994218.00,11,Île-de-France,00,0 salarié
Fonds de solidarité,VOLET1,379736,70763,1457266384.00,11,Île-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,189934,34181,1146964892.00,11,Île-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET1,82589,13753,755291752.00,11,Île-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET1,42571,6941,733769971.00,11,Île-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET1,13381,2532,580096829.00,11,Île-de-France,12,20 à 49 salariés
Fonds de solidarité,VOLET1,1523,361,148778661.00,11,Île-de-France,21,50 à 99 salariés
Fonds de solidarité,VOLET1,594,173,88227110.00,11,Île-de-France,22,100 à 199 salariés
Fonds de solidarité,VOLET1,130,35,20078167.00,11,Île-de-France,31,200 à 249 salariés
Fonds de solidarité,VOLET1,261,82,41909351.00,11,Île-de-France,32,250 à 499 salariés
Fonds de solidarité,VOLET1,120,41,21573857.00,11,Île-de-France,41,500 à 999 salariés
Fonds de solidarité,VOLET1,74,21,13229007.00,11,Île-de-France,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,36,12,6750034.00,11,Île-de-France,51,2 000 à 4 999 salariés
Fonds de solidarité,VOLET1,126792,22757,256976690.00,11,Île-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,7534,1903,15316796.00,04,La Réunion,00,0 salarié
Fonds de solidarité,VOLET1,16978,4975,37685845.00,04,La Réunion,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,5632,1884,17654998.00,04,La Réunion,02,3 à 5 salariés
Fonds de solidarité,VOLET1,2275,737,11899064.00,04,La Réunion,03,6 à 9 salariés
Fonds de solidarité,VOLET1,920,227,11887629.00,04,La Réunion,11,10 à 19 salariés
Fonds de solidarité,VOLET1,236,69,8590761.00,04,La Réunion,12,20 à 49 salariés
Fonds de solidarité,VOLET1,43,13,1836016.00,04,La Réunion,21,50 à 99 salariés
Fonds de solidarité,VOLET1,7,4,689646.00,04,La Réunion,22,100 à 199 salariés
Fonds de solidarité,VOLET1,8210,2081,12074430.00,04,La Réunion,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,3152,688,7758711.00,02,Martinique,00,0 salarié
Fonds de solidarité,VOLET1,9687,2229,27099731.00,02,Martinique,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,3527,953,13985181.00,02,Martinique,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1346,374,6302521.00,02,Martinique,03,6 à 9 salariés
Fonds de solidarité,VOLET1,590,151,5416183.00,02,Martinique,11,10 à 19 salariés
Fonds de solidarité,VOLET1,175,48,3708496.00,02,Martinique,12,20 à 49 salariés
Fonds de solidarité,VOLET1,24,7,1169026.00,02,Martinique,21,50 à 99 salariés
Fonds de solidarité,VOLET1,6795,1419,10661065.00,02,Martinique,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,1311,241,4232933.00,06,Mayotte,00,0 salarié
Fonds de solidarité,VOLET1,934,137,2604011.00,06,Mayotte,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,326,63,985399.00,06,Mayotte,02,3 à 5 salariés
Fonds de solidarité,VOLET1,93,23,295835.00,06,Mayotte,03,6 à 9 salariés
Fonds de solidarité,VOLET1,54,9,194787.00,06,Mayotte,11,10 à 19 salariés
Fonds de solidarité,VOLET1,22,4,173598.00,06,Mayotte,12,20 à 49 salariés
Fonds de solidarité,VOLET1,26910,5220,90919166.00,28,Normandie,00,0 salarié
Fonds de solidarité,VOLET1,72369,15089,299739067.00,28,Normandie,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,28662,5777,165495189.00,28,Normandie,02,3 à 5 salariés
Fonds de solidarité,VOLET1,10312,2019,84205483.00,28,Normandie,03,6 à 9 salariés
Fonds de solidarité,VOLET1,4743,839,72126720.00,28,Normandie,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1638,323,57058867.00,28,Normandie,12,20 à 49 salariés
Fonds de solidarité,VOLET1,179,39,10976533.00,28,Normandie,21,50 à 99 salariés
