dispositif,volet,nombre_aides,nombre_entreprises,montant_total,reg,libelle_region,code_categorie_juridique,libelle_categorie_juridique
Fonds de solidarité,VOLET1,670689,155120,1216468420.00,84,Auvergne-Rhône-Alpes,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,595,155,1487516.00,84,Auvergne-Rhône-Alpes,21,Indivision
Fonds de solidarité,VOLET1,912,174,3873038.00,84,Auvergne-Rhône-Alpes,22,Société créée de fait
Fonds de solidarité,VOLET1,10,3,13788.00,84,Auvergne-Rhône-Alpes,23,Société en participation
Fonds de solidarité,VOLET1,25,5,49027.00,84,Auvergne-Rhône-Alpes,29,Autre groupement de droit privé non doté de la personnalité morale
Fonds de solidarité,VOLET1,29,8,921540.00,84,Auvergne-Rhône-Alpes,41,Etablissement public ou régie à caractère industriel ou commercial
Fonds de solidarité,VOLET1,3354,614,22485286.00,84,Auvergne-Rhône-Alpes,52,Société en nom collectif
Fonds de solidarité,VOLET1,76,15,1288485.00,84,Auvergne-Rhône-Alpes,53,Société en commandite
Fonds de solidarité,VOLET1,288668,63640,1403705982.00,84,Auvergne-Rhône-Alpes,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,903,236,26916590.00,84,Auvergne-Rhône-Alpes,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,58,17,3172332.00,84,Auvergne-Rhône-Alpes,56,Société anonyme à directoire
Fonds de solidarité,VOLET1,154639,32678,811883847.00,84,Auvergne-Rhône-Alpes,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,124,32,625687.00,84,Auvergne-Rhône-Alpes,62,Groupement d'intérêt économique
Fonds de solidarité,VOLET1,18,4,198962.00,84,Auvergne-Rhône-Alpes,63,Société coopérative agricole
Fonds de solidarité,VOLET1,8738,2922,22250175.00,84,Auvergne-Rhône-Alpes,65,Société civile
Fonds de solidarité,VOLET1,14,3,81386.00,84,Auvergne-Rhône-Alpes,69,Autre personne morale de droit privé inscrite au registre du commerce et des sociétés
Fonds de solidarité,VOLET1,229,67,1298137.00,84,Auvergne-Rhône-Alpes,84,Organisme professionnel
Fonds de solidarité,VOLET1,21344,4114,86477270.00,84,Auvergne-Rhône-Alpes,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,20,4,102458.00,84,Auvergne-Rhône-Alpes,93,Fondation
Fonds de solidarité,VOLET1,155182,37839,278040355.00,27,Bourgogne-Franche-Comté,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,105,23,287884.00,27,Bourgogne-Franche-Comté,21,Indivision
Fonds de solidarité,VOLET1,86,24,283398.00,27,Bourgogne-Franche-Comté,22,Société créée de fait
Fonds de solidarité,VOLET1,19,4,34560.00,27,Bourgogne-Franche-Comté,23,Société en participation
Fonds de solidarité,VOLET1,21,5,72908.00,27,Bourgogne-Franche-Comté,41,Etablissement public ou régie à caractère industriel ou commercial
Fonds de solidarité,VOLET1,1010,169,5163876.00,27,Bourgogne-Franche-Comté,52,Société en nom collectif
Fonds de solidarité,VOLET1,76193,17442,348793250.00,27,Bourgogne-Franche-Comté,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,225,55,4922410.00,27,Bourgogne-Franche-Comté,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,21,4,541325.00,27,Bourgogne-Franche-Comté,56,Société anonyme à directoire
Fonds de solidarité,VOLET1,29397,6450,143990661.00,27,Bourgogne-Franche-Comté,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,50,10,206956.00,27,Bourgogne-Franche-Comté,62,Groupement d'intérêt économique
Fonds de solidarité,VOLET1,22,6,213667.00,27,Bourgogne-Franche-Comté,63,Société coopérative agricole
Fonds de solidarité,VOLET1,3828,1291,14859743.00,27,Bourgogne-Franche-Comté,65,Société civile
Fonds de solidarité,VOLET1,32,8,62891.00,27,Bourgogne-Franche-Comté,84,Organisme professionnel
Fonds de solidarité,VOLET1,5560,1069,22272938.00,27,Bourgogne-Franche-Comté,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,187676,47949,355061139.00,53,Bretagne,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,99,31,191631.00,53,Bretagne,21,Indivision
Fonds de solidarité,VOLET1,185,41,677999.00,53,Bretagne,22,Société créée de fait
Fonds de solidarité,VOLET1,4052,622,26748238.00,53,Bretagne,52,Société en nom collectif
Fonds de solidarité,VOLET1,17,4,137261.00,53,Bretagne,53,Société en commandite
Fonds de solidarité,VOLET1,108134,24092,530542411.00,53,Bretagne,54,Société à responsabilité limitée (SARL)
Fonds de solidarité,VOLET1,204,48,4805761.00,53,Bretagne,55,Société anonyme à conseil d'administration
Fonds de solidarité,VOLET1,16,7,683062.00,53,Bretagne,56,Société anonyme à directoire
Fonds de solidarité,VOLET1,24699,5435,146639577.00,53,Bretagne,57,Société par actions simplifiée
Fonds de solidarité,VOLET1,24,6,401826.00,53,Bretagne,62,Groupement d'intérêt économique
Fonds de solidarité,VOLET1,2550,826,6591445.00,53,Bretagne,65,Société civile
Fonds de solidarité,VOLET1,7385,1436,31472078.00,53,Bretagne,92,Association loi 1901 ou assimilé
Fonds de solidarité,VOLET1,133630,33348,240839254.00,24,Centre-Val de Loire,10,Entrepreneur individuel
Fonds de solidarité,VOLET1,72,18,123817.00,24,Centre-Val de Loire,21,Indivision
Fonds de solidarité,VOLET1,111,19,433095.00,24,Centre-Val de Loire,22,Société créée de fait
Fonds de solidarité,VOLET1,10,3,15163.00,24,Centre-Val de Loire,23,Société en participation
