dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,18.00,209887.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-05-27
Reports d'échéances fiscales,1112.00,81420154.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-05-27
Reports d'échéances fiscales,10.00,1256562.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-05-27
Reports d'échéances fiscales,38.00,2889533.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-05-27
Reports d'échéances fiscales,1047.00,26047327.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-05-27
Reports d'échéances fiscales,2546.00,94176596.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-05-27
Reports d'échéances fiscales,297.00,12582840.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-05-27
Reports d'échéances fiscales,1889.00,21171783.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-05-27
Reports d'échéances fiscales,282.00,13863984.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-05-27
Reports d'échéances fiscales,471.00,20013104.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-05-27
Reports d'échéances fiscales,842.00,14035127.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-05-27
Reports d'échéances fiscales,1157.00,49486335.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-05-27
Reports d'échéances fiscales,463.00,16010957.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-05-27
Reports d'échéances fiscales,177.00,2245167.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-05-27
Reports d'échéances fiscales,351.00,10396506.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-05-27
Reports d'échéances fiscales,269.00,16892954.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-05-27
Reports d'échéances fiscales,359.00,3396117.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-05-27
Reports d'échéances fiscales,58.00,732153.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-05-27
Reports d'échéances fiscales,32.00,611210.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-05-27
Reports d'échéances fiscales,366.00,33965168.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-05-27
Reports d'échéances fiscales,7.00,122085.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-05-27
Reports d'échéances fiscales,209.00,2809772.00,27,Bourgogne-Franche-Comté,F,Construction,2021-05-27
Reports d'échéances fiscales,693.00,18485005.00,27,Bourgogne-Franche-Comté,G,Commerce,2021-05-27
Reports d'échéances fiscales,88.00,2412426.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2021-05-27
Reports d'échéances fiscales,550.00,2848765.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2021-05-27
Reports d'échéances fiscales,27.00,752200.00,27,Bourgogne-Franche-Comté,J,Information et communication,2021-05-27
Reports d'échéances fiscales,71.00,2841802.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2021-05-27
Reports d'échéances fiscales,227.00,3301775.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2021-05-27
Reports d'échéances fiscales,218.00,3186992.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2021-05-27
Reports d'échéances fiscales,81.00,2121768.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2021-05-27
Reports d'échéances fiscales,25.00,63158.00,27,Bourgogne-Franche-Comté,P,Enseignement,2021-05-27
Reports d'échéances fiscales,96.00,3020920.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2021-05-27
Reports d'échéances fiscales,81.00,5160406.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2021-05-27
Reports d'échéances fiscales,93.00,297880.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2021-05-27
Reports d'échéances fiscales,31.00,264420.00,27,Bourgogne-Franche-Comté,Z,Non connu,2021-05-27
Reports d'échéances fiscales,28.00,337826.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2021-05-27
Reports d'échéances fiscales,353.00,23783916.00,53,Bretagne,C,Industrie manufacturière,2021-05-27
Reports d'échéances fiscales,4.00,76610.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-05-27
Reports d'échéances fiscales,369.00,13941327.00,53,Bretagne,F,Construction,2021-05-27
Reports d'échéances fiscales,863.00,30212271.00,53,Bretagne,G,Commerce,2021-05-27
Reports d'échéances fiscales,97.00,4949912.00,53,Bretagne,H,Transports et entreposage,2021-05-27
Reports d'échéances fiscales,789.00,9774457.00,53,Bretagne,I,Hébergement et restauration,2021-05-27
Reports d'échéances fiscales,73.00,3440336.00,53,Bretagne,J,Information et communication,2021-05-27
Reports d'échéances fiscales,200.00,7269447.00,53,Bretagne,K,Activités financières et d'assurance,2021-05-27
Reports d'échéances fiscales,295.00,3868812.00,53,Bretagne,L,Activités immobilières,2021-05-27
Reports d'échéances fiscales,330.00,5962882.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2021-05-27
Reports d'échéances fiscales,135.00,3042556.00,53,Bretagne,N,Activités de services administratifs et de soutien,2021-05-27
Reports d'échéances fiscales,44.00,501744.00,53,Bretagne,P,Enseignement,2021-05-27
Reports d'échéances fiscales,114.00,6244387.00,53,Bretagne,Q,Santé humaine et action sociale,2021-05-27
Reports d'échéances fiscales,69.00,1097131.00,53,Bretagne,R,"Arts, spectacles et activités récréatives",2021-05-27
Reports d'échéances fiscales,103.00,273999.00,53,Bretagne,S,Autres activités de services,2021-05-27
Reports d'échéances fiscales,18.00,424492.00,53,Bretagne,Z,Non connu,2021-05-27
Reports d'échéances fiscales,17.00,1032036.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche",2021-05-27
Reports d'échéances fiscales,286.00,13597663.00,24,Centre-Val de Loire,C,Industrie manufacturière,2021-05-27
