dispositif,volet,nombre_aides,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET2,138,306000.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET2,755,1759808.40,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,308,925211.58,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET2,80,294859.09,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET2,12,45000.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET2,4,15500.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET2,26,52000.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,24,54000.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET2,228,532990.66,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,94,292891.77,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET2,20,83500.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET2,4,18500.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET2,4,8000.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,71,159893.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET2,338,837033.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,110,355000.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET2,35,132545.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET2,5,20350.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET2,6,12000.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET2,43,99500.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET2,275,661222.59,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET2,96,311000.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET2,29,109000.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET2,12,25500.00,24,Centre-Val de Loire,NN,Etablissement non employeur
