dispositif,volet,nombre_aides,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,45653,69438566.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,108749,168653236.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,37716,62397044.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,11079,19753179.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,3137,6640550.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,419,1042124.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,18,34666.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,7,19000.00,84,Auvergne-Rhône-Alpes,22,100 à 199 salariés
Fonds de solidarité,VOLET1,5,16323.00,84,Auvergne-Rhône-Alpes,32,250 à 499 salariés
Fonds de solidarité,VOLET1,6,9000.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,47853,65672175.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,11538,17005624.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,30604,45562377.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,9791,14991812.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,2643,4181185.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,625,1027056.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,85,163366.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,8,12000.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,11749,15410570.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,15851,23021518.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,37018,54148422.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,12175,18366607.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,3318,5067581.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,785,1233985.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,79,179235.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,13265,17465323.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,9272,13844510.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET1,26516,39679166.00,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,9178,14162098.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,2393,3799555.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,553,1021907.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,66,105381.00,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET1,9616,12638993.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,4034,6240061.00,94,Corse,00,0 salarié
Fonds de solidarité,VOLET1,9442,14559347.00,94,Corse,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,3727,5987100.00,94,Corse,02,3 à 5 salariés
Fonds de solidarité,VOLET1,968,1547350.00,94,Corse,03,6 à 9 salariés
Fonds de solidarité,VOLET1,214,397651.00,94,Corse,11,10 à 19 salariés
Fonds de solidarité,VOLET1,10,23500.00,94,Corse,12,20 à 49 salariés
Fonds de solidarité,VOLET1,2978,4052801.00,94,Corse,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,20459,30493673.00,44,Grand Est,00,0 salarié
Fonds de solidarité,VOLET1,59668,89398715.00,44,Grand Est,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,22157,33697706.00,44,Grand Est,02,3 à 5 salariés
Fonds de solidarité,VOLET1,6823,10500468.00,44,Grand Est,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1820,3078100.00,44,Grand Est,11,10 à 19 salariés
Fonds de solidarité,VOLET1,167,402266.00,44,Grand Est,12,20 à 49 salariés
Fonds de solidarité,VOLET1,12,18000.00,44,Grand Est,21,50 à 99 salariés
Fonds de solidarité,VOLET1,3,4500.00,44,Grand Est,22,100 à 199 salariés
Fonds de solidarité,VOLET1,19642,26232398.00,44,Grand Est,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,2515,3793862.00,01,Guadeloupe,00,0 salarié
Fonds de solidarité,VOLET1,8403,12747898.00,01,Guadeloupe,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,2822,4439437.00,01,Guadeloupe,02,3 à 5 salariés
Fonds de solidarité,VOLET1,906,1473698.00,01,Guadeloupe,03,6 à 9 salariés
Fonds de solidarité,VOLET1,256,471109.00,01,Guadeloupe,11,10 à 19 salariés
Fonds de solidarité,VOLET1,29,61664.00,01,Guadeloupe,12,20 à 49 salariés
Fonds de solidarité,VOLET1,4,14500.00,01,Guadeloupe,21,50 à 99 salariés
Fonds de solidarité,VOLET1,8304,11599715.00,01,Guadeloupe,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,1732,3640358.00,03,Guyane,00,0 salarié
Fonds de solidarité,VOLET1,4105,8472019.00,03,Guyane,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,1644,3478123.00,03,Guyane,02,3 à 5 salariés
