dispositif,volet,nombre_aides,nombre_entreprises,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,96711,18947,317023665.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,237798,47402,1000880990.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,97174,18658,592037336.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,36570,6612,331591522.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,18665,3252,320251550.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,5996,1185,242754685.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,825,185,72337869.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,213,60,27536606.00,84,Auvergne-Rhône-Alpes,22,100 à 199 salariés
Fonds de solidarité,VOLET1,52,15,7490362.00,84,Auvergne-Rhône-Alpes,31,200 à 249 salariés
Fonds de solidarité,VOLET1,60,16,6869086.00,84,Auvergne-Rhône-Alpes,32,250 à 499 salariés
Fonds de solidarité,VOLET1,17,5,3201500.00,84,Auvergne-Rhône-Alpes,41,500 à 999 salariés
Fonds de solidarité,VOLET1,10,5,610500.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,106897,20890,245552021.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,23841,4828,77889116.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,65433,13568,271625741.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,24377,4978,140956451.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,8228,1627,66281338.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,3932,722,59940336.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1396,280,45993839.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,124,28,8280273.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,21,7,2249587.00,27,Bourgogne-Franche-Comté,22,100 à 199 salariés
Fonds de solidarité,VOLET1,22668,5055,46626907.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,34553,6480,130037597.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,82255,16438,366246671.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,32290,6473,195840465.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,11161,2233,96955480.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,5263,983,79230239.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,1604,332,63298907.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,124,35,9248804.00,53,Bretagne,21,50 à 99 salariés
Fonds de solidarité,VOLET1,34,10,3812985.00,53,Bretagne,22,100 à 199 salariés
Fonds de solidarité,VOLET1,7,3,966340.00,53,Bretagne,31,200 à 249 salariés
Fonds de solidarité,VOLET1,10,5,1675877.00,53,Bretagne,32,250 à 499 salariés
Fonds de solidarité,VOLET1,24593,5601,50645268.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,18546,3778,60432851.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET1,54550,11688,217603732.00,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,21855,4648,123900450.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,6782,1427,53568417.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,3280,619,51768281.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,969,204,32182721.00,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET1,80,18,7515966.00,24,Centre-Val de Loire,21,50 à 99 salariés
Fonds de solidarité,VOLET1,17632,3963,35600834.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,10265,1532,41919783.00,94,Corse,00,0 salarié
