dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,17.00,187279.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2020-11-19
Reports d'échéances fiscales,3.00,77620.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2020-11-19
Reports d'échéances fiscales,903.00,70139076.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2020-11-19
Reports d'échéances fiscales,9.00,1251620.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-11-19
Reports d'échéances fiscales,22.00,2517061.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-11-19
Reports d'échéances fiscales,879.00,24272616.00,84,Auvergne-Rhône-Alpes,F,Construction,2020-11-19
Reports d'échéances fiscales,1916.00,84677296.00,84,Auvergne-Rhône-Alpes,G,Commerce,2020-11-19
Reports d'échéances fiscales,216.00,9759651.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2020-11-19
Reports d'échéances fiscales,953.00,11970983.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2020-11-19
Reports d'échéances fiscales,227.00,13089812.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2020-11-19
Reports d'échéances fiscales,410.00,19150318.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2020-11-19
Reports d'échéances fiscales,707.00,12143383.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2020-11-19
Reports d'échéances fiscales,991.00,43966989.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2020-11-19
Reports d'échéances fiscales,368.00,12330191.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2020-11-19
Reports d'échéances fiscales,122.00,1829901.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2020-11-19
Reports d'échéances fiscales,333.00,10413675.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2020-11-19
Reports d'échéances fiscales,148.00,11870174.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2020-11-19
Reports d'échéances fiscales,201.00,2649844.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2020-11-19
Reports d'échéances fiscales,59.00,679217.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2020-11-19
Reports d'échéances fiscales,30.00,606507.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2020-11-19
Reports d'échéances fiscales,280.00,31430199.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2020-11-19
