dispositif,volet,nombre_aides,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,43142,63747441.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,102194,153459153.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,34823,53727126.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,10012,15782686.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,2584,4242043.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,292,517185.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,11,16500.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,3,4500.00,84,Auvergne-Rhône-Alpes,22,100 à 199 salariés
Fonds de solidarité,VOLET1,5,16323.00,84,Auvergne-Rhône-Alpes,32,250 à 499 salariés
Fonds de solidarité,VOLET1,6,9000.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,45989,62614380.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,10914,15982996.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,28610,42395658.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,9054,13655010.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,2406,3632739.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,509,802949.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,57,92063.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,8,12000.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,11268,14848099.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,14904,21668614.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,34531,50974258.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,11141,16783433.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,2970,4527954.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,650,1014973.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,50,91453.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,12783,16987770.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,8776,12892372.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET1,24991,37126193.00,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,8549,12968894.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,2195,3381240.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,456,738774.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,43,64393.00,24,Centre-Val de Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET1,9242,12181265.00,24,Centre-Val de Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,3816,5596350.00,94,Corse,00,0 salarié
Fonds de solidarité,VOLET1,8943,13353006.00,94,Corse,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,3493,5318490.00,94,Corse,02,3 à 5 salariés
Fonds de solidarité,VOLET1,901,1376216.00,94,Corse,03,6 à 9 salariés
Fonds de solidarité,VOLET1,187,286686.00,94,Corse,11,10 à 19 salariés
Fonds de solidarité,VOLET1,7,10500.00,94,Corse,12,20 à 49 salariés
Fonds de solidarité,VOLET1,2858,3878313.00,94,Corse,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,19398,28479059.00,44,Grand Est,00,0 salarié
Fonds de solidarité,VOLET1,56285,83316570.00,44,Grand Est,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,20597,30948070.00,44,Grand Est,02,3 à 5 salariés
Fonds de solidarité,VOLET1,6217,9390827.00,44,Grand Est,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1506,2353292.00,44,Grand Est,11,10 à 19 salariés
Fonds de solidarité,VOLET1,98,174461.00,44,Grand Est,12,20 à 49 salariés
Fonds de solidarité,VOLET1,12,18000.00,44,Grand Est,21,50 à 99 salariés
Fonds de solidarité,VOLET1,3,4500.00,44,Grand Est,22,100 à 199 salariés
Fonds de solidarité,VOLET1,18834,24977508.00,44,Grand Est,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,2442,3607692.00,01,Guadeloupe,00,0 salarié
Fonds de solidarité,VOLET1,8164,12159378.00,01,Guadeloupe,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,2743,4204092.00,01,Guadeloupe,02,3 à 5 salariés
Fonds de solidarité,VOLET1,868,1329948.00,01,Guadeloupe,03,6 à 9 salariés
Fonds de solidarité,VOLET1,234,362110.00,01,Guadeloupe,11,10 à 19 salariés
Fonds de solidarité,VOLET1,25,46000.00,01,Guadeloupe,12,20 à 49 salariés
Fonds de solidarité,VOLET1,8115,11228018.00,01,Guadeloupe,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,1702,3465547.00,03,Guyane,00,0 salarié
Fonds de solidarité,VOLET1,4049,8217498.00,03,Guyane,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,1603,3260997.00,03,Guyane,02,3 à 5 salariés
Fonds de solidarité,VOLET1,534,1082849.00,03,Guyane,03,6 à 9 salariés
Fonds de solidarité,VOLET1,199,421487.00,03,Guyane,11,10 à 19 salariés
Fonds de solidarité,VOLET1,42,97500.00,03,Guyane,12,20 à 49 salariés
Fonds de solidarité,VOLET1,2638,4957013.00,03,Guyane,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,17654,26080613.00,32,Hauts-de-France,00,0 salarié
Fonds de solidarité,VOLET1,50014,74966767.00,32,Hauts-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,17453,26732353.00,32,Hauts-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET1,5102,7898170.00,32,Hauts-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1174,1939244.00,32,Hauts-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET1,114,188582.00,32,Hauts-de-France,12,20 à 49 salariés
Fonds de solidarité,VOLET1,17,24287.00,32,Hauts-de-France,21,50 à 99 salariés
Fonds de solidarité,VOLET1,3,3800.00,32,Hauts-de-France,41,500 à 999 salariés
Fonds de solidarité,VOLET1,16628,21929873.00,32,Hauts-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,66223,100833496.00,11,Île-de-France,00,0 salarié
Fonds de solidarité,VOLET1,178300,274813283.00,11,Île-de-France,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,76154,120806069.00,11,Île-de-France,02,3 à 5 salariés
Fonds de solidarité,VOLET1,25196,41622686.00,11,Île-de-France,03,6 à 9 salariés
Fonds de solidarité,VOLET1,6932,12553955.00,11,Île-de-France,11,10 à 19 salariés
Fonds de solidarité,VOLET1,583,1425696.00,11,Île-de-France,12,20 à 49 salariés
Fonds de solidarité,VOLET1,41,103244.00,11,Île-de-France,21,50 à 99 salariés
Fonds de solidarité,VOLET1,15,21625.00,11,Île-de-France,22,100 à 199 salariés
Fonds de solidarité,VOLET1,4,6000.00,11,Île-de-France,31,200 à 249 salariés
Fonds de solidarité,VOLET1,6,9000.00,11,Île-de-France,32,250 à 499 salariés
Fonds de solidarité,VOLET1,6,9000.00,11,Île-de-France,53,10 000 salariés et plus
Fonds de solidarité,VOLET1,64756,88709133.00,11,Île-de-France,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,5276,7678026.00,04,La Réunion,00,0 salarié
Fonds de solidarité,VOLET1,12902,19129314.00,04,La Réunion,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,4192,6296598.00,04,La Réunion,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1481,2212611.00,04,La Réunion,03,6 à 9 salariés
Fonds de solidarité,VOLET1,364,567512.00,04,La Réunion,11,10 à 19 salariés
Fonds de solidarité,VOLET1,36,53902.00,04,La Réunion,12,20 à 49 salariés
Fonds de solidarité,VOLET1,8,12000.00,04,La Réunion,21,50 à 99 salariés
Fonds de solidarité,VOLET1,5988,8033033.00,04,La Réunion,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,1896,2773941.00,02,Martinique,00,0 salarié
Fonds de solidarité,VOLET1,6049,9084900.00,02,Martinique,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,2164,3274689.00,02,Martinique,02,3 à 5 salariés
Fonds de solidarité,VOLET1,796,1214277.00,02,Martinique,03,6 à 9 salariés
Fonds de solidarité,VOLET1,239,379275.00,02,Martinique,11,10 à 19 salariés
Fonds de solidarité,VOLET1,27,40500.00,02,Martinique,12,20 à 49 salariés
Fonds de solidarité,VOLET1,6,9000.00,02,Martinique,21,50 à 99 salariés
Fonds de solidarité,VOLET1,4087,5422867.00,02,Martinique,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,942,1851288.00,06,Mayotte,00,0 salarié
Fonds de solidarité,VOLET1,631,1297684.00,06,Mayotte,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,230,467514.00,06,Mayotte,02,3 à 5 salariés
Fonds de solidarité,VOLET1,71,139500.00,06,Mayotte,03,6 à 9 salariés
Fonds de solidarité,VOLET1,40,85500.00,06,Mayotte,11,10 à 19 salariés
Fonds de solidarité,VOLET1,4,10500.00,06,Mayotte,12,20 à 49 salariés
Fonds de solidarité,VOLET1,12386,18403048.00,28,Normandie,00,0 salarié
Fonds de solidarité,VOLET1,32057,47817884.00,28,Normandie,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,10734,16303650.00,28,Normandie,02,3 à 5 salariés
Fonds de solidarité,VOLET1,2994,4567145.00,28,Normandie,03,6 à 9 salariés
Fonds de solidarité,VOLET1,608,928545.00,28,Normandie,11,10 à 19 salariés
Fonds de solidarité,VOLET1,82,141891.00,28,Normandie,12,20 à 49 salariés
Fonds de solidarité,VOLET1,11,16500.00,28,Normandie,21,50 à 99 salariés
Fonds de solidarité,VOLET1,4,14500.00,28,Normandie,32,250 à 499 salariés
Fonds de solidarité,VOLET1,10756,14194022.00,28,Normandie,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,34575,50453616.00,75,Nouvelle-Aquitaine,00,0 salarié
Fonds de solidarité,VOLET1,73002,108202495.00,75,Nouvelle-Aquitaine,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,23401,35223202.00,75,Nouvelle-Aquitaine,02,3 à 5 salariés
Fonds de solidarité,VOLET1,6724,10241232.00,75,Nouvelle-Aquitaine,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1383,2185048.00,75,Nouvelle-Aquitaine,11,10 à 19 salariés
Fonds de solidarité,VOLET1,148,237291.00,75,Nouvelle-Aquitaine,12,20 à 49 salariés
Fonds de solidarité,VOLET1,14,29500.00,75,Nouvelle-Aquitaine,21,50 à 99 salariés
Fonds de solidarité,VOLET1,5,6070.00,75,Nouvelle-Aquitaine,22,100 à 199 salariés
Fonds de solidarité,VOLET1,6,9000.00,75,Nouvelle-Aquitaine,32,250 à 499 salariés
Fonds de solidarité,VOLET1,28407,37894076.00,75,Nouvelle-Aquitaine,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,41533,61501099.00,76,Occitanie,00,0 salarié
Fonds de solidarité,VOLET1,86156,129001618.00,76,Occitanie,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,26384,40668982.00,76,Occitanie,02,3 à 5 salariés
Fonds de solidarité,VOLET1,7238,11279367.00,76,Occitanie,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1600,2636313.00,76,Occitanie,11,10 à 19 salariés
Fonds de solidarité,VOLET1,103,163056.00,76,Occitanie,12,20 à 49 salariés
Fonds de solidarité,VOLET1,20,30000.00,76,Occitanie,21,50 à 99 salariés
Fonds de solidarité,VOLET1,3,2100.00,76,Occitanie,32,250 à 499 salariés
Fonds de solidarité,VOLET1,35155,46762704.00,76,Occitanie,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,15069,22035202.00,52,Pays de la Loire,00,0 salarié
Fonds de solidarité,VOLET1,35647,52747558.00,52,Pays de la Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,12593,18824456.00,52,Pays de la Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,3341,5031545.00,52,Pays de la Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,634,981812.00,52,Pays de la Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,55,96657.00,52,Pays de la Loire,12,20 à 49 salariés
Fonds de solidarité,VOLET1,8,12000.00,52,Pays de la Loire,21,50 à 99 salariés
Fonds de solidarité,VOLET1,3,984.00,52,Pays de la Loire,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,11915,15853130.00,52,Pays de la Loire,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,40969,61124604.00,93,Provence-Alpes-Côte d'Azur,00,0 salarié
Fonds de solidarité,VOLET1,93776,142485802.00,93,Provence-Alpes-Côte d'Azur,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,28067,44093162.00,93,Provence-Alpes-Côte d'Azur,02,3 à 5 salariés
Fonds de solidarité,VOLET1,7551,12065521.00,93,Provence-Alpes-Côte d'Azur,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1947,3381407.00,93,Provence-Alpes-Côte d'Azur,11,10 à 19 salariés
Fonds de solidarité,VOLET1,167,370276.00,93,Provence-Alpes-Côte d'Azur,12,20 à 49 salariés
Fonds de solidarité,VOLET1,21,31500.00,93,Provence-Alpes-Côte d'Azur,21,50 à 99 salariés
Fonds de solidarité,VOLET1,32698,44280382.00,93,Provence-Alpes-Côte d'Azur,NN,Etablissement non employeur
