dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,15.00,178577.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-01-28
Reports d'échéances fiscales,1087.00,75397645.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-01-28
Reports d'échéances fiscales,10.00,1256562.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-01-28
Reports d'échéances fiscales,36.00,2864114.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-01-28
Reports d'échéances fiscales,1018.00,25348134.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-01-28
Reports d'échéances fiscales,2494.00,90922420.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-01-28
Reports d'échéances fiscales,292.00,12515098.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-01-28
Reports d'échéances fiscales,1855.00,20611448.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-01-28
Reports d'échéances fiscales,279.00,13758270.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-01-28
Reports d'échéances fiscales,467.00,19946976.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-01-28
Reports d'échéances fiscales,822.00,13296733.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-01-28
Reports d'échéances fiscales,1136.00,45186372.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-01-28
Reports d'échéances fiscales,456.00,15197063.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-01-28
Reports d'échéances fiscales,174.00,2206765.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-01-28
Reports d'échéances fiscales,349.00,10381513.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-01-28
Reports d'échéances fiscales,254.00,13344072.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-01-28
Reports d'échéances fiscales,351.00,3344190.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-01-28
Reports d'échéances fiscales,58.00,737935.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-01-28
Reports d'échéances fiscales,31.00,606784.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-01-28
Reports d'échéances fiscales,356.00,33094143.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-01-28
Reports d'échéances fiscales,7.00,122085.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-01-28
Reports d'échéances fiscales,205.00,2649260.00,27,Bourgogne-Franche-Comté,F,Construction,2021-01-28
Reports d'échéances fiscales,671.00,17032293.00,27,Bourgogne-Franche-Comté,G,Commerce,2021-01-28
Reports d'échéances fiscales,88.00,2401320.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2021-01-28
Reports d'échéances fiscales,542.00,2788445.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2021-01-28
Reports d'échéances fiscales,26.00,743491.00,27,Bourgogne-Franche-Comté,J,Information et communication,2021-01-28
Reports d'échéances fiscales,71.00,2841802.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2021-01-28
Reports d'échéances fiscales,219.00,3083000.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2021-01-28
Reports d'échéances fiscales,212.00,2995966.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2021-01-28
Reports d'échéances fiscales,80.00,2117570.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2021-01-28
Reports d'échéances fiscales,25.00,63158.00,27,Bourgogne-Franche-Comté,P,Enseignement,2021-01-28
Reports d'échéances fiscales,94.00,2996810.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2021-01-28
Reports d'échéances fiscales,78.00,5106236.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2021-01-28
Reports d'échéances fiscales,93.00,297880.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2021-01-28
Reports d'échéances fiscales,30.00,255691.00,27,Bourgogne-Franche-Comté,Z,Non connu,2021-01-28
Reports d'échéances fiscales,28.00,337826.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2021-01-28
Reports d'échéances fiscales,350.00,23523917.00,53,Bretagne,C,Industrie manufacturière,2021-01-28
Reports d'échéances fiscales,4.00,76610.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-01-28
Reports d'échéances fiscales,365.00,13782099.00,53,Bretagne,F,Construction,2021-01-28
Reports d'échéances fiscales,856.00,30039455.00,53,Bretagne,G,Commerce,2021-01-28
Reports d'échéances fiscales,97.00,4949912.00,53,Bretagne,H,Transports et entreposage,2021-01-28
Reports d'échéances fiscales,780.00,9681577.00,53,Bretagne,I,Hébergement et restauration,2021-01-28
Reports d'échéances fiscales,71.00,3419318.00,53,Bretagne,J,Information et communication,2021-01-28
Reports d'échéances fiscales,198.00,7139713.00,53,Bretagne,K,Activités financières et d'assurance,2021-01-28
Reports d'échéances fiscales,295.00,3848900.00,53,Bretagne,L,Activités immobilières,2021-01-28
Reports d'échéances fiscales,328.00,5921960.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2021-01-28
Reports d'échéances fiscales,134.00,3017283.00,53,Bretagne,N,Activités de services administratifs et de soutien,2021-01-28
Reports d'échéances fiscales,50.00,518227.00,53,Bretagne,P,Enseignement,2021-01-28
Reports d'échéances fiscales,114.00,6244387.00,53,Bretagne,Q,Santé humaine et action sociale,2021-01-28
Reports d'échéances fiscales,66.00,1090669.00,53,Bretagne,R,"Arts, spectacles et activités récréatives",2021-01-28
Reports d'échéances fiscales,84.00,212248.00,53,Bretagne,S,Autres activités de services,2021-01-28
Reports d'échéances fiscales,29.00,444702.00,53,Bretagne,Z,Non connu,2021-01-28
Reports d'échéances fiscales,16.00,539012.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche",2021-01-28
Reports d'échéances fiscales,283.00,12725250.00,24,Centre-Val de Loire,C,Industrie manufacturière,2021-01-28
Reports d'échéances fiscales,10.00,256877.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-01-28
Reports d'échéances fiscales,229.00,3774765.00,24,Centre-Val de Loire,F,Construction,2021-01-28
Reports d'échéances fiscales,597.00,14026970.00,24,Centre-Val de Loire,G,Commerce,2021-01-28
Reports d'échéances fiscales,104.00,1948404.00,24,Centre-Val de Loire,H,Transports et entreposage,2021-01-28
Reports d'échéances fiscales,408.00,2505587.00,24,Centre-Val de Loire,I,Hébergement et restauration,2021-01-28
Reports d'échéances fiscales,46.00,934190.00,24,Centre-Val de Loire,J,Information et communication,2021-01-28
Reports d'échéances fiscales,108.00,1786665.00,24,Centre-Val de Loire,K,Activités financières et d'assurance,2021-01-28
Reports d'échéances fiscales,208.00,1567051.00,24,Centre-Val de Loire,L,Activités immobilières,2021-01-28
Reports d'échéances fiscales,184.00,2994739.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques",2021-01-28
Reports d'échéances fiscales,77.00,3560350.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien,2021-01-28
Reports d'échéances fiscales,20.00,94666.00,24,Centre-Val de Loire,P,Enseignement,2021-01-28
Reports d'échéances fiscales,77.00,5168800.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale,2021-01-28
Reports d'échéances fiscales,51.00,1554414.00,24,Centre-Val de Loire,R,"Arts, spectacles et activités récréatives",2021-01-28
Reports d'échéances fiscales,82.00,308702.00,24,Centre-Val de Loire,S,Autres activités de services,2021-01-28
Reports d'échéances fiscales,40.00,300106.00,24,Centre-Val de Loire,Z,Non connu,2021-01-28
Reports d'échéances fiscales,7.00,43204.00,94,Corse,A,"Agriculture, sylviculture et pêche",2021-01-28
Reports d'échéances fiscales,34.00,1012604.00,94,Corse,C,Industrie manufacturière,2021-01-28
Reports d'échéances fiscales,8.00,837421.00,94,Corse,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-01-28
Reports d'échéances fiscales,76.00,2551164.00,94,Corse,F,Construction,2021-01-28
