dispositif,volet,nombre_aides,montant_total,reg,libelle_region,classe_effectif,libelle_classe_effectif
Fonds de solidarité,VOLET1,27282,39700856.00,84,Auvergne-Rhône-Alpes,00,0 salarié
Fonds de solidarité,VOLET1,67757,99969544.00,84,Auvergne-Rhône-Alpes,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,22928,34129383.00,84,Auvergne-Rhône-Alpes,02,3 à 5 salariés
Fonds de solidarité,VOLET1,6078,9072924.00,84,Auvergne-Rhône-Alpes,03,6 à 9 salariés
Fonds de solidarité,VOLET1,1240,1854233.00,84,Auvergne-Rhône-Alpes,11,10 à 19 salariés
Fonds de solidarité,VOLET1,77,114541.00,84,Auvergne-Rhône-Alpes,12,20 à 49 salariés
Fonds de solidarité,VOLET1,5,7500.00,84,Auvergne-Rhône-Alpes,21,50 à 99 salariés
Fonds de solidarité,VOLET1,3,4500.00,84,Auvergne-Rhône-Alpes,42,1 000 à 1 999 salariés
Fonds de solidarité,VOLET1,29244,40223480.00,84,Auvergne-Rhône-Alpes,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,7099,10358610.00,27,Bourgogne-Franche-Comté,00,0 salarié
Fonds de solidarité,VOLET1,19672,28992747.00,27,Bourgogne-Franche-Comté,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,6196,9230053.00,27,Bourgogne-Franche-Comté,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1486,2218009.00,27,Bourgogne-Franche-Comté,03,6 à 9 salariés
Fonds de solidarité,VOLET1,267,395815.00,27,Bourgogne-Franche-Comté,11,10 à 19 salariés
Fonds de solidarité,VOLET1,21,31500.00,27,Bourgogne-Franche-Comté,12,20 à 49 salariés
Fonds de solidarité,VOLET1,3,4500.00,27,Bourgogne-Franche-Comté,21,50 à 99 salariés
Fonds de solidarité,VOLET1,7372,9914154.00,27,Bourgogne-Franche-Comté,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,9832,14284114.00,53,Bretagne,00,0 salarié
Fonds de solidarité,VOLET1,24077,35536881.00,53,Bretagne,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,7650,11413649.00,53,Bretagne,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1854,2771918.00,53,Bretagne,03,6 à 9 salariés
Fonds de solidarité,VOLET1,291,434781.00,53,Bretagne,11,10 à 19 salariés
Fonds de solidarité,VOLET1,19,28500.00,53,Bretagne,12,20 à 49 salariés
Fonds de solidarité,VOLET1,8429,11471974.00,53,Bretagne,NN,Etablissement non employeur
Fonds de solidarité,VOLET1,5645,8221890.00,24,Centre-Val de Loire,00,0 salarié
Fonds de solidarité,VOLET1,17088,25231543.00,24,Centre-Val de Loire,01,1 ou 2 salariés
Fonds de solidarité,VOLET1,5860,8745727.00,24,Centre-Val de Loire,02,3 à 5 salariés
Fonds de solidarité,VOLET1,1383,2073059.00,24,Centre-Val de Loire,03,6 à 9 salariés
Fonds de solidarité,VOLET1,207,309221.00,24,Centre-Val de Loire,11,10 à 19 salariés
Fonds de solidarité,VOLET1,20,29893.00,24,Centre-Val de Loire,12,20 à 49 salariés
