dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,18.00,190058.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2020-12-10
Reports d'échéances fiscales,1029.00,73579706.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2020-12-10
Reports d'échéances fiscales,9.00,1251620.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-12-10
Reports d'échéances fiscales,32.00,2730587.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-12-10
Reports d'échéances fiscales,951.00,24722181.00,84,Auvergne-Rhône-Alpes,F,Construction,2020-12-10
Reports d'échéances fiscales,2312.00,87837545.00,84,Auvergne-Rhône-Alpes,G,Commerce,2020-12-10
Reports d'échéances fiscales,249.00,10266676.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2020-12-10
Reports d'échéances fiscales,1577.00,17337346.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2020-12-10
Reports d'échéances fiscales,259.00,13526256.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2020-12-10
Reports d'échéances fiscales,446.00,19432488.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2020-12-10
Reports d'échéances fiscales,779.00,12550101.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2020-12-10
Reports d'échéances fiscales,1084.00,44608291.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2020-12-10
Reports d'échéances fiscales,432.00,12647723.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2020-12-10
Reports d'échéances fiscales,152.00,2071550.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2020-12-10
Reports d'échéances fiscales,348.00,10377176.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2020-12-10
Reports d'échéances fiscales,231.00,12596536.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2020-12-10
Reports d'échéances fiscales,291.00,2908004.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2020-12-10
Reports d'échéances fiscales,60.00,753799.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2020-12-10
Reports d'échéances fiscales,31.00,606784.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2020-12-10
Reports d'échéances fiscales,331.00,32632304.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2020-12-10
Reports d'échéances fiscales,6.00,121449.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-12-10
Reports d'échéances fiscales,189.00,2538805.00,27,Bourgogne-Franche-Comté,F,Construction,2020-12-10
Reports d'échéances fiscales,618.00,16784845.00,27,Bourgogne-Franche-Comté,G,Commerce,2020-12-10
Reports d'échéances fiscales,78.00,2316999.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2020-12-10
Reports d'échéances fiscales,457.00,2526045.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2020-12-10
Reports d'échéances fiscales,25.00,743245.00,27,Bourgogne-Franche-Comté,J,Information et communication,2020-12-10
Reports d'échéances fiscales,69.00,2837765.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2020-12-10
Reports d'échéances fiscales,210.00,2973219.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2020-12-10
Reports d'échéances fiscales,205.00,2940434.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2020-12-10
Reports d'échéances fiscales,72.00,1520883.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2020-12-10
Reports d'échéances fiscales,24.00,60845.00,27,Bourgogne-Franche-Comté,P,Enseignement,2020-12-10
Reports d'échéances fiscales,92.00,2988643.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2020-12-10
Reports d'échéances fiscales,66.00,4655816.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2020-12-10
Reports d'échéances fiscales,88.00,288135.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2020-12-10
Reports d'échéances fiscales,31.00,285114.00,27,Bourgogne-Franche-Comté,Z,Non connu,2020-12-10
Reports d'échéances fiscales,22.00,291089.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2020-12-10
Reports d'échéances fiscales,334.00,23357128.00,53,Bretagne,C,Industrie manufacturière,2020-12-10
Reports d'échéances fiscales,4.00,76610.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-12-10
Reports d'échéances fiscales,361.00,13754134.00,53,Bretagne,F,Construction,2020-12-10
Reports d'échéances fiscales,831.00,29978572.00,53,Bretagne,G,Commerce,2020-12-10
Reports d'échéances fiscales,95.00,4946644.00,53,Bretagne,H,Transports et entreposage,2020-12-10
Reports d'échéances fiscales,715.00,9409647.00,53,Bretagne,I,Hébergement et restauration,2020-12-10
Reports d'échéances fiscales,64.00,3379171.00,53,Bretagne,J,Information et communication,2020-12-10
Reports d'échéances fiscales,198.00,7138923.00,53,Bretagne,K,Activités financières et d'assurance,2020-12-10
Reports d'échéances fiscales,283.00,3782090.00,53,Bretagne,L,Activités immobilières,2020-12-10
Reports d'échéances fiscales,312.00,5897946.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2020-12-10
Reports d'échéances fiscales,124.00,2916097.00,53,Bretagne,N,Activités de services administratifs et de soutien,2020-12-10
Reports d'échéances fiscales,47.00,515174.00,53,Bretagne,P,Enseignement,2020-12-10
Reports d'échéances fiscales,112.00,6170293.00,53,Bretagne,Q,Santé humaine et action sociale,2020-12-10
Reports d'échéances fiscales,63.00,1046698.00,53,Bretagne,R,"Arts, spectacles et activités récréatives",2020-12-10
Reports d'échéances fiscales,97.00,248087.00,53,Bretagne,S,Autres activités de services,2020-12-10
Reports d'échéances fiscales,17.00,445649.00,53,Bretagne,Z,Non connu,2020-12-10
Reports d'échéances fiscales,15.00,529155.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche",2020-12-10
Reports d'échéances fiscales,258.00,12204207.00,24,Centre-Val de Loire,C,Industrie manufacturière,2020-12-10
Reports d'échéances fiscales,4.00,139761.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-12-10
